from,to,lineId,lineCode,mode,authority,travelTimeSec
NSR:Quay:7693,NSR:Quay:7791,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:7791,NSR:Quay:7747,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:7747,NSR:Quay:11474,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11474,NSR:Quay:8226,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:8226,NSR:Quay:111170,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:111170,NSR:Quay:11487,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11487,NSR:Quay:11513,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11513,NSR:Quay:11528,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11528,NSR:Quay:11557,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11557,NSR:Quay:11548,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11548,NSR:Quay:11853,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11853,NSR:Quay:11861,RUT:Line:21,21,bus,Ruter,180
NSR:Quay:11861,NSR:Quay:11049,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11049,NSR:Quay:11090,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11090,NSR:Quay:102016,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:102016,NSR:Quay:11083,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11083,NSR:Quay:11069,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11069,NSR:Quay:11116,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11116,NSR:Quay:11122,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11122,NSR:Quay:11129,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11129,NSR:Quay:11140,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:101646,NSR:Quay:104007,RUT:Line:91,91,bus,Ruter,60
NSR:Quay:104007,NSR:Quay:104005,RUT:Line:91,91,bus,Ruter,60
NSR:Quay:104005,NSR:Quay:104009,RUT:Line:91,91,bus,Ruter,60
NSR:Quay:104009,NSR:Quay:104011,RUT:Line:91,91,bus,Ruter,60
NSR:Quay:104011,NSR:Quay:104013,RUT:Line:91,91,bus,Ruter,60
NSR:Quay:104013,NSR:Quay:104046,RUT:Line:91,91,bus,Ruter,120
NSR:Quay:104046,NSR:Quay:104015,RUT:Line:91,91,bus,Ruter,60
NSR:Quay:104015,NSR:Quay:11757,RUT:Line:91,91,bus,Ruter,0
NSR:Quay:7865,NSR:Quay:7872,RUT:Line:30,30,bus,Ruter,0
NSR:Quay:7872,NSR:Quay:7880,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:7880,NSR:Quay:7891,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:7891,NSR:Quay:7904,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:7904,NSR:Quay:7913,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:7913,NSR:Quay:7922,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:7922,NSR:Quay:7856,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:7856,NSR:Quay:7842,RUT:Line:30,30,bus,Ruter,180
NSR:Quay:7842,NSR:Quay:7836,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:7836,NSR:Quay:7812,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:7812,NSR:Quay:104031,RUT:Line:30,30,bus,Ruter,180
NSR:Quay:104031,NSR:Quay:7349,RUT:Line:30,30,bus,Ruter,180
NSR:Quay:7349,NSR:Quay:7311,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:7311,NSR:Quay:7230,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:7230,NSR:Quay:7158,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:7158,NSR:Quay:101465,RUT:Line:30,30,bus,Ruter,240
NSR:Quay:101465,NSR:Quay:101670,RUT:Line:30,30,bus,Ruter,180
NSR:Quay:101670,NSR:Quay:101742,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:101742,NSR:Quay:11839,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:11839,NSR:Quay:11857,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:11857,NSR:Quay:11744,RUT:Line:30,30,bus,Ruter,240
NSR:Quay:11744,NSR:Quay:11748,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:11748,NSR:Quay:11768,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:11768,NSR:Quay:11760,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:11760,NSR:Quay:11777,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:11777,NSR:Quay:11786,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:11786,NSR:Quay:11161,RUT:Line:30,30,bus,Ruter,120
NSR:Quay:11161,NSR:Quay:11164,RUT:Line:30,30,bus,Ruter,60
NSR:Quay:5730,NSR:Quay:5745,RUT:Line:281,281,bus,Ruter,60
NSR:Quay:5745,NSR:Quay:5895,RUT:Line:281,281,bus,Ruter,60
NSR:Quay:5895,NSR:Quay:5759,RUT:Line:281,281,bus,Ruter,120
NSR:Quay:5759,NSR:Quay:5776,RUT:Line:281,281,bus,Ruter,60
NSR:Quay:5776,NSR:Quay:5784,RUT:Line:281,281,bus,Ruter,60
NSR:Quay:5784,NSR:Quay:5794,RUT:Line:281,281,bus,Ruter,120
NSR:Quay:11115,NSR:Quay:11151,RUT:Line:5,5,rail,Ruter,120
NSR:Quay:11151,NSR:Quay:11287,RUT:Line:5,5,rail,Ruter,180
NSR:Quay:11287,NSR:Quay:11655,RUT:Line:5,5,rail,Ruter,60
NSR:Quay:11655,NSR:Quay:11636,RUT:Line:5,5,rail,Ruter,60
NSR:Quay:11636,NSR:Quay:8027,RUT:Line:5,5,rail,Ruter,240
NSR:Quay:8027,NSR:Quay:7333,RUT:Line:5,5,rail,Ruter,120
NSR:Quay:7333,NSR:Quay:7256,RUT:Line:5,5,rail,Ruter,120
NSR:Quay:7256,NSR:Quay:7183,RUT:Line:5,5,rail,Ruter,60
NSR:Quay:7183,NSR:Quay:11928,RUT:Line:5,5,rail,Ruter,60
NSR:Quay:11928,NSR:Quay:11897,RUT:Line:5,5,rail,Ruter,180
NSR:Quay:11897,NSR:Quay:11106,RUT:Line:5,5,rail,Ruter,60
NSR:Quay:11106,NSR:Quay:11134,RUT:Line:5,5,rail,Ruter,120
NSR:Quay:11899,NSR:Quay:11894,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:11894,NSR:Quay:11885,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:11885,NSR:Quay:11874,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:11874,NSR:Quay:11870,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:11870,NSR:Quay:11850,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:11850,NSR:Quay:11833,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:11833,NSR:Quay:11840,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:11840,NSR:Quay:7781,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:7781,NSR:Quay:7770,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:7770,NSR:Quay:7765,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:7765,NSR:Quay:7731,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:7731,NSR:Quay:7358,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:7358,NSR:Quay:7279,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:7279,NSR:Quay:7246,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:7246,NSR:Quay:7167,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:7167,NSR:Quay:104526,RUT:Line:13,13,tram,Ruter,180
NSR:Quay:104526,NSR:Quay:12065,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:12065,NSR:Quay:12139,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:12139,NSR:Quay:12190,RUT:Line:13,13,tram,Ruter,180
NSR:Quay:12190,NSR:Quay:12219,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:12219,NSR:Quay:12316,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:12316,NSR:Quay:12322,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:12322,NSR:Quay:12332,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:12332,NSR:Quay:12348,RUT:Line:13,13,tram,Ruter,60
NSR:Quay:12348,NSR:Quay:12369,RUT:Line:13,13,tram,Ruter,120
NSR:Quay:9684,NSR:Quay:9669,RUT:Line:440,440,bus,Ruter,0
NSR:Quay:9669,NSR:Quay:9839,RUT:Line:440,440,bus,Ruter,60
NSR:Quay:9839,NSR:Quay:9819,RUT:Line:440,440,bus,Ruter,60
NSR:Quay:9819,NSR:Quay:9795,RUT:Line:440,440,bus,Ruter,240
NSR:Quay:7888,NSR:Quay:7909,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:7909,NSR:Quay:7885,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:7885,NSR:Quay:11923,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11923,NSR:Quay:11909,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11909,NSR:Quay:11905,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11905,NSR:Quay:11913,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11913,NSR:Quay:12021,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:12021,NSR:Quay:12013,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:12013,NSR:Quay:11996,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11996,NSR:Quay:11986,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11986,NSR:Quay:11958,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11958,NSR:Quay:11455,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11455,NSR:Quay:11485,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11485,NSR:Quay:11299,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11299,NSR:Quay:11324,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11324,NSR:Quay:11346,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11346,NSR:Quay:11354,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11354,NSR:Quay:11136,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11136,NSR:Quay:11149,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11149,NSR:Quay:11128,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11128,NSR:Quay:11108,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11108,NSR:Quay:11088,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11088,NSR:Quay:11067,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11067,NSR:Quay:11071,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11071,NSR:Quay:10834,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:10834,NSR:Quay:10856,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:10856,NSR:Quay:11207,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11207,NSR:Quay:11202,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11202,NSR:Quay:11194,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:11194,NSR:Quay:11184,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:11184,NSR:Quay:10887,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:10887,NSR:Quay:10853,RUT:Line:23,23,bus,Ruter,120
NSR:Quay:10853,NSR:Quay:10822,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:10822,NSR:Quay:12280,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:12280,NSR:Quay:12277,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:12277,NSR:Quay:12271,RUT:Line:23,23,bus,Ruter,0
NSR:Quay:12271,NSR:Quay:12263,RUT:Line:23,23,bus,Ruter,60
NSR:Quay:109021,NSR:Quay:11618,RUT:Line:3005,5B,bus,Ruter,420
NSR:Quay:11618,NSR:Quay:11314,RUT:Line:3005,5B,bus,Ruter,60
NSR:Quay:11314,NSR:Quay:11299,RUT:Line:3005,5B,bus,Ruter,60
NSR:Quay:11299,NSR:Quay:11324,RUT:Line:3005,5B,bus,Ruter,120
NSR:Quay:11324,NSR:Quay:11346,RUT:Line:3005,5B,bus,Ruter,60
NSR:Quay:11346,NSR:Quay:11384,RUT:Line:3005,5B,bus,Ruter,360
NSR:Quay:11384,NSR:Quay:105184,RUT:Line:3005,5B,bus,Ruter,60
NSR:Quay:105184,NSR:Quay:11404,RUT:Line:3005,5B,bus,Ruter,120
NSR:Quay:11404,NSR:Quay:101619,RUT:Line:3005,5B,bus,Ruter,60
NSR:Quay:8164,NSR:Quay:8161,RUT:Line:320,320,bus,Ruter,60
NSR:Quay:8161,NSR:Quay:8157,RUT:Line:320,320,bus,Ruter,0
NSR:Quay:8157,NSR:Quay:8153,RUT:Line:320,320,bus,Ruter,60
NSR:Quay:8153,NSR:Quay:8099,RUT:Line:320,320,bus,Ruter,300
NSR:Quay:11148,NSR:Quay:11125,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11125,NSR:Quay:11121,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11121,NSR:Quay:11114,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11114,NSR:Quay:11070,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11070,NSR:Quay:11084,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11084,NSR:Quay:102015,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:102015,NSR:Quay:11089,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11089,NSR:Quay:11048,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11048,NSR:Quay:11860,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11860,NSR:Quay:11852,RUT:Line:21,21,bus,Ruter,180
NSR:Quay:11852,NSR:Quay:11551,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11551,NSR:Quay:11559,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11559,NSR:Quay:11531,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:11531,NSR:Quay:11514,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11514,NSR:Quay:11488,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11488,NSR:Quay:111169,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:111169,NSR:Quay:8225,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:8225,NSR:Quay:11475,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:11475,NSR:Quay:7739,RUT:Line:21,21,bus,Ruter,60
NSR:Quay:7739,NSR:Quay:7790,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:7790,NSR:Quay:7692,RUT:Line:21,21,bus,Ruter,120
NSR:Quay:10794,NSR:Quay:10804,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10804,NSR:Quay:10944,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10944,NSR:Quay:10940,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10940,NSR:Quay:10920,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:10920,NSR:Quay:10924,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10924,NSR:Quay:10927,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10927,NSR:Quay:10848,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10848,NSR:Quay:10841,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10841,NSR:Quay:10831,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:10831,NSR:Quay:10836,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10836,NSR:Quay:10868,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10868,NSR:Quay:10873,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:10873,NSR:Quay:12116,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:12116,NSR:Quay:12105,RUT:Line:70,70,bus,Ruter,60
NSR:Quay:12105,NSR:Quay:12109,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:12109,NSR:Quay:104409,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:104409,NSR:Quay:7170,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:7170,NSR:Quay:7159,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:7159,NSR:Quay:101778,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:101778,NSR:Quay:101777,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:101777,NSR:Quay:7350,RUT:Line:70,70,bus,Ruter,120
NSR:Quay:104413,NSR:Quay:8201,RUT:Line:15,15,tram,Ruter,0
NSR:Quay:8201,NSR:Quay:8189,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:8189,NSR:Quay:8170,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:8170,NSR:Quay:7805,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7805,NSR:Quay:7827,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:7827,NSR:Quay:7753,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:7753,NSR:Quay:7731,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7731,NSR:Quay:7358,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7358,NSR:Quay:7279,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7279,NSR:Quay:7246,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7246,NSR:Quay:7209,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7209,NSR:Quay:105273,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:105273,NSR:Quay:104871,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:104871,NSR:Quay:11821,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11821,NSR:Quay:11825,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11825,NSR:Quay:11842,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11842,NSR:Quay:11867,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11867,NSR:Quay:11728,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11728,NSR:Quay:11752,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11752,NSR:Quay:11770,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11770,NSR:Quay:11124,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11124,NSR:Quay:11170,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11170,NSR:Quay:11192,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11192,NSR:Quay:11195,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11195,NSR:Quay:11200,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11200,NSR:Quay:11262,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11262,NSR:Quay:11247,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11247,NSR:Quay:11242,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:12430,NSR:Quay:12428,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:12428,NSR:Quay:12425,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:12425,NSR:Quay:12424,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:12424,NSR:Quay:12426,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:12426,NSR:Quay:12427,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:12427,NSR:Quay:106932,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:106932,NSR:Quay:10417,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:10417,NSR:Quay:12447,RUT:Line:2077,77B,bus,Ruter,60
NSR:Quay:9836,NSR:Quay:9832,RUT:Line:120,120,bus,Ruter,120
NSR:Quay:9832,NSR:Quay:9820,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:9820,NSR:Quay:9815,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:9815,NSR:Quay:10043,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10043,NSR:Quay:9986,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:9986,NSR:Quay:9979,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:9979,NSR:Quay:9798,RUT:Line:120,120,bus,Ruter,120
NSR:Quay:9798,NSR:Quay:9788,RUT:Line:120,120,bus,Ruter,120
NSR:Quay:9788,NSR:Quay:9933,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:9933,NSR:Quay:9935,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:9935,NSR:Quay:9940,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:9940,NSR:Quay:9770,RUT:Line:120,120,bus,Ruter,0
NSR:Quay:9770,NSR:Quay:10054,RUT:Line:120,120,bus,Ruter,120
NSR:Quay:10054,NSR:Quay:10585,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10585,NSR:Quay:10590,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10590,NSR:Quay:10593,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10593,NSR:Quay:10596,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10596,NSR:Quay:10507,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10507,NSR:Quay:10504,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10504,NSR:Quay:10500,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10500,NSR:Quay:10494,RUT:Line:120,120,bus,Ruter,60
NSR:Quay:10343,NSR:Quay:10341,RUT:Line:565,565,bus,Ruter,0
NSR:Quay:10341,NSR:Quay:10333,RUT:Line:565,565,bus,Ruter,120
NSR:Quay:10333,NSR:Quay:10328,RUT:Line:565,565,bus,Ruter,60
NSR:Quay:10328,NSR:Quay:10294,RUT:Line:565,565,bus,Ruter,60
NSR:Quay:10294,NSR:Quay:10287,RUT:Line:565,565,bus,Ruter,60
NSR:Quay:10287,NSR:Quay:10296,RUT:Line:565,565,bus,Ruter,60
NSR:Quay:10296,NSR:Quay:10302,RUT:Line:565,565,bus,Ruter,60
NSR:Quay:10302,NSR:Quay:109699,RUT:Line:565,565,bus,Ruter,180
NSR:Quay:109699,NSR:Quay:10248,RUT:Line:565,565,bus,Ruter,180
NSR:Quay:10248,NSR:Quay:5648,RUT:Line:565,565,bus,Ruter,60
NSR:Quay:5648,NSR:Quay:10245,RUT:Line:565,565,bus,Ruter,120
NSR:Quay:10245,NSR:Quay:10226,RUT:Line:565,565,bus,Ruter,120
NSR:Quay:10727,NSR:Quay:10687,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10687,NSR:Quay:10684,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10684,NSR:Quay:110987,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:110987,NSR:Quay:110999,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:110999,NSR:Quay:10320,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10320,NSR:Quay:10317,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10317,NSR:Quay:10313,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10313,NSR:Quay:109485,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:109485,NSR:Quay:10292,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:10292,NSR:Quay:10281,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10281,NSR:Quay:10274,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10274,NSR:Quay:10277,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10277,NSR:Quay:10372,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10372,NSR:Quay:10376,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10376,NSR:Quay:11378,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:11378,NSR:Quay:11348,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:11348,NSR:Quay:11352,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:11352,NSR:Quay:11325,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:11325,NSR:Quay:11323,RUT:Line:79,79,bus,Ruter,180
NSR:Quay:11323,NSR:Quay:11416,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:11416,NSR:Quay:11407,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:11407,NSR:Quay:11014,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:11014,NSR:Quay:11016,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:11016,NSR:Quay:11021,RUT:Line:79,79,bus,Ruter,0
NSR:Quay:11021,NSR:Quay:10741,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10741,NSR:Quay:10744,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10744,NSR:Quay:10754,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10754,NSR:Quay:10766,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10766,NSR:Quay:10774,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10774,NSR:Quay:10777,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:10777,NSR:Quay:10782,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10782,NSR:Quay:10790,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10790,NSR:Quay:10804,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10804,NSR:Quay:10944,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10944,NSR:Quay:10940,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10940,NSR:Quay:10917,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:10917,NSR:Quay:10646,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10646,NSR:Quay:10641,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:10641,NSR:Quay:10670,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10670,NSR:Quay:10677,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:10677,NSR:Quay:12357,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12357,NSR:Quay:12353,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12353,NSR:Quay:12351,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12351,NSR:Quay:12377,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12377,NSR:Quay:12371,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:12371,NSR:Quay:12375,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12375,NSR:Quay:12419,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12419,NSR:Quay:12410,RUT:Line:79,79,bus,Ruter,180
NSR:Quay:12410,NSR:Quay:12444,RUT:Line:79,79,bus,Ruter,180
NSR:Quay:12444,NSR:Quay:12443,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12443,NSR:Quay:12429,RUT:Line:79,79,bus,Ruter,180
NSR:Quay:12429,NSR:Quay:12451,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:12451,NSR:Quay:12453,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12453,NSR:Quay:12457,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12457,NSR:Quay:12458,RUT:Line:79,79,bus,Ruter,60
NSR:Quay:12458,NSR:Quay:12461,RUT:Line:79,79,bus,Ruter,120
NSR:Quay:11313,NSR:Quay:11316,RUT:Line:69,69,bus,Ruter,120
NSR:Quay:11316,NSR:Quay:11326,RUT:Line:69,69,bus,Ruter,60
NSR:Quay:11326,NSR:Quay:11351,RUT:Line:69,69,bus,Ruter,0
