from,to,lineId,lineCode,mode,authority,travelTimeSec
NSR:Quay:8752,NSR:Quay:8759,RUT:Line:510,510,bus,Ruter,60
NSR:Quay:8759,NSR:Quay:8763,RUT:Line:510,510,bus,Ruter,60
NSR:Quay:8763,NSR:Quay:8738,RUT:Line:510,510,bus,Ruter,60
NSR:Quay:8738,NSR:Quay:8747,RUT:Line:510,510,bus,Ruter,60
NSR:Quay:8747,NSR:Quay:8768,RUT:Line:510,510,bus,Ruter,180
NSR:Quay:11165,NSR:Quay:11162,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:11162,NSR:Quay:11801,RUT:Line:58,58,bus,Ruter,120
NSR:Quay:11801,NSR:Quay:104015,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:104015,NSR:Quay:11761,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:11761,NSR:Quay:11774,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:11774,NSR:Quay:11085,RUT:Line:58,58,bus,Ruter,120
NSR:Quay:11085,NSR:Quay:11064,RUT:Line:58,58,bus,Ruter,120
NSR:Quay:11064,NSR:Quay:10988,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:10988,NSR:Quay:10989,RUT:Line:58,58,bus,Ruter,120
NSR:Quay:10989,NSR:Quay:10996,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:10996,NSR:Quay:10901,RUT:Line:58,58,bus,Ruter,0
NSR:Quay:10901,NSR:Quay:10888,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:10888,NSR:Quay:10921,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:10921,NSR:Quay:10256,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:10256,NSR:Quay:110926,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:110926,NSR:Quay:11453,RUT:Line:58,58,bus,Ruter,120
NSR:Quay:11453,NSR:Quay:11446,RUT:Line:58,58,bus,Ruter,120
NSR:Quay:11446,NSR:Quay:11302,RUT:Line:58,58,bus,Ruter,180
NSR:Quay:11302,NSR:Quay:11313,RUT:Line:58,58,bus,Ruter,60
NSR:Quay:9841,NSR:Quay:9802,RUT:Line:3125,125E,bus,Ruter,240
NSR:Quay:9802,NSR:Quay:10301,RUT:Line:3125,125E,bus,Ruter,180
NSR:Quay:10301,NSR:Quay:10403,RUT:Line:3125,125E,bus,Ruter,120
NSR:Quay:10403,NSR:Quay:111211,RUT:Line:3125,125E,bus,Ruter,180
NSR:Quay:111211,NSR:Quay:10855,RUT:Line:3125,125E,bus,Ruter,60
NSR:Quay:10855,NSR:Quay:10832,RUT:Line:3125,125E,bus,Ruter,120
NSR:Quay:10214,NSR:Quay:10204,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10204,NSR:Quay:8196,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:8196,NSR:Quay:8191,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:8191,NSR:Quay:8147,RUT:Line:100,100,bus,Ruter,0
NSR:Quay:8147,NSR:Quay:8134,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:8134,NSR:Quay:8127,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:8127,NSR:Quay:107142,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:107142,NSR:Quay:102393,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:102393,NSR:Quay:8084,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:8084,NSR:Quay:8082,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:8082,NSR:Quay:10187,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10187,NSR:Quay:10152,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:10152,NSR:Quay:10065,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10065,NSR:Quay:10059,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10059,NSR:Quay:10057,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10057,NSR:Quay:9929,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:9929,NSR:Quay:9841,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:9841,NSR:Quay:9945,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:9945,NSR:Quay:9869,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:9869,NSR:Quay:9809,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:9809,NSR:Quay:9782,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:9782,NSR:Quay:9779,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:9779,NSR:Quay:10045,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10045,NSR:Quay:10345,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10345,NSR:Quay:10408,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:10408,NSR:Quay:109485,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:109485,NSR:Quay:10292,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:10292,NSR:Quay:10356,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:10356,NSR:Quay:10352,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10352,NSR:Quay:10385,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10385,NSR:Quay:11445,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:11445,NSR:Quay:11448,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:11448,NSR:Quay:11456,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:11456,NSR:Quay:11454,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:11454,NSR:Quay:10972,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:10972,NSR:Quay:111211,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:111211,NSR:Quay:11207,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:11207,NSR:Quay:11131,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:11131,NSR:Quay:12084,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:12084,NSR:Quay:12081,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:12081,NSR:Quay:12076,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:12076,NSR:Quay:12050,RUT:Line:100,100,bus,Ruter,120
NSR:Quay:12050,NSR:Quay:12035,RUT:Line:100,100,bus,Ruter,60
NSR:Quay:12035,NSR:Quay:11963,RUT:Line:100,100,bus,Ruter,180
NSR:Quay:11755,NSR:Quay:11727,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11727,NSR:Quay:11866,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11866,NSR:Quay:11843,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11843,NSR:Quay:11826,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:11826,NSR:Quay:11820,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:11820,NSR:Quay:104872,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:104872,NSR:Quay:105274,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:105274,NSR:Quay:7210,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7210,NSR:Quay:7245,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:7245,NSR:Quay:7277,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7277,NSR:Quay:7357,RUT:Line:15,15,tram,Ruter,180
NSR:Quay:7357,NSR:Quay:7732,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:7732,NSR:Quay:7754,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:7754,NSR:Quay:7828,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:7828,NSR:Quay:7804,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:7804,NSR:Quay:8171,RUT:Line:15,15,tram,Ruter,120
NSR:Quay:8171,NSR:Quay:8190,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:8190,NSR:Quay:8200,RUT:Line:15,15,tram,Ruter,60
NSR:Quay:8200,NSR:Quay:104414,RUT:Line:15,15,tram,Ruter,180
NSR:Quay:5673,NSR:Quay:5660,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5660,NSR:Quay:5641,RUT:Line:575,575,bus,Ruter,0
NSR:Quay:5641,NSR:Quay:5631,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5631,NSR:Quay:5620,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5620,NSR:Quay:5613,RUT:Line:575,575,bus,Ruter,0
NSR:Quay:5613,NSR:Quay:5606,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5606,NSR:Quay:5598,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5598,NSR:Quay:5585,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5585,NSR:Quay:5489,RUT:Line:575,575,bus,Ruter,0
NSR:Quay:5489,NSR:Quay:5476,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5476,NSR:Quay:5463,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5463,NSR:Quay:5451,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5451,NSR:Quay:5408,RUT:Line:575,575,bus,Ruter,120
NSR:Quay:5408,NSR:Quay:5929,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5929,NSR:Quay:5920,RUT:Line:575,575,bus,Ruter,0
NSR:Quay:5920,NSR:Quay:5915,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5915,NSR:Quay:10374,RUT:Line:575,575,bus,Ruter,180
NSR:Quay:10374,NSR:Quay:10365,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:10365,NSR:Quay:10362,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:10362,NSR:Quay:10353,RUT:Line:575,575,bus,Ruter,120
NSR:Quay:10353,NSR:Quay:10276,RUT:Line:575,575,bus,Ruter,0
NSR:Quay:10276,NSR:Quay:10271,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:10271,NSR:Quay:10268,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:10268,NSR:Quay:109701,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:109701,NSR:Quay:10248,RUT:Line:575,575,bus,Ruter,180
NSR:Quay:10248,NSR:Quay:5648,RUT:Line:575,575,bus,Ruter,60
NSR:Quay:5648,NSR:Quay:10245,RUT:Line:575,575,bus,Ruter,120
NSR:Quay:10245,NSR:Quay:10226,RUT:Line:575,575,bus,Ruter,120
NSR:Quay:9415,NSR:Quay:9404,RUT:Line:300,300,bus,Ruter,120
NSR:Quay:9404,NSR:Quay:9401,RUT:Line:300,300,bus,Ruter,60
NSR:Quay:9401,NSR:Quay:9418,RUT:Line:300,300,bus,Ruter,60
NSR:Quay:9418,NSR:Quay:9423,RUT:Line:300,300,bus,Ruter,60
NSR:Quay:9423,NSR:Quay:9953,RUT:Line:300,300,bus,Ruter,120
NSR:Quay:9953,NSR:Quay:9841,RUT:Line:300,300,bus,Ruter,120
NSR:Quay:9841,NSR:Quay:9945,RUT:Line:300,300,bus,Ruter,120
NSR:Quay:9945,NSR:Quay:9869,RUT:Line:300,300,bus,Ruter,120
NSR:Quay:9869,NSR:Quay:9809,RUT:Line:300,300,bus,Ruter,60
NSR:Quay:9809,NSR:Quay:10301,RUT:Line:300,300,bus,Ruter,300
NSR:Quay:10301,NSR:Quay:10403,RUT:Line:300,300,bus,Ruter,180
NSR:Quay:10403,NSR:Quay:11231,RUT:Line:300,300,bus,Ruter,180
NSR:Quay:11231,NSR:Quay:11213,RUT:Line:300,300,bus,Ruter,60
NSR:Quay:11213,NSR:Quay:11131,RUT:Line:300,300,bus,Ruter,60
NSR:Quay:11131,NSR:Quay:7170,RUT:Line:300,300,bus,Ruter,360
NSR:Quay:7170,NSR:Quay:11969,RUT:Line:300,300,bus,Ruter,180
NSR:Quay:11752,NSR:Quay:11770,RUT:Line:12,12,tram,Ruter,120
NSR:Quay:11770,NSR:Quay:11124,RUT:Line:12,12,tram,Ruter,120
NSR:Quay:11124,NSR:Quay:11170,RUT:Line:12,12,tram,Ruter,120
NSR:Quay:11170,NSR:Quay:11192,RUT:Line:12,12,tram,Ruter,60
NSR:Quay:11192,NSR:Quay:11195,RUT:Line:12,12,tram,Ruter,60
NSR:Quay:11195,NSR:Quay:11200,RUT:Line:12,12,tram,Ruter,60
NSR:Quay:11200,NSR:Quay:11262,RUT:Line:12,12,tram,Ruter,60
NSR:Quay:11262,NSR:Quay:11247,RUT:Line:12,12,tram,Ruter,60
NSR:Quay:11247,NSR:Quay:11242,RUT:Line:12,12,tram,Ruter,60
NSR:Quay:10304,NSR:Quay:10331,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:10331,NSR:Quay:10305,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:10305,NSR:Quay:10269,RUT:Line:2,2,rail,Ruter,60
NSR:Quay:10269,NSR:Quay:11374,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:11374,NSR:Quay:11340,RUT:Line:2,2,rail,Ruter,60
NSR:Quay:11340,NSR:Quay:11309,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:11309,NSR:Quay:11274,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:11274,NSR:Quay:11177,RUT:Line:2,2,rail,Ruter,180
NSR:Quay:11177,NSR:Quay:11135,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:11135,NSR:Quay:11107,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:11107,NSR:Quay:11895,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:11895,NSR:Quay:11929,RUT:Line:2,2,rail,Ruter,120
NSR:Quay:11929,NSR:Quay:7184,RUT:Line:2,2,rail,Ruter,60
NSR:Quay:7184,NSR:Quay:7258,RUT:Line:2,2,rail,Ruter,60
NSR:Quay:8079,NSR:Quay:11598,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:11598,NSR:Quay:11592,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11592,NSR:Quay:11583,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:11583,NSR:Quay:11629,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11629,NSR:Quay:11618,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11618,NSR:Quay:11668,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:11668,NSR:Quay:11314,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11314,NSR:Quay:11299,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11299,NSR:Quay:11301,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:11301,NSR:Quay:11308,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11308,NSR:Quay:11399,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:11399,NSR:Quay:11395,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11395,NSR:Quay:11385,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11385,NSR:Quay:11377,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11377,NSR:Quay:11417,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11417,NSR:Quay:11414,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11414,NSR:Quay:11435,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11435,NSR:Quay:11278,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11278,NSR:Quay:11284,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11284,NSR:Quay:11238,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:11238,NSR:Quay:11251,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11251,NSR:Quay:104007,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:104007,NSR:Quay:104005,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:104005,NSR:Quay:109372,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:109372,NSR:Quay:11275,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11275,NSR:Quay:11050,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:11050,NSR:Quay:11056,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11056,NSR:Quay:11008,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11008,NSR:Quay:11011,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11011,NSR:Quay:11034,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11034,NSR:Quay:11029,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11029,NSR:Quay:11024,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11024,NSR:Quay:10968,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10968,NSR:Quay:10959,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10959,NSR:Quay:10943,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:10943,NSR:Quay:10643,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10643,NSR:Quay:10668,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10668,NSR:Quay:10756,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10756,NSR:Quay:10770,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10770,NSR:Quay:10394,RUT:Line:25,25,bus,Ruter,120
NSR:Quay:10394,NSR:Quay:10389,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10389,NSR:Quay:10379,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10379,NSR:Quay:10376,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:10376,NSR:Quay:11378,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11378,NSR:Quay:11348,RUT:Line:25,25,bus,Ruter,60
NSR:Quay:11348,NSR:Quay:11352,RUT:Line:25,25,bus,Ruter,0
NSR:Quay:8337,NSR:Quay:8252,RUT:Line:340,340,bus,Ruter,60
NSR:Quay:11424,NSR:Quay:11428,RUT:Line:54,54,bus,Ruter,60
NSR:Quay:11428,NSR:Quay:11432,RUT:Line:54,54,bus,Ruter,60
NSR:Quay:11154,NSR:Quay:11159,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11159,NSR:Quay:12084,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:12084,NSR:Quay:12081,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:12081,NSR:Quay:12076,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:12076,NSR:Quay:12050,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:12050,NSR:Quay:12035,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:12035,NSR:Quay:12043,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:12043,NSR:Quay:11938,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11938,NSR:Quay:104028,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:104028,NSR:Quay:7203,RUT:Line:37,37,bus,Ruter,180
NSR:Quay:7203,NSR:Quay:101778,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:101778,NSR:Quay:101777,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:101777,NSR:Quay:7350,RUT:Line:37,37,bus,Ruter,180
NSR:Quay:7350,NSR:Quay:109248,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:109248,NSR:Quay:109224,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:109224,NSR:Quay:11535,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:11535,NSR:Quay:11520,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11520,NSR:Quay:11545,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11545,NSR:Quay:11566,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11566,NSR:Quay:11573,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11573,NSR:Quay:11604,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11604,NSR:Quay:11688,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:11688,NSR:Quay:11712,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11712,NSR:Quay:11709,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11709,NSR:Quay:11704,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11704,NSR:Quay:11717,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11717,NSR:Quay:11724,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11724,NSR:Quay:11796,RUT:Line:37,37,bus,Ruter,60
NSR:Quay:11796,NSR:Quay:11158,RUT:Line:37,37,bus,Ruter,120
NSR:Quay:11941,NSR:Quay:11936,RUT:Line:45,45,bus,Ruter,0
NSR:Quay:11936,NSR:Quay:11926,RUT:Line:45,45,bus,Ruter,120
NSR:Quay:11837,NSR:Quay:11817,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:11817,NSR:Quay:11888,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:11888,NSR:Quay:7895,RUT:Line:130,130,bus,Ruter,120
NSR:Quay:7895,NSR:Quay:6386,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:6386,NSR:Quay:6391,RUT:Line:130,130,bus,Ruter,0
NSR:Quay:6391,NSR:Quay:6404,RUT:Line:130,130,bus,Ruter,120
NSR:Quay:6404,NSR:Quay:6737,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:6737,NSR:Quay:6742,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:6742,NSR:Quay:6748,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:6748,NSR:Quay:6751,RUT:Line:130,130,bus,Ruter,0
NSR:Quay:6751,NSR:Quay:6756,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:6756,NSR:Quay:7037,RUT:Line:130,130,bus,Ruter,0
NSR:Quay:7037,NSR:Quay:7043,RUT:Line:130,130,bus,Ruter,120
NSR:Quay:7043,NSR:Quay:7049,RUT:Line:130,130,bus,Ruter,0
NSR:Quay:7049,NSR:Quay:7055,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:7055,NSR:Quay:7061,RUT:Line:130,130,bus,Ruter,0
NSR:Quay:7061,NSR:Quay:7069,RUT:Line:130,130,bus,Ruter,120
NSR:Quay:7069,NSR:Quay:7073,RUT:Line:130,130,bus,Ruter,0
NSR:Quay:7073,NSR:Quay:7078,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:7078,NSR:Quay:7113,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:7113,NSR:Quay:7119,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:7119,NSR:Quay:7157,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:7157,NSR:Quay:7274,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:7274,NSR:Quay:7151,RUT:Line:130,130,bus,Ruter,60
NSR:Quay:7151,NSR:Quay:7259,RUT:Line:130,130,bus,Ruter,180
NSR:Quay:11488,NSR:Quay:102318,RUT:Line:21,21,bus,Ruter,180
NSR:Quay:102318,NSR:Quay:11475,RUT:Line:21,21,bus,Ruter,180
NSR:Quay:11151,NSR:Quay:11115,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:11115,NSR:Quay:11078,RUT:Line:4,4,rail,Ruter,180
NSR:Quay:11078,NSR:Quay:102017,RUT:Line:4,4,rail,Ruter,120
NSR:Quay:102017,NSR:Quay:10827,RUT:Line:4,4,rail,Ruter,120
NSR:Quay:10827,NSR:Quay:10863,RUT:Line:4,4,rail,Ruter,120
NSR:Quay:10863,NSR:Quay:10884,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10884,NSR:Quay:10906,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10906,NSR:Quay:10938,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10938,NSR:Quay:10639,RUT:Line:4,4,rail,Ruter,180
NSR:Quay:10639,NSR:Quay:10651,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10651,NSR:Quay:10693,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10693,NSR:Quay:10718,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10718,NSR:Quay:10603,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10603,NSR:Quay:10461,RUT:Line:4,4,rail,Ruter,120
NSR:Quay:10461,NSR:Quay:10489,RUT:Line:4,4,rail,Ruter,60
NSR:Quay:10489,NSR:Quay:10509,RUT:Line:4,4,rail,Ruter,240
NSR:Quay:11979,NSR:Quay:101465,RUT:Line:390,390,bus,Ruter,120
NSR:Quay:101465,NSR:Quay:101401,RUT:Line:390,390,bus,Ruter,240
NSR:Quay:101401,NSR:Quay:11037,RUT:Line:390,390,bus,Ruter,180
NSR:Quay:11037,NSR:Quay:104045,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:104045,NSR:Quay:11082,RUT:Line:390,390,bus,Ruter,120
NSR:Quay:11082,NSR:Quay:11085,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:11085,NSR:Quay:11064,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:11064,NSR:Quay:11015,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:11015,NSR:Quay:11001,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:11001,NSR:Quay:10964,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10964,NSR:Quay:10950,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10950,NSR:Quay:10943,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10943,NSR:Quay:10643,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10643,NSR:Quay:10655,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10655,NSR:Quay:10698,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10698,NSR:Quay:10739,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10739,NSR:Quay:10485,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10485,NSR:Quay:10478,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10478,NSR:Quay:10526,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10526,NSR:Quay:10534,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10534,NSR:Quay:10539,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:10539,NSR:Quay:8378,RUT:Line:390,390,bus,Ruter,120
NSR:Quay:8378,NSR:Quay:8496,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8496,NSR:Quay:8447,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8447,NSR:Quay:8470,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8470,NSR:Quay:8501,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8501,NSR:Quay:8506,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8506,NSR:Quay:8514,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8514,NSR:Quay:8530,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8530,NSR:Quay:8541,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8541,NSR:Quay:8549,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8549,NSR:Quay:8561,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8561,NSR:Quay:8571,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8571,NSR:Quay:8573,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:8573,NSR:Quay:8584,RUT:Line:390,390,bus,Ruter,60
NSR:Quay:7562,NSR:Quay:7568,RUT:Line:360,360,bus,Ruter,60
NSR:Quay:7568,NSR:Quay:7571,RUT:Line:360,360,bus,Ruter,120
NSR:Quay:7571,NSR:Quay:7577,RUT:Line:360,360,bus,Ruter,90
NSR:Quay:7577,NSR:Quay:10174,RUT:Line:360,360,bus,Ruter,120
NSR:Quay:10174,NSR:Quay:10167,RUT:Line:360,360,bus,Ruter,60
NSR:Quay:10167,NSR:Quay:10177,RUT:Line:360,360,bus,Ruter,60
