id,name,lat,lon,stopPlaceId,cluster_id
NSR:Quay:12428,Lerdalstoppen,59.83688,10.801567,NSR:Quay:12428,160
NSR:Quay:12425,Asperudtoppen,59.83874,10.800325,NSR:Quay:12425,161
NSR:Quay:12424,Asperudåsen,59.83994,10.799233,NSR:Quay:12424,601
NSR:Quay:12426,Asperudtoppen,59.838653,10.800773,NSR:Quay:12426,161
NSR:Quay:12427,Lerdalstoppen,59.836709,10.800971,NSR:Quay:12427,160
NSR:Quay:106932,Holmlia stasjon,59.834438,10.797525,NSR:Quay:106932,159
NSR:Quay:10417,Liakollen,59.829376,10.799137,NSR:Quay:10417,162
NSR:Quay:12447,Krummedike,59.827769,10.799121,NSR:Quay:12447,602
NSR:Quay:10585,Stovner bru,59.946792,10.93944,NSR:Quay:10585,163
NSR:Quay:10590,Fjellstuveien,59.949966,10.938402,NSR:Quay:10590,164
NSR:Quay:10593,Tjonerudveien,59.952307,10.938338,NSR:Quay:10593,603
NSR:Quay:10596,Stovnerbakken,59.954685,10.935763,NSR:Quay:10596,165
NSR:Quay:10507,Johnny Svorkmos vei,59.957551,10.934095,NSR:Quay:10507,166
NSR:Quay:10504,Olaus Fjørtofts vei,59.959286,10.931085,NSR:Quay:10504,167
NSR:Quay:10500,Øvre Fossum,59.958969,10.926485,NSR:Quay:10500,168
NSR:Quay:10494,Stovner T,59.961552,10.922803,NSR:Quay:10494,169
NSR:Quay:10727,Grorud T,59.960799,10.88288,NSR:Quay:10727,170
NSR:Quay:10687,Grorud skole,59.958175,10.882739,NSR:Quay:10687,171
NSR:Quay:10684,Sagstuveien,59.954031,10.880534,NSR:Quay:10684,172
NSR:Quay:110987,Bekkenstenveien,59.952335,10.886046,NSR:Quay:110987,604
NSR:Quay:110999,Grorud stasjon,59.949605,10.890613,NSR:Quay:110999,173
NSR:Quay:10320,Vestre Haugen,59.947829,10.896935,NSR:Quay:10320,605
NSR:Quay:10317,Gransletta,59.944702,10.899685,NSR:Quay:10317,174
NSR:Quay:10313,Nordre Gran,59.941813,10.902745,NSR:Quay:10313,175
NSR:Quay:109485,Furuset T,59.940459,10.898129,NSR:Quay:109485,176
NSR:Quay:10292,Furuset skole,59.937325,10.892614,NSR:Quay:10292,29
NSR:Quay:10281,Jeriko skole,59.935204,10.886668,NSR:Quay:10281,606
NSR:Quay:10274,Lindeberg T,59.932845,10.88081,NSR:Quay:10274,177
NSR:Quay:10277,Lindeberghjemmet,59.930737,10.875864,NSR:Quay:10277,178
NSR:Quay:10372,Skjønhaug,59.929743,10.8697,NSR:Quay:10372,46
NSR:Quay:10376,Trosterudkrysset,59.928076,10.865275,NSR:Quay:10376,30
NSR:Quay:11378,Doktor Dedichens vei,59.924466,10.858084,NSR:Quay:11378,607
NSR:Quay:11348,Haugerud T,59.921848,10.854728,NSR:Quay:11348,179
NSR:Quay:11352,Haugerudveien,59.918577,10.851333,NSR:Quay:11352,180
NSR:Quay:11325,Tveita bedriftsområde,59.915279,10.847352,NSR:Quay:11325,608
NSR:Quay:11323,Tveita,59.912924,10.844257,NSR:Quay:11323,609
NSR:Quay:11416,Trasoppveien,59.910587,10.847768,NSR:Quay:11416,181
NSR:Quay:11407,Trasop skole,59.904525,10.851054,NSR:Quay:11407,182
NSR:Quay:11014,Solbergliveien,59.901034,10.851196,NSR:Quay:11014,610
NSR:Quay:11016,Kampheimveien,59.897772,10.852368,NSR:Quay:11016,183
NSR:Quay:11021,Eftasåsen,59.896177,10.854071,NSR:Quay:11021,184
NSR:Quay:10741,Østmarkveien,59.8919,10.854991,NSR:Quay:10741,185
NSR:Quay:10744,Olav Nygards veg,59.8883,10.85181,NSR:Quay:10744,186
NSR:Quay:10754,Bøler T,59.883397,10.843058,NSR:Quay:10754,187
NSR:Quay:10766,Martin Linges vei,59.880401,10.839759,NSR:Quay:10766,188
NSR:Quay:10774,Bogerud T,59.875077,10.841985,NSR:Quay:10774,189
NSR:Quay:10777,Welding Olsens vei,59.870428,10.84717,NSR:Quay:10777,190
NSR:Quay:10782,Skullerudveien,59.867337,10.844037,NSR:Quay:10782,191
NSR:Quay:10790,Skullerud,59.867307,10.840091,NSR:Quay:10790,146
NSR:Quay:10917,Abildsø,59.879736,10.82495,NSR:Quay:10917,150
NSR:Quay:10646,Gina Krogs vei,59.875376,10.816118,NSR:Quay:10646,192
NSR:Quay:10641,Lambertseter senter,59.873335,10.812263,NSR:Quay:10641,193
NSR:Quay:10670,Munkelia T,59.868413,10.813229,NSR:Quay:10670,194
NSR:Quay:10677,Langbølgen,59.865573,10.814385,NSR:Quay:10677,195
NSR:Quay:12357,P. A. Holms vei,59.861098,10.815155,NSR:Quay:12357,196
NSR:Quay:12353,Munkerud,59.860388,10.81114,NSR:Quay:12353,197
NSR:Quay:12351,Sæter,59.860878,10.801472,NSR:Quay:12351,198
NSR:Quay:12377,Nordstrand kirke,59.857917,10.801489,NSR:Quay:12377,199
NSR:Quay:12371,Ljabru,59.853308,10.80113,NSR:Quay:12371,611
NSR:Quay:12375,Knud Øyens vei,59.851278,10.799331,NSR:Quay:12375,200
NSR:Quay:12419,Ljabru hovedgård,59.849269,10.803305,NSR:Quay:12419,201
NSR:Quay:12410,Hauketo stasjon,59.846174,10.80323,NSR:Quay:12410,202
NSR:Quay:12444,Hallagerbakken,59.841301,10.793703,NSR:Quay:12444,612
NSR:Quay:12443,Skovbakken nord,59.840414,10.795079,NSR:Quay:12443,613
NSR:Quay:12429,Holmlia stasjon,59.835034,10.796696,NSR:Quay:12429,159
NSR:Quay:12451,Rosenholmveien,59.829975,10.792691,NSR:Quay:12451,203
NSR:Quay:12453,Åstun,59.830706,10.789234,NSR:Quay:12453,204
NSR:Quay:12457,Vestskrenten,59.829978,10.781879,NSR:Quay:12457,205
NSR:Quay:12458,Grensestien,59.827627,10.779342,NSR:Quay:12458,206
NSR:Quay:12461,Åsbråten,59.82648,10.782644,NSR:Quay:12461,207
NSR:Quay:11313,Tveita T,59.913819,10.842269,NSR:Quay:11313,208
NSR:Quay:11316,Tveita,59.914334,10.845864,NSR:Quay:11316,614
NSR:Quay:11326,Tveita bedriftsområde,59.916522,10.849262,NSR:Quay:11326,615
NSR:Quay:11351,Haugerudveien,59.918616,10.851536,NSR:Quay:11351,180
NSR:Quay:11347,Haugerud T,59.92204,10.855227,NSR:Quay:11347,179
NSR:Quay:11379,Doktor Dedichens vei,59.924582,10.860173,NSR:Quay:11379,616
NSR:Quay:11382,Haukåsen skole,59.922353,10.863445,NSR:Quay:11382,209
NSR:Quay:11387,Fagerholt,59.92356,10.867758,NSR:Quay:11387,210
NSR:Quay:11393,Lutvann skole,59.925707,10.869668,NSR:Quay:11393,211
NSR:Quay:11397,Lutvannsveien,59.925317,10.872777,NSR:Quay:11397,212
NSR:Quay:12209,Skar,60.026663,10.779284,NSR:Quay:12209,213
NSR:Quay:12212,Skarsbakken,60.020222,10.777819,NSR:Quay:12212,617
NSR:Quay:12217,Rugda,60.014805,10.772618,NSR:Quay:12217,618
NSR:Quay:12218,Turtermarka,60.009325,10.766202,NSR:Quay:12218,619
NSR:Quay:12223,Maridalen skole,60.004362,10.763058,NSR:Quay:12223,620
NSR:Quay:12182,Hammeren,59.994042,10.752305,NSR:Quay:12182,214
NSR:Quay:12179,Saga,59.988535,10.752923,NSR:Quay:12179,215
NSR:Quay:12174,Skjerven,59.986027,10.752694,NSR:Quay:12174,216
NSR:Quay:12169,Låkeberget,59.979914,10.757316,NSR:Quay:12169,217
NSR:Quay:12162,Brennenga,59.97711,10.761181,NSR:Quay:12162,218
NSR:Quay:12161,Engelsrud,59.972978,10.764222,NSR:Quay:12161,219
NSR:Quay:11431,Brekkekrysset,59.966939,10.766425,NSR:Quay:11431,220
NSR:Quay:11427,Brekkehagan,59.964942,10.766486,NSR:Quay:11427,221
NSR:Quay:11425,Korsvoll,59.962833,10.765821,NSR:Quay:11425,222
NSR:Quay:11413,Skibakken,59.959462,10.764094,NSR:Quay:11413,223
NSR:Quay:11356,Øvre Stabburvei,59.954206,10.760725,NSR:Quay:11356,224
NSR:Quay:11363,Blåsbortveien,59.950792,10.760832,NSR:Quay:11363,225
NSR:Quay:11368,Godals vei,59.947355,10.760049,NSR:Quay:11368,226
NSR:Quay:11724,Kristoffer Aamots bro,59.946765,10.76422,NSR:Quay:11724,227
NSR:Quay:11796,Fernanda Nissen skole,59.946851,10.769603,NSR:Quay:11796,228
NSR:Quay:12295,Brattlikollen T,59.886435,10.800483,NSR:Quay:12295,229
NSR:Quay:10627,Karlsrud T,59.879654,10.805754,NSR:Quay:10627,230
NSR:Quay:10690,Blåfjellet,59.86867,10.814817,NSR:Quay:10690,194
NSR:Quay:10685,Bergkrystallen T,59.866676,10.82193,NSR:Quay:10685,621
NSR:Quay:12462,Åsbråten,59.825833,10.781968,NSR:Quay:12462,207
NSR:Quay:12459,Grensestien,59.827506,10.779803,NSR:Quay:12459,206
NSR:Quay:12456,Vestskrenten,59.829141,10.781263,NSR:Quay:12456,205
NSR:Quay:12454,Åstun,59.830796,10.787764,NSR:Quay:12454,204
NSR:Quay:12452,Rosenholmveien,59.83002,10.793113,NSR:Quay:12452,203
NSR:Quay:12432,Holmlia stasjon,59.835056,10.796361,NSR:Quay:12432,159
NSR:Quay:12403,Hauketo stasjon,59.846539,10.803482,NSR:Quay:12403,202
NSR:Quay:12420,Ljabru hovedgård,59.849247,10.804071,NSR:Quay:12420,201
NSR:Quay:12374,Knud Øyens vei,59.851366,10.799043,NSR:Quay:12374,200
NSR:Quay:12370,Ljabru,59.85441,10.802372,NSR:Quay:12370,622
NSR:Quay:12376,Nordstrand kirke,59.858067,10.801693,NSR:Quay:12376,199
NSR:Quay:12350,Sæter,59.860757,10.802069,NSR:Quay:12350,198
NSR:Quay:12355,Munkerud,59.860305,10.811343,NSR:Quay:12355,197
NSR:Quay:12356,P. A. Holms vei,59.861161,10.815399,NSR:Quay:12356,196
NSR:Quay:10678,Langbølgen,59.865782,10.81446,NSR:Quay:10678,195
NSR:Quay:10671,Munkelia T,59.868041,10.813503,NSR:Quay:10671,194
NSR:Quay:10642,Lambertseter senter,59.873502,10.81239,NSR:Quay:10642,193
NSR:Quay:10647,Gina Krogs vei,59.875267,10.816083,NSR:Quay:10647,192
NSR:Quay:10919,Abildsø,59.879484,10.826326,NSR:Quay:10919,150
NSR:Quay:10941,Lille Langerud,59.875815,10.828236,NSR:Quay:10941,149
NSR:Quay:10945,Langerudveien,59.873824,10.829494,NSR:Quay:10945,148
NSR:Quay:10803,Langerudhjemmet,59.869568,10.835234,NSR:Quay:10803,147
NSR:Quay:10795,Skullerud,59.866005,10.839359,NSR:Quay:10795,146
NSR:Quay:10783,Skullerudveien,59.867439,10.844281,NSR:Quay:10783,191
NSR:Quay:10778,Welding Olsens vei,59.870568,10.847459,NSR:Quay:10778,190
NSR:Quay:10773,Bogerud T,59.875283,10.841956,NSR:Quay:10773,189
NSR:Quay:10765,Martin Linges vei,59.880336,10.839941,NSR:Quay:10765,188
NSR:Quay:10755,Bøler T,59.883655,10.844622,NSR:Quay:10755,187
NSR:Quay:10745,Olav Nygards veg,59.88898,10.8527,NSR:Quay:10745,186
NSR:Quay:10742,Østmarkveien,59.891604,10.854959,NSR:Quay:10742,185
NSR:Quay:11022,Eftasåsen,59.896262,10.854294,NSR:Quay:11022,184
NSR:Quay:11017,Kampheimveien,59.897852,10.852561,NSR:Quay:11017,183
NSR:Quay:11013,Solbergliveien,59.899828,10.851786,NSR:Quay:11013,623
NSR:Quay:11406,Trasop skole,59.903772,10.851335,NSR:Quay:11406,182
NSR:Quay:11412,Hellerudfaret,59.905546,10.851279,NSR:Quay:11412,624
NSR:Quay:11415,Trasoppveien,59.910329,10.849098,NSR:Quay:11415,181
NSR:Quay:11331,Stordamveien,59.911531,10.846408,NSR:Quay:11331,181
NSR:Quay:11380,Doktor Dedichens vei,59.92568,10.860782,NSR:Quay:11380,625
NSR:Quay:10375,Trosterudkrysset,59.928024,10.865473,NSR:Quay:10375,30
NSR:Quay:10370,Skjønhaug,59.929758,10.870333,NSR:Quay:10370,46
NSR:Quay:10278,Lindeberghjemmet,59.93093,10.875958,NSR:Quay:10278,178
NSR:Quay:10272,Lindeberg T,59.932917,10.881073,NSR:Quay:10272,177
NSR:Quay:10282,Jeriko skole,59.934751,10.884651,NSR:Quay:10282,626
NSR:Quay:10295,Furuset skole,59.937034,10.892306,NSR:Quay:10295,29
NSR:Quay:109484,Furuset T,59.940395,10.898759,NSR:Quay:109484,176
NSR:Quay:10312,Nordre Gran,59.941915,10.902734,NSR:Quay:10312,175
NSR:Quay:10316,Gransletta,59.944945,10.899709,NSR:Quay:10316,174
NSR:Quay:10319,Vestre Haugen,59.94907,10.895897,NSR:Quay:10319,627
NSR:Quay:111000,Grorud stasjon,59.949607,10.889334,NSR:Quay:111000,173
NSR:Quay:10805,Bekkenstenveien,59.953293,10.886134,NSR:Quay:10805,72
NSR:Quay:10683,Sagstuveien,59.954266,10.880595,NSR:Quay:10683,172
NSR:Quay:10686,Grorud skole,59.958359,10.882851,NSR:Quay:10686,171
NSR:Quay:11238,Kjelsås stasjon,59.965745,10.781925,NSR:Quay:11238,231
NSR:Quay:11283,Stillatorvet,59.966418,10.775788,NSR:Quay:11283,628
NSR:Quay:11286,Brekke,59.969226,10.774463,NSR:Quay:11286,629
NSR:Quay:11718,Badebakken,59.94577,10.760119,NSR:Quay:11718,232
NSR:Quay:11703,Bjølsen,59.942828,10.759628,NSR:Quay:11703,233
NSR:Quay:11708,Advokat Dehlis plass,59.939481,10.758877,NSR:Quay:11708,234
NSR:Quay:11674,Arkitekt Rivertz plass,59.933792,10.749414,NSR:Quay:11674,235
NSR:Quay:11565,Evald Ryghs gate,59.930467,10.748794,NSR:Quay:11565,236
NSR:Quay:11549,Alexander Kiellands plass,59.928635,10.74939,NSR:Quay:11549,37
NSR:Quay:11554,Telthusbakken,59.924566,10.750396,NSR:Quay:11554,237
NSR:Quay:11836,Møllerveien,59.920556,10.751262,NSR:Quay:11836,238
NSR:Quay:11828,Jakob kirke,59.917326,10.754685,NSR:Quay:11828,630
NSR:Quay:105305,Storgata,59.913819,10.750908,NSR:Quay:105305,239
NSR:Quay:7203,Jernbanetorget,59.911425,10.749736,NSR:Quay:7203,45
NSR:Quay:7169,Bjørvika,59.90795,10.756871,NSR:Quay:7169,158
NSR:Quay:104410,Middelalderparken,59.906112,10.764716,NSR:Quay:104410,157
NSR:Quay:12093,St. Halvards gate,59.906213,10.775386,NSR:Quay:12093,240
NSR:Quay:105466,Kværnerbyen,59.904739,10.785339,NSR:Quay:105466,241
NSR:Quay:12069,Galgeberg,59.908311,10.779924,NSR:Quay:12069,242
NSR:Quay:12089,Kjølberggata,59.911172,10.777499,NSR:Quay:12089,631
NSR:Quay:11906,Tøyen,59.914585,10.777035,NSR:Quay:11906,243
NSR:Quay:11924,Tøyenparken,59.917301,10.775807,NSR:Quay:11924,244
NSR:Quay:11891,Helgesens gate,59.922006,10.775413,NSR:Quay:11891,245
NSR:Quay:8089,Majorstuen,59.929712,10.717431,NSR:Quay:8089,47
NSR:Quay:8209,Frogner stadion,59.927242,10.712657,NSR:Quay:8209,246
NSR:Quay:8182,Vigelandsparken,59.924451,10.707727,NSR:Quay:8182,247
NSR:Quay:8159,Frogner plass,59.921768,10.70472,NSR:Quay:8159,248
NSR:Quay:7820,Odins gate,59.919464,10.703526,NSR:Quay:7820,249
NSR:Quay:7835,Olav Kyrres plass,59.919297,10.697795,NSR:Quay:7835,114
NSR:Quay:11844,Thune,59.921866,10.687742,NSR:Quay:11844,250
NSR:Quay:11817,Skøyen stasjon,59.922145,10.67873,NSR:Quay:11817,251
NSR:Quay:8115,Majorstuen,59.930426,10.712581,NSR:Quay:8115,47
NSR:Quay:11927,Volvat,59.932671,10.704669,NSR:Quay:11927,252
NSR:Quay:11937,Borgen,59.934749,10.69665,NSR:Quay:11937,253
NSR:Quay:11940,Heggeli,59.935965,10.690231,NSR:Quay:11940,632
NSR:Quay:11955,Smestad,59.937286,10.685068,NSR:Quay:11955,57
NSR:Quay:11653,Bernhard Herres vei,59.941811,10.681804,NSR:Quay:11653,254
NSR:Quay:11657,Holmendammen,59.94427,10.680516,NSR:Quay:11657,255
NSR:Quay:11661,Holmenenga,59.94893,10.676321,NSR:Quay:11661,256
NSR:Quay:11665,Gressbanen,59.950964,10.675106,NSR:Quay:11665,257
NSR:Quay:11672,Arnebråtveien,59.950979,10.665362,NSR:Quay:11672,258
NSR:Quay:11677,Amagerveien,59.952567,10.66074,NSR:Quay:11677,259
NSR:Quay:11776,Jarbakken,59.955032,10.657047,NSR:Quay:11776,260
NSR:Quay:11780,Nordre Jarbakken,59.956607,10.654432,NSR:Quay:11780,261
NSR:Quay:11783,Sagstua,59.96031,10.649861,NSR:Quay:11783,262
NSR:Quay:11787,Himstadplassen,59.962687,10.646551,NSR:Quay:11787,633
NSR:Quay:11813,Liabakken,59.965979,10.644899,NSR:Quay:11813,263
NSR:Quay:11809,Åsly,59.968655,10.644398,NSR:Quay:11809,264
NSR:Quay:11803,Grindbakken,59.970889,10.64436,NSR:Quay:11803,265
NSR:Quay:11799,Voksen skog,59.97497,10.644727,NSR:Quay:11799,266
NSR:Quay:11980,Oslo bussterminal,59.911465,10.760298,NSR:Quay:11980,1
NSR:Quay:11142,Helsfyr T,59.912842,10.801242,NSR:Quay:11142,28
NSR:Quay:10383,Kjelsrud,59.931395,10.862021,NSR:Quay:10383,634
NSR:Quay:10664,Kalbakkveien,59.951637,10.864872,NSR:Quay:10664,15
NSR:Quay:10956,Linderudsletta,59.944508,10.835797,NSR:Quay:10956,9
NSR:Quay:10969,Kolåsbakken,59.944446,10.832203,NSR:Quay:10969,267
NSR:Quay:11023,Tonsenhagen,59.946079,10.828512,NSR:Quay:11023,268
NSR:Quay:11028,Tonsenhagen torg,59.947314,10.821458,NSR:Quay:11028,269
NSR:Quay:11035,Stig,59.947278,10.817518,NSR:Quay:11035,270
NSR:Quay:11012,Årvollveien,59.946236,10.811987,NSR:Quay:11012,271
NSR:Quay:11055,Årrundveien,59.945673,10.804716,NSR:Quay:11055,272
NSR:Quay:11052,Lofthus,59.947391,10.802803,NSR:Quay:11052,273
NSR:Quay:11206,Grefsenkollveien,59.9514,10.795942,NSR:Quay:11206,635
NSR:Quay:109642,Brannvaktveien,59.953221,10.792458,NSR:Quay:109642,274
NSR:Quay:104006,Grefsenplatået,59.956015,10.785809,NSR:Quay:104006,99
NSR:Quay:104008,Grefsen stadion,59.9599,10.784929,NSR:Quay:104008,98
NSR:Quay:11252,Kjelsåsalléen,59.963115,10.783255,NSR:Quay:11252,97
NSR:Quay:11434,Svensenga,59.963208,10.769603,NSR:Quay:11434,636
NSR:Quay:11418,Korsvollbakken,59.958115,10.762404,NSR:Quay:11418,275
NSR:Quay:11381,Havnabakken,59.959165,10.754859,NSR:Quay:11381,276
NSR:Quay:11394,Kongleveien,59.960876,10.73442,NSR:Quay:11394,637
NSR:Quay:11398,Nordbergveien,59.957709,10.732704,NSR:Quay:11398,277
NSR:Quay:11307,Solvang,59.953753,10.728018,NSR:Quay:11307,278
NSR:Quay:11300,Blindern vgs.,59.951087,10.728752,NSR:Quay:11300,279
NSR:Quay:11671,Domus Athletica,59.947419,10.721911,NSR:Quay:11671,638
NSR:Quay:11315,Ullevål stadion T,59.94718,10.732701,NSR:Quay:11315,142
NSR:Quay:11667,Eventyrveien,59.944578,10.731521,NSR:Quay:11667,280
NSR:Quay:11614,John Colletts plass,59.940862,10.729582,NSR:Quay:11614,141
NSR:Quay:11630,Ullevålsalléen,59.937738,10.73014,NSR:Quay:11630,281
NSR:Quay:11581,Ullevål sykehus,59.936177,10.731867,NSR:Quay:11581,282
NSR:Quay:8078,Majorstuen,59.929783,10.715688,NSR:Quay:8078,47
NSR:Quay:12266,Simensbråten,59.895793,10.787547,NSR:Quay:12266,139
NSR:Quay:12272,Lyngveien,59.897206,10.792099,NSR:Quay:12272,138
NSR:Quay:12276,Benveien,59.897488,10.797037,NSR:Quay:12276,137
NSR:Quay:12279,Oluf Onsums vei,59.895559,10.802154,NSR:Quay:12279,136
NSR:Quay:10821,Ryen T,59.895274,10.806231,NSR:Quay:10821,135
NSR:Quay:10854,Manglerud T,59.897926,10.813621,NSR:Quay:10854,134
NSR:Quay:10890,Bryn senter,59.905094,10.821729,NSR:Quay:10890,639
NSR:Quay:10886,Høyenhall T,59.906861,10.81954,NSR:Quay:10886,133
NSR:Quay:11185,Brynseng T,59.91,10.813484,NSR:Quay:11185,132
NSR:Quay:11191,Brynsengveien,59.912083,10.815954,NSR:Quay:11191,131
NSR:Quay:11210,Teisenkrysset,59.917832,10.81044,NSR:Quay:11210,32
NSR:Quay:11914,Vækerøveien,59.923708,10.643306,NSR:Quay:11914,130
NSR:Quay:11907,Lilleaker,59.9214,10.636281,NSR:Quay:11907,129
NSR:Quay:11911,CC vest,59.917441,10.636858,NSR:Quay:11911,640
NSR:Quay:105467,Kværnerbyen,59.904345,10.786321,NSR:Quay:105467,241
NSR:Quay:12094,St. Halvards gate,59.906331,10.774739,NSR:Quay:12094,240
NSR:Quay:7202,Jernbanetorget,59.911701,10.750412,NSR:Quay:7202,45
NSR:Quay:105306,Storgata,59.914039,10.751884,NSR:Quay:105306,239
NSR:Quay:11830,Jakob kirke,59.918179,10.753692,NSR:Quay:11830,641
NSR:Quay:11835,Møllerveien,59.920947,10.751485,NSR:Quay:11835,238
NSR:Quay:11555,Telthusbakken,59.924563,10.750618,NSR:Quay:11555,237
NSR:Quay:11550,Alexander Kiellands plass,59.928867,10.749631,NSR:Quay:11550,37
NSR:Quay:11563,Evald Ryghs gate,59.931006,10.749057,NSR:Quay:11563,236
NSR:Quay:11675,Arkitekt Rivertz plass,59.93484,10.749905,NSR:Quay:11675,235
NSR:Quay:11709,Advokat Dehlis plass,59.938743,10.759588,NSR:Quay:11709,234
NSR:Quay:11704,Bjølsen,59.942325,10.759657,NSR:Quay:11704,233
NSR:Quay:11717,Badebakken,59.945641,10.760306,NSR:Quay:11717,232
NSR:Quay:11367,Godals vei,59.94788,10.759995,NSR:Quay:11367,226
NSR:Quay:11362,Blåsbortveien,59.95086,10.761049,NSR:Quay:11362,225
NSR:Quay:11355,Øvre Stabburvei,59.953925,10.760921,NSR:Quay:11355,224
NSR:Quay:11414,Skibakken,59.959099,10.764233,NSR:Quay:11414,223
NSR:Quay:11424,Korsvoll,59.962028,10.765464,NSR:Quay:11424,222
NSR:Quay:11432,Brekkekrysset,59.967196,10.766599,NSR:Quay:11432,220
NSR:Quay:11278,Frysja,59.966757,10.773937,NSR:Quay:11278,642
NSR:Quay:11284,Stillatorvet,59.965803,10.777663,NSR:Quay:11284,643
NSR:Quay:11239,Kjelsås stasjon,59.965592,10.782625,NSR:Quay:11239,231
NSR:Quay:11146,Helsfyr T,59.913021,10.801991,NSR:Quay:11146,28
NSR:Quay:102011,Prost Hallings vei,59.916555,10.819669,NSR:Quay:102011,644
NSR:Quay:102013,Bryn skole,59.913831,10.822893,NSR:Quay:102013,283
NSR:Quay:11276,Hellerud,59.910418,10.831468,NSR:Quay:11276,284
NSR:Quay:11281,Tveten gård,59.911627,10.837978,NSR:Quay:11281,285
NSR:Quay:10797,Skullerud,59.867148,10.840046,NSR:Quay:10797,146
NSR:Quay:10811,Skullerudbakken,59.863958,10.837192,NSR:Quay:10811,286
NSR:Quay:10813,Skullerudkrysset,59.863666,10.83197,NSR:Quay:10813,287
NSR:Quay:10476,Mortensrudkrysset,59.850309,10.832836,NSR:Quay:10476,645
NSR:Quay:10432,Mortensrud T,59.849154,10.829644,NSR:Quay:10432,288
NSR:Quay:106971,Bryn brannstasjon,59.912646,10.813031,NSR:Quay:106971,289
NSR:Quay:11219,Klosterheim,59.91285,10.821828,NSR:Quay:11219,290
NSR:Quay:11226,Bryn skole,59.913906,10.824733,NSR:Quay:11226,283
NSR:Quay:11253,Fretex,59.91691,10.827177,NSR:Quay:11253,291
NSR:Quay:11246,Caspar Storms vei,59.919797,10.830001,NSR:Quay:11246,292
NSR:Quay:11243,Ole Deviks vei,59.923258,10.832678,NSR:Quay:11243,646
NSR:Quay:11458,Smalvollveien,59.924563,10.842795,NSR:Quay:11458,293
NSR:Quay:10387,Kjelsrud,59.931677,10.859119,NSR:Quay:10387,647
NSR:Quay:10351,IKEA Furuset,59.934622,10.870926,NSR:Quay:10351,294
NSR:Quay:10361,Alnaparkveien,59.940411,10.881569,NSR:Quay:10361,648
NSR:Quay:10366,Prof. Birkelands vei,59.943721,10.885305,NSR:Quay:10366,295
NSR:Quay:111001,Grorud stasjon,59.949012,10.88909,NSR:Quay:111001,173
NSR:Quay:10728,Grorud T,59.960993,10.882868,NSR:Quay:10728,170
NSR:Quay:109117,Holbergs plass,59.917743,10.735308,NSR:Quay:109117,296
NSR:Quay:7384,Nationaltheatret,59.915964,10.733618,NSR:Quay:7384,649
NSR:Quay:10403,Trosterud,59.929457,10.864204,NSR:Quay:10403,30
NSR:Quay:10345,Karihaugen,59.937621,10.926872,NSR:Quay:10345,297
NSR:Quay:10408,Folkvangveien,59.941027,10.917401,NSR:Quay:10408,298
NSR:Quay:12084,Etterstadgata,59.909849,10.790538,NSR:Quay:12084,299
NSR:Quay:12081,Vålerenga,59.908691,10.78609,NSR:Quay:12081,300
NSR:Quay:12076,Galgeberg,59.907649,10.781102,NSR:Quay:12076,242
NSR:Quay:12050,Harald Hårdrådes plass,59.907661,10.773012,NSR:Quay:12050,301
NSR:Quay:12035,Oslo gate,59.908402,10.769351,NSR:Quay:12035,302
NSR:Quay:11963,Oslo bussterminal,59.911437,10.758716,NSR:Quay:11963,1
NSR:Quay:10492,Stovner T,59.961111,10.922666,NSR:Quay:10492,169
NSR:Quay:10499,Øvre Fossum,59.958802,10.926585,NSR:Quay:10499,168
NSR:Quay:10503,Olaus Fjørtofts vei,59.95936,10.930042,NSR:Quay:10503,167
NSR:Quay:10506,Johnny Svorkmos vei,59.956948,10.935044,NSR:Quay:10506,166
NSR:Quay:10581,Stovnerfaret,59.954896,10.934151,NSR:Quay:10581,165
NSR:Quay:10589,Fjellstuveien,59.950006,10.938239,NSR:Quay:10589,164
NSR:Quay:10586,Stovner bru,59.946983,10.939274,NSR:Quay:10586,163
NSR:Quay:12264,Simensbråten,59.895487,10.78708,NSR:Quay:12264,139
NSR:Quay:12281,Ekeberg hageby,59.897277,10.781802,NSR:Quay:12281,303
NSR:Quay:12164,Ekeberg camping,59.898148,10.775726,NSR:Quay:12164,304
NSR:Quay:12173,Brannfjellveien,59.900269,10.773817,NSR:Quay:12173,305
NSR:Quay:12177,Utsikten,59.900327,10.779903,NSR:Quay:12177,306
NSR:Quay:12187,Ryenbergveien,59.901022,10.786662,NSR:Quay:12187,307
NSR:Quay:104025,St. Halvards plass,59.906249,10.767956,NSR:Quay:104025,308
NSR:Quay:104026,Munkegata,59.908527,10.768147,NSR:Quay:104026,302
NSR:Quay:104028,Oslo bussterminal,59.911076,10.759847,NSR:Quay:104028,1
NSR:Quay:109952,Jernbanetorget,59.912477,10.74866,NSR:Quay:109952,45
NSR:Quay:11692,Sagene,59.938002,10.750165,NSR:Quay:11692,50
NSR:Quay:11698,Voldsløkka,59.940565,10.750372,NSR:Quay:11698,309
NSR:Quay:11335,Tåsen allé,59.944155,10.748529,NSR:Quay:11335,310
NSR:Quay:11330,Østhellinga,59.947566,10.749663,NSR:Quay:11330,311
NSR:Quay:11344,Tåsen senter,59.952057,10.750833,NSR:Quay:11344,60
NSR:Quay:11960,Oslo bussterminal,59.911162,10.759577,NSR:Quay:11960,1
NSR:Quay:12036,Oslo gate,59.90832,10.769359,NSR:Quay:12036,302
