from,to,lineId,lineCode,mode,authority,travelTimeSec,tripsInFeed,tripsOn2025_11_17,distance_m,speed_m_s,speed_km_h,tripsPerDay
NSR:Quay:10618,NSR:Quay:10622,RUT:Line:63,63,bus,Ruter,60.0,254,97,154.65448179766085,2.5775746966276807,9.27926890785965,97.0
NSR:Quay:10622,NSR:Quay:10625,RUT:Line:63,63,bus,Ruter,60.0,254,97,621.6592220834925,10.360987034724875,37.299553325009555,97.0
NSR:Quay:10625,NSR:Quay:10628,RUT:Line:63,63,bus,Ruter,60.0,254,97,279.93694367113915,4.665615727852319,16.796216620268346,97.0
NSR:Quay:10628,NSR:Quay:10634,RUT:Line:63,63,bus,Ruter,60.0,254,97,287.34592512825606,4.789098752137601,17.240755507695365,97.0
NSR:Quay:10634,NSR:Quay:10638,RUT:Line:63,63,bus,Ruter,60.0,254,97,401.34611010833686,6.689101835138947,24.080766606500212,97.0
NSR:Quay:10638,NSR:Quay:10607,RUT:Line:63,63,bus,Ruter,60.0,254,97,373.8427076036663,6.2307117933944385,22.430562456219977,97.0
NSR:Quay:10607,NSR:Quay:10609,RUT:Line:63,63,bus,Ruter,60.0,254,97,181.93066351557002,3.0321777252595004,10.915839810934202,97.0
NSR:Quay:10609,NSR:Quay:10612,RUT:Line:63,63,bus,Ruter,60.0,254,97,337.3316655094246,5.622194425157077,20.23989993056548,97.0
NSR:Quay:10612,NSR:Quay:10728,RUT:Line:63,63,bus,Ruter,120.0,254,97,789.5984995362047,6.579987496135039,23.68795498608614,97.0
NSR:Quay:11990,NSR:Quay:7169,RUT:Line:400,400,bus,Ruter,120.0,168,165,461.907360331229,3.8492280027602415,13.85722080993687,165.0
NSR:Quay:7169,NSR:Quay:11143,RUT:Line:400,400,bus,Ruter,420.0,174,165,2594.363560380697,6.177056096144517,22.23740194612026,165.0
NSR:Quay:11143,NSR:Quay:11205,RUT:Line:400,400,bus,Ruter,60.0,174,165,639.4748514463139,10.657914190771898,38.36849108677883,165.0
NSR:Quay:11205,NSR:Quay:11234,RUT:Line:400,400,bus,Ruter,60.0,174,165,361.6933145738607,6.028221909564345,21.701598874431642,165.0
NSR:Quay:11234,NSR:Quay:10402,RUT:Line:400,400,bus,Ruter,120.0,174,165,2909.4850746692637,24.245708955577197,87.28455224007791,165.0
NSR:Quay:10402,NSR:Quay:10284,RUT:Line:400,400,bus,Ruter,120.0,174,165,1853.3873960055503,15.44489496671292,55.60162188016651,165.0
NSR:Quay:11960,NSR:Quay:12036,RUT:Line:110,110,bus,Ruter,120.0,512,213,630.2850414219774,5.252375345183145,18.90855124265932,213.0
NSR:Quay:12036,NSR:Quay:12049,RUT:Line:110,110,bus,Ruter,60.0,512,213,193.4896318879974,3.22482719813329,11.609377913279845,213.0
NSR:Quay:12049,NSR:Quay:12075,RUT:Line:110,110,bus,Ruter,120.0,512,213,551.2125258406076,4.593437715338396,16.53637577521823,213.0
NSR:Quay:12075,NSR:Quay:12079,RUT:Line:110,110,bus,Ruter,60.0,512,213,316.821619689769,5.280360328162817,19.00929718138614,213.0
NSR:Quay:12079,NSR:Quay:12083,RUT:Line:110,110,bus,Ruter,60.0,512,213,259.4688253593087,4.324480422655145,15.568129521558522,213.0
NSR:Quay:12083,NSR:Quay:11142,RUT:Line:110,110,bus,Ruter,120.0,512,213,624.4696635743024,5.203913863119187,18.734089907229073,213.0
NSR:Quay:11142,NSR:Quay:11205,RUT:Line:110,110,bus,Ruter,120.0,512,213,701.694638946767,5.847455324556392,21.05083916840301,213.0
NSR:Quay:11205,NSR:Quay:11234,RUT:Line:110,110,bus,Ruter,60.0,512,213,361.6933145738607,6.028221909564345,21.701598874431642,213.0
NSR:Quay:11234,NSR:Quay:10402,RUT:Line:110,110,bus,Ruter,180.0,512,213,2909.4850746692637,16.163805970384796,58.18970149338527,213.0
NSR:Quay:10402,NSR:Quay:10295,RUT:Line:110,110,bus,Ruter,120.0,512,213,1804.929473326281,15.041078944385674,54.14788419978843,213.0
NSR:Quay:10295,NSR:Quay:10409,RUT:Line:110,110,bus,Ruter,120.0,512,213,1489.2646036838667,12.410538364032222,44.677938110516,213.0
NSR:Quay:10409,NSR:Quay:10346,RUT:Line:110,110,bus,Ruter,60.0,512,213,615.3154198584872,10.255256997641453,36.91892519150923,213.0
NSR:Quay:109021,NSR:Quay:8067,RUT:Line:3002,2B,bus,Ruter,120.0,780,0,219.24620156541516,1.827051679711793,6.577386046962455,0.0
NSR:Quay:8067,NSR:Quay:11936,RUT:Line:3002,2B,bus,Ruter,240.0,780,0,1053.3839954397158,4.389099980998816,15.800759931595739,0.0
NSR:Quay:8067,NSR:Quay:11927,RUT:Line:45,45,bus,Ruter,60.0,153,128,627.7400052001449,10.462333420002414,37.664400312008695,128.0
NSR:Quay:11238,NSR:Quay:11251,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,290.8323714063842,4.847206190106403,17.449942284383052,3.0
NSR:Quay:11251,NSR:Quay:104007,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,330.6455210020596,5.510758683367659,19.838731260123573,3.0
NSR:Quay:104007,NSR:Quay:104005,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,494.2578766815165,8.237631278025274,29.655472600890988,3.0
NSR:Quay:104005,NSR:Quay:104009,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,405.6053676886668,6.760089461477779,24.336322061320008,3.0
NSR:Quay:104009,NSR:Quay:104011,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,407.75642923987203,6.7959404873312,24.465385754392322,3.0
NSR:Quay:104011,NSR:Quay:104013,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,386.20554471534916,6.436759078589152,23.17233268292095,3.0
NSR:Quay:104013,NSR:Quay:104046,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,515.7760187111113,4.298133489259261,15.473280561333338,3.0
NSR:Quay:104046,NSR:Quay:104015,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,431.413473072589,7.190224551209817,25.884808384355342,3.0
NSR:Quay:104015,NSR:Quay:11757,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,424.6787374076682,7.07797895679447,25.48072424446009,3.0
NSR:Quay:11757,NSR:Quay:104017,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,589.8476165320237,4.915396804433531,17.695428495960712,3.0
NSR:Quay:104017,NSR:Quay:104020,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,464.7339912851637,7.745566521419395,27.884039477109823,3.0
NSR:Quay:104020,NSR:Quay:11838,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,426.0367917590934,3.550306597992445,12.781103752772802,3.0
NSR:Quay:11838,NSR:Quay:101741,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,404.79850979078407,6.746641829846401,24.287910587447044,3.0
NSR:Quay:101741,NSR:Quay:101669,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,448.80044679706555,3.7400037233088796,13.464013403911967,3.0
NSR:Quay:101669,NSR:Quay:106762,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,358.1690937537425,2.984742447947854,10.745072812612275,3.0
NSR:Quay:106762,NSR:Quay:105305,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,515.430753680074,4.295256280667283,15.46292261040222,3.0
NSR:Quay:105305,NSR:Quay:7203,RUT:Line:3912,12N,bus,Ruter,180.0,20,3,274.10051732629836,1.5227806518127687,5.482010346525968,3.0
NSR:Quay:7203,NSR:Quay:101778,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,289.5097707337429,2.4125814227811913,8.685293122012288,3.0
NSR:Quay:101778,NSR:Quay:101777,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,398.0315966660572,3.3169299722171437,11.940947899981717,3.0
NSR:Quay:101777,NSR:Quay:7350,RUT:Line:3912,12N,bus,Ruter,180.0,20,3,451.9886747995129,2.5110481933306272,9.039773495990259,3.0
NSR:Quay:7350,NSR:Quay:104030,RUT:Line:3912,12N,bus,Ruter,180.0,20,3,790.0256704984625,4.389031502769236,15.80051340996925,3.0
NSR:Quay:104030,NSR:Quay:104033,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,254.35373865971619,4.239228977661936,15.26122431958297,3.0
NSR:Quay:104033,NSR:Quay:104036,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,252.60952733038687,4.210158788839781,15.15657163982321,3.0
NSR:Quay:104036,NSR:Quay:104039,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,263.3999657562789,4.389999429271315,15.803997945376734,3.0
NSR:Quay:104039,NSR:Quay:104043,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,292.21142737528965,4.870190456254828,17.53268564251738,3.0
NSR:Quay:104043,NSR:Quay:8181,RUT:Line:3912,12N,bus,Ruter,60.0,20,3,365.37063785225496,6.089510630870916,21.9222382711353,3.0
NSR:Quay:8181,NSR:Quay:8210,RUT:Line:3912,12N,bus,Ruter,120.0,20,3,364.81044322453533,3.0400870268711278,10.94431329673606,3.0
NSR:Quay:8210,NSR:Quay:102319,RUT:Line:3912,12N,bus,Ruter,180.0,20,3,273.72667137761357,1.520703729875631,5.474533427552272,3.0
NSR:Quay:12312,NSR:Quay:12306,RUT:Line:500,500,bus,Ruter,60.0,201,93,826.1842632710149,13.769737721183581,49.57105579626089,93.0
NSR:Quay:12306,NSR:Quay:12305,RUT:Line:500,500,bus,Ruter,60.0,201,93,293.078312417793,4.8846385402965495,17.58469874506758,93.0
NSR:Quay:12305,NSR:Quay:12302,RUT:Line:500,500,bus,Ruter,60.0,201,93,562.3222324960487,9.372037208267479,33.73933394976292,93.0
NSR:Quay:12302,NSR:Quay:12299,RUT:Line:500,500,bus,Ruter,60.0,201,93,538.1245837518235,8.968743062530391,32.28747502510941,93.0
NSR:Quay:12299,NSR:Quay:12296,RUT:Line:500,500,bus,Ruter,60.0,201,93,685.0445026083163,11.417408376805271,41.10267015649898,93.0
NSR:Quay:12296,NSR:Quay:12207,RUT:Line:500,500,bus,Ruter,60.0,201,93,845.6692616147523,14.094487693579204,50.74015569688513,93.0
NSR:Quay:12207,NSR:Quay:12204,RUT:Line:500,500,bus,Ruter,60.0,201,93,893.3433356714496,14.88905559452416,53.60060014028698,93.0
NSR:Quay:12204,NSR:Quay:12197,RUT:Line:500,500,bus,Ruter,60.0,201,93,483.0627267864315,8.051045446440524,28.983763607185885,93.0
NSR:Quay:12197,NSR:Quay:12148,RUT:Line:500,500,bus,Ruter,60.0,201,93,1240.1506008051474,20.66917668008579,74.40903604830885,93.0
NSR:Quay:12148,NSR:Quay:7170,RUT:Line:500,500,bus,Ruter,240.0,201,93,1535.7068755446965,6.398778648102902,23.035603133170447,93.0
NSR:Quay:7170,NSR:Quay:11971,RUT:Line:500,500,bus,Ruter,120.0,201,93,392.0523557164971,3.2671029643041427,11.761570671494914,93.0
NSR:Quay:12312,NSR:Quay:12306,RUT:Line:505,505,bus,Ruter,60.0,237,90,826.1842632710149,13.769737721183581,49.57105579626089,90.0
NSR:Quay:12306,NSR:Quay:12305,RUT:Line:505,505,bus,Ruter,60.0,237,90,293.078312417793,4.8846385402965495,17.58469874506758,90.0
NSR:Quay:12305,NSR:Quay:12302,RUT:Line:505,505,bus,Ruter,60.0,237,90,562.3222324960487,9.372037208267479,33.73933394976292,90.0
NSR:Quay:12302,NSR:Quay:12299,RUT:Line:505,505,bus,Ruter,60.0,237,90,538.1245837518235,8.968743062530391,32.28747502510941,90.0
NSR:Quay:12299,NSR:Quay:12296,RUT:Line:505,505,bus,Ruter,60.0,237,90,685.0445026083163,11.417408376805271,41.10267015649898,90.0
NSR:Quay:12296,NSR:Quay:12207,RUT:Line:505,505,bus,Ruter,60.0,237,90,845.6692616147523,14.094487693579204,50.74015569688513,90.0
NSR:Quay:12207,NSR:Quay:12204,RUT:Line:505,505,bus,Ruter,60.0,237,90,893.3433356714496,14.88905559452416,53.60060014028698,90.0
NSR:Quay:12204,NSR:Quay:12197,RUT:Line:505,505,bus,Ruter,60.0,237,90,483.0627267864315,8.051045446440524,28.983763607185885,90.0
NSR:Quay:12197,NSR:Quay:12148,RUT:Line:505,505,bus,Ruter,60.0,237,90,1240.1506008051474,20.66917668008579,74.40903604830885,90.0
NSR:Quay:12148,NSR:Quay:7170,RUT:Line:505,505,bus,Ruter,240.0,237,90,1535.7068755446965,6.398778648102902,23.035603133170447,90.0
NSR:Quay:7170,NSR:Quay:11971,RUT:Line:505,505,bus,Ruter,120.0,237,90,392.0523557164971,3.2671029643041427,11.761570671494914,90.0
NSR:Quay:99688,NSR:Quay:11829,RUT:Line:150,150,bus,Ruter,60.0,275,168,1484.5408482864748,24.742347471441246,89.07245089718849,168.0
NSR:Quay:11829,NSR:Quay:7700,RUT:Line:150,150,bus,Ruter,240.0,275,168,2753.446547048659,11.47269394603608,41.301698205729885,168.0
NSR:Quay:7700,NSR:Quay:7373,RUT:Line:150,150,bus,Ruter,120.0,275,168,639.3492253524993,5.327910211270828,19.18047676057498,168.0
NSR:Quay:7373,NSR:Quay:109118,RUT:Line:150,150,bus,Ruter,240.0,275,168,395.1859872608513,1.6466082802535469,5.9277898089127685,168.0
NSR:Quay:102124,NSR:Quay:102126,RUT:Line:40,40,bus,Ruter,120.0,142,86,341.7306252677566,2.847755210564638,10.251918758032698,86.0
NSR:Quay:102126,NSR:Quay:110567,RUT:Line:40,40,bus,Ruter,120.0,142,86,684.61757383151,5.705146448595916,20.538527214945297,86.0
NSR:Quay:110567,NSR:Quay:11486,RUT:Line:40,40,bus,Ruter,180.0,142,86,408.8118743803042,2.271177079890579,8.176237487606084,86.0
NSR:Quay:11486,NSR:Quay:11457,RUT:Line:40,40,bus,Ruter,60.0,142,86,729.9147062839231,12.165245104732053,43.79488237703539,86.0
NSR:Quay:11457,NSR:Quay:11959,RUT:Line:40,40,bus,Ruter,240.0,142,86,1261.4173429788214,5.255905595745089,18.92126014468232,86.0
NSR:Quay:11959,NSR:Quay:11869,RUT:Line:40,40,bus,Ruter,60.0,142,86,349.17472818549516,5.819578803091586,20.950483691129712,86.0
NSR:Quay:11869,NSR:Quay:11865,RUT:Line:40,40,bus,Ruter,120.0,142,86,504.9769926229799,4.208141605191499,15.149309778689396,86.0
NSR:Quay:11865,NSR:Quay:11858,RUT:Line:40,40,bus,Ruter,60.0,142,86,255.5381151200567,4.258968585334278,15.332286907203402,86.0
NSR:Quay:11858,NSR:Quay:11855,RUT:Line:40,40,bus,Ruter,60.0,142,86,287.2171495282989,4.786952492138314,17.233028971697934,86.0
NSR:Quay:11855,NSR:Quay:107539,RUT:Line:40,40,bus,Ruter,120.0,142,86,330.71358615287545,2.7559465512739623,9.921407584586264,86.0
NSR:Quay:7693,NSR:Quay:11827,RUT:Line:42,42,bus,Ruter,300.0,321,208,2912.3805566580504,9.707935188860167,34.9485666798966,208.0
NSR:Quay:11827,NSR:Quay:11881,RUT:Line:42,42,bus,Ruter,60.0,321,208,821.5067503046492,13.691779171744153,49.29040501827895,208.0
NSR:Quay:11881,NSR:Quay:11888,RUT:Line:42,42,bus,Ruter,60.0,321,208,752.8448261100187,12.547413768500313,45.170689566601126,208.0
NSR:Quay:11888,NSR:Quay:11923,RUT:Line:42,42,bus,Ruter,60.0,321,208,508.58601847608793,8.476433641268132,30.515161108565277,208.0
NSR:Quay:11923,NSR:Quay:11909,RUT:Line:42,42,bus,Ruter,60.0,321,208,480.96324951116355,8.016054158519392,28.85779497066981,208.0
NSR:Quay:11909,NSR:Quay:11905,RUT:Line:42,42,bus,Ruter,60.0,321,208,242.3411153456811,4.039018589094685,14.540466920740865,208.0
NSR:Quay:11905,NSR:Quay:11913,RUT:Line:42,42,bus,Ruter,60.0,321,208,519.1086241140753,8.651810401901255,31.146517446844516,208.0
NSR:Quay:11913,NSR:Quay:12042,RUT:Line:42,42,bus,Ruter,120.0,321,208,476.00671109361457,3.966722592446788,14.280201332808437,208.0
NSR:Quay:12042,NSR:Quay:12048,RUT:Line:42,42,bus,Ruter,60.0,321,208,346.83425839659,5.780570973276499,20.810055503795397,208.0
NSR:Quay:12048,NSR:Quay:12051,RUT:Line:42,42,bus,Ruter,60.0,321,208,412.0416630866809,6.867361051444681,24.722499785200853,208.0
NSR:Quay:12051,NSR:Quay:12056,RUT:Line:42,42,bus,Ruter,60.0,321,208,435.33490714243715,7.255581785707286,26.12009442854623,208.0
NSR:Quay:12056,NSR:Quay:11741,RUT:Line:42,42,bus,Ruter,60.0,321,208,297.26925106379645,4.954487517729941,17.83615506382779,208.0
NSR:Quay:11741,NSR:Quay:11730,RUT:Line:42,42,bus,Ruter,180.0,321,208,739.1394673912716,4.106330374395953,14.782789347825432,208.0
NSR:Quay:11730,NSR:Quay:11746,RUT:Line:42,42,bus,Ruter,60.0,321,208,352.3314151489977,5.8721902524832945,21.139884908939862,208.0
NSR:Quay:11746,NSR:Quay:11772,RUT:Line:42,42,bus,Ruter,60.0,321,208,461.8322752938099,7.697204588230165,27.709936517628595,208.0
NSR:Quay:11772,NSR:Quay:11765,RUT:Line:42,42,bus,Ruter,60.0,321,208,395.7125632103785,6.595209386839642,23.74275379262271,208.0
NSR:Quay:11765,NSR:Quay:11798,RUT:Line:42,42,bus,Ruter,60.0,321,208,302.0537763073102,5.034229605121837,18.123226578438615,208.0
NSR:Quay:11798,NSR:Quay:11791,RUT:Line:42,42,bus,Ruter,60.0,321,208,159.5142171465035,2.6585702857750584,9.57085302879021,208.0
NSR:Quay:11791,NSR:Quay:11813,RUT:Line:42,42,bus,Ruter,60.0,321,208,478.00825982155834,7.966804330359306,28.680495589293503,208.0
NSR:Quay:11813,NSR:Quay:11809,RUT:Line:42,42,bus,Ruter,120.0,321,208,298.86106587075415,2.4905088822562846,8.965831976122624,208.0
NSR:Quay:11809,NSR:Quay:11803,RUT:Line:42,42,bus,Ruter,60.0,321,208,248.41846657739265,4.140307776289878,14.90510799464356,208.0
NSR:Quay:11803,NSR:Quay:11799,RUT:Line:42,42,bus,Ruter,180.0,321,208,454.2457478151229,2.523587487861794,9.084914956302459,208.0
NSR:Quay:11730,NSR:Quay:11746,RUT:Line:41,41,bus,Ruter,60.0,168,49,352.3314151489977,5.8721902524832945,21.139884908939862,49.0
NSR:Quay:11746,NSR:Quay:11772,RUT:Line:41,41,bus,Ruter,60.0,168,49,461.8322752938099,7.697204588230165,27.709936517628595,49.0
NSR:Quay:11772,NSR:Quay:11765,RUT:Line:41,41,bus,Ruter,60.0,168,49,395.7125632103785,6.595209386839642,23.74275379262271,49.0
NSR:Quay:11765,NSR:Quay:11798,RUT:Line:41,41,bus,Ruter,60.0,168,49,302.0537763073102,5.034229605121837,18.123226578438615,49.0
NSR:Quay:11798,NSR:Quay:12072,RUT:Line:41,41,bus,Ruter,60.0,168,49,1035.6710419281396,17.26118403213566,62.14026251568838,49.0
NSR:Quay:12072,NSR:Quay:12078,RUT:Line:41,41,bus,Ruter,60.0,168,49,592.5670542475552,9.876117570792587,35.55402325485331,49.0
NSR:Quay:12078,NSR:Quay:12080,RUT:Line:41,41,bus,Ruter,60.0,168,49,719.3303131896397,11.988838553160662,43.159818791378385,49.0
NSR:Quay:12080,NSR:Quay:12086,RUT:Line:41,41,bus,Ruter,60.0,168,49,556.8375755092184,9.280626258486972,33.410254530553104,49.0
NSR:Quay:12086,NSR:Quay:12108,RUT:Line:41,41,bus,Ruter,60.0,168,49,293.85155650283656,4.897525941713942,17.631093390170193,49.0
NSR:Quay:12108,NSR:Quay:12092,RUT:Line:41,41,bus,Ruter,60.0,168,49,254.2256514044372,4.237094190073953,15.253539084266231,49.0
NSR:Quay:12092,NSR:Quay:12067,RUT:Line:41,41,bus,Ruter,60.0,65,49,410.4835575560747,6.841392625934578,24.629013453364482,49.0
NSR:Quay:12067,NSR:Quay:12095,RUT:Line:41,41,bus,Ruter,60.0,138,49,222.31330188013044,3.705221698002174,13.338798112807828,49.0
NSR:Quay:12095,NSR:Quay:12097,RUT:Line:41,41,bus,Ruter,60.0,138,49,667.2333475316331,11.120555792193885,40.034000851897986,49.0
NSR:Quay:12097,NSR:Quay:12104,RUT:Line:41,41,bus,Ruter,60.0,138,49,953.8130435539582,15.896884059232637,57.22878261323749,49.0
NSR:Quay:12104,NSR:Quay:12143,RUT:Line:41,41,bus,Ruter,60.0,138,49,609.212692684756,10.153544878079266,36.55276156108536,49.0
NSR:Quay:12143,NSR:Quay:12137,RUT:Line:41,41,bus,Ruter,60.0,138,49,432.0631154370975,7.201051923951625,25.92378692622585,49.0
NSR:Quay:12137,NSR:Quay:12132,RUT:Line:41,41,bus,Ruter,60.0,138,49,561.5348152252396,9.358913587087327,33.69208891351438,49.0
NSR:Quay:12132,NSR:Quay:12130,RUT:Line:41,41,bus,Ruter,60.0,138,49,249.47777044013097,4.15796284066885,14.968666226407858,49.0
NSR:Quay:12130,NSR:Quay:12125,RUT:Line:41,41,bus,Ruter,60.0,138,49,238.55188177893274,3.9758646963155457,14.313112906735965,49.0
NSR:Quay:12125,NSR:Quay:12112,RUT:Line:41,41,bus,Ruter,60.0,138,49,221.70256756427554,3.6950427927379255,13.302154053856531,49.0
NSR:Quay:12112,NSR:Quay:12121,RUT:Line:41,41,bus,Ruter,60.0,138,49,280.95332325913586,4.682555387652264,16.85719939554815,49.0
NSR:Quay:12121,NSR:Quay:12117,RUT:Line:41,41,bus,Ruter,120.0,138,49,154.96861567064076,1.291405130588673,4.649058470119223,49.0
NSR:Quay:11474,NSR:Quay:102317,RUT:Line:21,21,bus,Ruter,180.0,425,338,701.000558178042,3.8944475454335663,14.02001116356084,338.0
NSR:Quay:102317,NSR:Quay:110711,RUT:Line:21,21,bus,Ruter,180.0,425,338,537.7964450807893,2.9877580282266076,10.755928901615787,338.0
NSR:Quay:110711,NSR:Quay:11513,RUT:Line:21,21,bus,Ruter,120.0,425,338,383.2729397786474,3.193941164822062,11.498188193359423,338.0
NSR:Quay:109119,NSR:Quay:109539,RUT:Line:250,250,bus,Ruter,120.0,208,190,282.59036889759545,2.3549197408132954,8.477711066927863,190.0
NSR:Quay:109539,NSR:Quay:7699,RUT:Line:250,250,bus,Ruter,180.0,208,190,538.2816829476399,2.990453794153555,10.765633658952797,190.0
NSR:Quay:7699,NSR:Quay:11827,RUT:Line:250,250,bus,Ruter,240.0,208,190,2925.6459646254903,12.190191519272876,43.88468946938235,190.0
NSR:Quay:11827,NSR:Quay:11888,RUT:Line:250,250,bus,Ruter,60.0,208,190,1572.755986798988,26.212599779983133,94.36535920793928,190.0
NSR:Quay:10895,NSR:Quay:10864,RUT:Line:2078,78B,bus,Ruter,240.0,53,31,577.5238057078808,2.4063491904495034,8.662857085618212,31.0
NSR:Quay:10864,NSR:Quay:10862,RUT:Line:2078,78B,bus,Ruter,60.0,53,31,413.99247647116835,6.899874607852806,24.8395485882701,31.0
NSR:Quay:10862,NSR:Quay:10903,RUT:Line:2078,78B,bus,Ruter,120.0,53,31,485.38404995994426,4.044867082999535,14.561521498798328,31.0
NSR:Quay:10903,NSR:Quay:10909,RUT:Line:2078,78B,bus,Ruter,60.0,53,31,282.70588523410976,4.7117647539018295,16.962353114046586,31.0
NSR:Quay:10909,NSR:Quay:10913,RUT:Line:2078,78B,bus,Ruter,120.0,53,31,364.021199406896,3.0335099950574667,10.92063598220688,31.0
NSR:Quay:10913,NSR:Quay:10929,RUT:Line:2078,78B,bus,Ruter,60.0,53,31,240.9515340972053,4.0158589016200885,14.457092045832319,31.0
NSR:Quay:10929,NSR:Quay:10925,RUT:Line:2078,78B,bus,Ruter,60.0,53,31,486.5877631140632,8.109796051901053,29.195265786843795,31.0
NSR:Quay:10925,NSR:Quay:10918,RUT:Line:2078,78B,bus,Ruter,120.0,53,31,620.1252308706421,5.167710257255351,18.603756926119264,31.0
NSR:Quay:10918,NSR:Quay:10935,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,479.47462107003,7.991243684500501,28.768477264201803,31.0
NSR:Quay:10935,NSR:Quay:10734,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,639.5918025467519,10.659863375779198,38.37550815280511,31.0
NSR:Quay:10734,NSR:Quay:10731,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,453.6224040531554,7.560373400885923,27.217344243189324,31.0
NSR:Quay:10731,NSR:Quay:10721,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,337.44690576897716,5.62411509614962,20.24681434613863,31.0
NSR:Quay:10721,NSR:Quay:10737,RUT:Line:2078,78B,bus,Ruter,120.0,52,31,323.00704269616784,2.6917253558013985,9.690211280885034,31.0
NSR:Quay:10737,NSR:Quay:11000,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,457.3497717529475,7.622496195882459,27.440986305176853,31.0
NSR:Quay:11000,NSR:Quay:11004,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,372.42294542210095,6.207049090368349,22.345376725326055,31.0
NSR:Quay:11004,NSR:Quay:10971,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,305.1001907718629,5.085003179531048,18.306011446311775,31.0
NSR:Quay:10971,NSR:Quay:108604,RUT:Line:2078,78B,bus,Ruter,120.0,52,31,246.69067131946431,2.0557555943288692,7.400720139583929,31.0
NSR:Quay:108604,NSR:Quay:10975,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,220.75334454222443,3.6792224090370738,13.245200672533466,31.0
NSR:Quay:10975,NSR:Quay:10970,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,325.46961784981863,5.424493630830311,19.52817707098912,31.0
NSR:Quay:10970,NSR:Quay:10962,RUT:Line:2078,78B,bus,Ruter,120.0,52,31,212.02131560187652,1.7668442966823044,6.360639468056296,31.0
NSR:Quay:10962,NSR:Quay:10957,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,321.2768222010881,5.354613703351469,19.276609332065288,31.0
NSR:Quay:10957,NSR:Quay:10986,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,285.34735435713577,4.755789239285596,17.120841261428147,31.0
NSR:Quay:10986,NSR:Quay:10899,RUT:Line:2078,78B,bus,Ruter,60.0,52,31,498.72912899373944,8.312152149895658,29.923747739624368,31.0
NSR:Quay:10899,NSR:Quay:10896,RUT:Line:2078,78B,bus,Ruter,120.0,52,31,234.05641960737515,1.950470163394793,7.021692588221255,31.0
NSR:Quay:109021,NSR:Quay:109651,RUT:Line:3003,3B,bus,Ruter,120.0,84,0,273.86409939030045,2.282200828252504,8.215922981709014,0.0
NSR:Quay:109651,NSR:Quay:11937,RUT:Line:3003,3B,bus,Ruter,120.0,84,0,1074.7420972768755,8.956184143973962,32.24226291830627,0.0
NSR:Quay:11937,NSR:Quay:11954,RUT:Line:3003,3B,bus,Ruter,60.0,84,0,575.8649421493328,9.597749035822213,34.551896528959965,0.0
NSR:Quay:11954,NSR:Quay:12016,RUT:Line:3003,3B,bus,Ruter,180.0,84,0,1777.4804080818185,9.874891156010102,35.54960816163637,0.0
NSR:Quay:12016,NSR:Quay:12028,RUT:Line:3003,3B,bus,Ruter,360.0,84,0,712.1331477027996,1.9781476325077767,7.121331477027996,0.0
NSR:Quay:11796,NSR:Quay:11161,RUT:Line:37,37,bus,Ruter,120.0,70,363,198.56644481601182,1.6547203734667653,5.956993344480355,363.0
NSR:Quay:11976,NSR:Quay:7169,RUT:Line:550,550,bus,Ruter,120.0,98,63,422.6150069833727,3.521791724861439,12.67845020950118,63.0
NSR:Quay:7169,NSR:Quay:12149,RUT:Line:550,550,bus,Ruter,180.0,98,63,1547.1957598533043,8.595531999185024,30.943915197066087,63.0
NSR:Quay:12149,NSR:Quay:12198,RUT:Line:550,550,bus,Ruter,60.0,98,63,1279.912485760111,21.331874762668516,76.79474914560666,63.0
