from,to,lineId,lineCode,mode,authority,travelTimeSec,tripsInFeed,tripsOn2025_11_17,distance_m,speed_m_s,speed_km_h,tripsPerDay
NSR:Quay:12425,NSR:Quay:12424,RUT:Line:2077,77B,bus,Ruter,60.0,167,144,146.71901629490986,2.4453169382484976,8.803140977694591,144.0
NSR:Quay:12424,NSR:Quay:12426,RUT:Line:2077,77B,bus,Ruter,60.0,167,144,166.97905561734464,2.7829842602890773,10.018743337040679,144.0
NSR:Quay:12426,NSR:Quay:12427,RUT:Line:2077,77B,bus,Ruter,60.0,167,144,216.44581151966983,3.607430191994497,12.986748691180189,144.0
NSR:Quay:12427,NSR:Quay:106932,RUT:Line:2077,77B,bus,Ruter,60.0,167,144,317.5531559454591,5.2925525990909845,19.053189356727543,144.0
NSR:Quay:106932,NSR:Quay:10417,RUT:Line:2077,77B,bus,Ruter,60.0,170,144,570.030933974208,9.5005155662368,34.20185603845248,144.0
NSR:Quay:10417,NSR:Quay:12447,RUT:Line:2077,77B,bus,Ruter,60.0,170,144,178.69248430449753,2.9782080717416255,10.721549058269852,144.0
NSR:Quay:10585,NSR:Quay:10590,RUT:Line:120,120,bus,Ruter,60.0,216,129,357.63438297084997,5.960573049514166,21.458062978251,129.0
NSR:Quay:10590,NSR:Quay:10593,RUT:Line:120,120,bus,Ruter,60.0,216,129,260.33171345072077,4.3388618908453465,15.619902807043248,129.0
NSR:Quay:10593,NSR:Quay:10596,RUT:Line:120,120,bus,Ruter,60.0,356,129,300.785938109006,5.013098968483433,18.04715628654036,129.0
NSR:Quay:10596,NSR:Quay:10507,RUT:Line:120,120,bus,Ruter,60.0,356,129,331.9379618512637,5.532299364187728,19.91627771107582,129.0
NSR:Quay:10507,NSR:Quay:10504,RUT:Line:120,120,bus,Ruter,60.0,496,129,255.52939368041598,4.258823228006933,15.331763620824958,129.0
NSR:Quay:10504,NSR:Quay:10500,RUT:Line:120,120,bus,Ruter,60.0,496,129,258.47898138061043,4.307983023010174,15.508738882836628,129.0
NSR:Quay:10500,NSR:Quay:10494,RUT:Line:120,120,bus,Ruter,60.0,496,129,352.8458133435452,5.880763555725753,21.170748800612714,129.0
NSR:Quay:10727,NSR:Quay:10687,RUT:Line:79,79,bus,Ruter,60.0,302,200,291.8810364214948,4.864683940358247,17.512862185289688,200.0
NSR:Quay:10687,NSR:Quay:10684,RUT:Line:79,79,bus,Ruter,60.0,302,200,476.8625204789893,7.947708674649822,28.611751228739358,200.0
NSR:Quay:10684,NSR:Quay:110987,RUT:Line:79,79,bus,Ruter,60.0,302,200,360.20054336905923,6.00334238948432,21.612032602143554,200.0
NSR:Quay:110987,NSR:Quay:110999,RUT:Line:79,79,bus,Ruter,120.0,302,200,395.99660975059163,3.299971747921597,11.87989829251775,200.0
NSR:Quay:110999,NSR:Quay:10320,RUT:Line:79,79,bus,Ruter,60.0,302,200,403.6405491958901,6.727342486598169,24.21843295175341,200.0
NSR:Quay:10320,NSR:Quay:10317,RUT:Line:79,79,bus,Ruter,60.0,302,200,379.9369648953727,6.332282748256211,22.79621789372236,200.0
NSR:Quay:10317,NSR:Quay:10313,RUT:Line:79,79,bus,Ruter,60.0,302,200,363.6474719387069,6.060791198978448,21.818848316322413,200.0
NSR:Quay:10313,NSR:Quay:109485,RUT:Line:79,79,bus,Ruter,60.0,302,200,297.9349545885943,4.965582576476572,17.876097275315658,200.0
NSR:Quay:109485,NSR:Quay:10292,RUT:Line:79,79,bus,Ruter,120.0,302,200,464.54829608752,3.871235800729333,13.9364488826256,200.0
NSR:Quay:10292,NSR:Quay:10281,RUT:Line:79,79,bus,Ruter,60.0,302,200,406.606435257224,6.776773920953733,24.39638611543344,200.0
NSR:Quay:10281,NSR:Quay:10274,RUT:Line:79,79,bus,Ruter,60.0,302,200,418.69231788260737,6.978205298043457,25.121539072956445,200.0
NSR:Quay:10274,NSR:Quay:10277,RUT:Line:79,79,bus,Ruter,60.0,302,200,361.76190733898636,6.029365122316439,21.705714440339182,200.0
NSR:Quay:10277,NSR:Quay:10372,RUT:Line:79,79,bus,Ruter,60.0,302,200,360.7731478944872,6.012885798241453,21.64638887366923,200.0
NSR:Quay:10372,NSR:Quay:10376,RUT:Line:79,79,bus,Ruter,60.0,302,200,308.45521381679066,5.1409202302798445,18.50731282900744,200.0
NSR:Quay:10376,NSR:Quay:11378,RUT:Line:79,79,bus,Ruter,60.0,302,200,567.1746797951912,9.452911329919854,34.030480787711475,200.0
NSR:Quay:11378,NSR:Quay:11348,RUT:Line:79,79,bus,Ruter,60.0,302,200,346.0056584332629,5.766760973887715,20.760339505995773,200.0
NSR:Quay:11348,NSR:Quay:11352,RUT:Line:79,79,bus,Ruter,60.0,302,200,409.9891095315609,6.8331518255260155,24.599346571893655,200.0
NSR:Quay:11352,NSR:Quay:11325,RUT:Line:79,79,bus,Ruter,60.0,302,200,428.62450443345966,7.143741740557661,25.71747026600758,200.0
NSR:Quay:11325,NSR:Quay:11323,RUT:Line:79,79,bus,Ruter,180.0,302,200,313.5860362208434,1.7421446456713523,6.271720724416868,200.0
NSR:Quay:11323,NSR:Quay:11416,RUT:Line:79,79,bus,Ruter,60.0,302,200,325.3246207009837,5.422077011683061,19.519477242059022,200.0
NSR:Quay:11416,NSR:Quay:11407,RUT:Line:79,79,bus,Ruter,120.0,302,200,698.5165341441428,5.820971117867857,20.955496024324287,200.0
NSR:Quay:11407,NSR:Quay:11014,RUT:Line:79,79,bus,Ruter,60.0,302,200,388.26223554994345,6.471037259165724,23.295734132996607,200.0
NSR:Quay:11014,NSR:Quay:11016,RUT:Line:79,79,bus,Ruter,60.0,302,200,368.55928180896314,6.142654696816052,22.113556908537788,200.0
NSR:Quay:11016,NSR:Quay:11021,RUT:Line:79,79,bus,Ruter,60.0,302,200,201.1859558136164,3.3530992635602734,12.071157348816985,200.0
NSR:Quay:11021,NSR:Quay:10741,RUT:Line:79,79,bus,Ruter,60.0,302,200,478.34095651812464,7.9723492753020775,28.70045739108748,200.0
NSR:Quay:10741,NSR:Quay:10744,RUT:Line:79,79,bus,Ruter,60.0,302,200,437.8668925387516,7.297781542312526,26.272013552325095,200.0
NSR:Quay:10744,NSR:Quay:10754,RUT:Line:79,79,bus,Ruter,60.0,302,200,731.8712707648202,12.197854512747003,43.91227624588922,200.0
NSR:Quay:10754,NSR:Quay:10766,RUT:Line:79,79,bus,Ruter,60.0,302,200,380.6102971147558,6.343504951912596,22.836617826885348,200.0
NSR:Quay:10766,NSR:Quay:10774,RUT:Line:79,79,bus,Ruter,60.0,302,200,604.8933806798466,10.08155634466411,36.2936028407908,200.0
NSR:Quay:10774,NSR:Quay:10777,RUT:Line:79,79,bus,Ruter,120.0,302,200,592.4303633252606,4.936919694377171,17.772910899757818,200.0
NSR:Quay:10777,NSR:Quay:10782,RUT:Line:79,79,bus,Ruter,60.0,302,200,385.6345543224957,6.427242572041595,23.138073259349742,200.0
NSR:Quay:10782,NSR:Quay:10790,RUT:Line:79,79,bus,Ruter,60.0,302,200,220.29219148978447,3.671536524829741,13.217531489387069,200.0
NSR:Quay:10790,NSR:Quay:10804,RUT:Line:79,79,bus,Ruter,60.0,311,200,289.4166365930843,4.823610609884739,17.36499819558506,200.0
NSR:Quay:10804,NSR:Quay:10944,RUT:Line:79,79,bus,Ruter,60.0,311,200,627.2820328611335,10.454700547685558,37.63692197166801,200.0
NSR:Quay:10944,NSR:Quay:10940,RUT:Line:79,79,bus,Ruter,60.0,311,200,326.8134735881124,5.44689122646854,19.608808415286745,200.0
NSR:Quay:10940,NSR:Quay:10917,RUT:Line:79,79,bus,Ruter,120.0,311,200,400.7871018964856,3.3398925158040464,12.023613056894568,200.0
NSR:Quay:10917,NSR:Quay:10646,RUT:Line:79,79,bus,Ruter,60.0,311,200,691.3356140825707,11.522260234709512,41.480136844954245,200.0
NSR:Quay:10646,NSR:Quay:10641,RUT:Line:79,79,bus,Ruter,120.0,311,200,312.71674240024913,2.6059728533354094,9.381502272007474,200.0
NSR:Quay:10641,NSR:Quay:10670,RUT:Line:79,79,bus,Ruter,60.0,311,200,549.9507796880303,9.165846328133837,32.99704678128181,200.0
NSR:Quay:10670,NSR:Quay:10677,RUT:Line:79,79,bus,Ruter,60.0,311,200,322.3190550299934,5.3719842504998905,19.339143301799606,200.0
NSR:Quay:10677,NSR:Quay:12357,RUT:Line:79,79,bus,Ruter,60.0,311,200,499.4506319149928,8.324177198583213,29.967037914899567,200.0
NSR:Quay:12357,NSR:Quay:12353,RUT:Line:79,79,bus,Ruter,60.0,311,200,237.6590861069442,3.96098476844907,14.259545166416652,200.0
NSR:Quay:12353,NSR:Quay:12351,RUT:Line:79,79,bus,Ruter,60.0,311,200,542.52219694816,9.042036615802665,32.55133181688959,200.0
NSR:Quay:12351,NSR:Quay:12377,RUT:Line:79,79,bus,Ruter,60.0,311,200,329.24954594879426,5.487492432479905,19.754972756927657,200.0
NSR:Quay:12377,NSR:Quay:12371,RUT:Line:79,79,bus,Ruter,120.0,311,200,512.8893314612744,4.274077762177287,15.386679943838233,200.0
NSR:Quay:12371,NSR:Quay:12375,RUT:Line:79,79,bus,Ruter,60.0,311,200,247.0739392295088,4.11789898715848,14.824436353770528,200.0
NSR:Quay:12375,NSR:Quay:12419,RUT:Line:79,79,bus,Ruter,60.0,311,200,314.9005063803999,5.248341773006666,18.894030382823995,200.0
NSR:Quay:12419,NSR:Quay:12410,RUT:Line:79,79,bus,Ruter,180.0,311,200,344.1737913191162,1.9120766184395346,6.883475826382325,200.0
NSR:Quay:12410,NSR:Quay:12444,RUT:Line:79,79,bus,Ruter,180.0,311,200,759.4847357069092,4.219359642816162,15.189694714138183,200.0
NSR:Quay:12444,NSR:Quay:12443,RUT:Line:79,79,bus,Ruter,60.0,603,200,125.04731880549862,2.0841219800916435,7.502839128329917,200.0
NSR:Quay:12443,NSR:Quay:12429,RUT:Line:79,79,bus,Ruter,180.0,311,200,605.01174924265,3.361176384681389,12.100234984853,200.0
NSR:Quay:12429,NSR:Quay:12451,RUT:Line:79,79,bus,Ruter,120.0,315,200,605.4169502169166,5.045141251807638,18.162508506507496,200.0
NSR:Quay:12451,NSR:Quay:12453,RUT:Line:79,79,bus,Ruter,60.0,315,200,209.5890825790694,3.4931513763178237,12.575344954744166,200.0
NSR:Quay:12453,NSR:Quay:12457,RUT:Line:79,79,bus,Ruter,60.0,315,200,418.91055090895736,6.98184251514929,25.134633054537442,200.0
NSR:Quay:12457,NSR:Quay:12458,RUT:Line:79,79,bus,Ruter,60.0,315,200,297.39138626083314,4.956523104347219,17.843483175649986,200.0
NSR:Quay:12458,NSR:Quay:12461,RUT:Line:79,79,bus,Ruter,120.0,315,200,224.32626114573156,1.869385509547763,6.729787834371947,200.0
NSR:Quay:11313,NSR:Quay:11316,RUT:Line:69,69,bus,Ruter,120.0,78,155,208.41354468080877,1.7367795390067398,6.252406340424264,155.0
NSR:Quay:11316,NSR:Quay:11326,RUT:Line:69,69,bus,Ruter,60.0,78,155,308.32725857415767,5.138787642902628,18.499635514449462,155.0
NSR:Quay:11326,NSR:Quay:11351,RUT:Line:69,69,bus,Ruter,60.0,78,155,265.10263240786367,4.418377206797728,15.90615794447182,155.0
NSR:Quay:11351,NSR:Quay:11347,RUT:Line:69,69,bus,Ruter,60.0,207,155,432.7478171554653,7.212463619257756,25.96486902932792,155.0
NSR:Quay:11347,NSR:Quay:11379,RUT:Line:69,69,bus,Ruter,60.0,213,155,394.79478248734443,6.5799130414557405,23.687686949240668,155.0
NSR:Quay:11379,NSR:Quay:11382,RUT:Line:69,69,bus,Ruter,60.0,213,155,307.69730006881366,5.128288334480228,18.461838004128822,155.0
NSR:Quay:11382,NSR:Quay:11387,RUT:Line:69,69,bus,Ruter,60.0,213,155,275.28370261802087,4.588061710300348,16.517022157081254,155.0
NSR:Quay:11387,NSR:Quay:11393,RUT:Line:69,69,bus,Ruter,60.0,213,155,261.3859718974302,4.35643286495717,15.683158313845812,155.0
NSR:Quay:11393,NSR:Quay:11397,RUT:Line:69,69,bus,Ruter,120.0,213,155,178.58684408072943,1.4882237006727452,5.357605322421883,155.0
NSR:Quay:12209,NSR:Quay:12212,RUT:Line:51,51,bus,Ruter,60.0,70,46,720.8165723524781,12.01360953920797,43.248994341148695,46.0
NSR:Quay:12212,NSR:Quay:12217,RUT:Line:51,51,bus,Ruter,120.0,70,46,668.0893397589432,5.56741116465786,20.042680192768294,46.0
NSR:Quay:12217,NSR:Quay:12218,RUT:Line:51,51,bus,Ruter,60.0,70,46,706.0147408235079,11.766912347058463,42.36088444941047,46.0
NSR:Quay:12218,NSR:Quay:12223,RUT:Line:51,51,bus,Ruter,60.0,70,46,578.871118629358,9.647851977155966,34.73226711776148,46.0
NSR:Quay:12223,NSR:Quay:12182,RUT:Line:51,51,bus,Ruter,120.0,70,46,1293.9312967780716,10.78276080648393,38.817938903342146,46.0
NSR:Quay:12182,NSR:Quay:12179,RUT:Line:51,51,bus,Ruter,60.0,70,46,613.3141656709765,10.221902761182942,36.79884994025859,46.0
NSR:Quay:12179,NSR:Quay:12174,RUT:Line:51,51,bus,Ruter,60.0,70,46,279.1675766769293,4.652792944615488,16.75005460061576,46.0
NSR:Quay:12174,NSR:Quay:12169,RUT:Line:51,51,bus,Ruter,120.0,70,46,726.7334088755473,6.056111740629561,21.80200226626642,46.0
NSR:Quay:12169,NSR:Quay:12162,RUT:Line:51,51,bus,Ruter,60.0,70,46,378.74606515176544,6.312434419196091,22.724763909105928,46.0
NSR:Quay:12162,NSR:Quay:12161,RUT:Line:51,51,bus,Ruter,60.0,70,46,489.6218747969281,8.160364579948801,29.377312487815686,46.0
NSR:Quay:12161,NSR:Quay:11431,RUT:Line:51,51,bus,Ruter,60.0,70,46,682.6048846540145,11.376748077566909,40.95629307924087,46.0
NSR:Quay:11431,NSR:Quay:11427,RUT:Line:51,51,bus,Ruter,60.0,70,46,222.08221896147725,3.701370316024621,13.324933137688635,46.0
NSR:Quay:11427,NSR:Quay:11425,RUT:Line:51,51,bus,Ruter,60.0,70,46,237.41298344687598,3.956883057447933,14.244779006812559,46.0
NSR:Quay:11425,NSR:Quay:11413,RUT:Line:51,51,bus,Ruter,60.0,70,46,386.96833678460905,6.4494722797434845,23.218100207076546,46.0
NSR:Quay:11413,NSR:Quay:11356,RUT:Line:51,51,bus,Ruter,120.0,70,46,613.7968502336564,5.1149737519471365,18.41390550700969,46.0
NSR:Quay:11356,NSR:Quay:11363,RUT:Line:51,51,bus,Ruter,60.0,70,46,379.66622275460907,6.327770379243485,22.779973365276547,46.0
NSR:Quay:11363,NSR:Quay:11368,RUT:Line:51,51,bus,Ruter,60.0,70,46,384.65591750981906,6.410931958496985,23.079355050589147,46.0
NSR:Quay:11368,NSR:Quay:11724,RUT:Line:51,51,bus,Ruter,60.0,70,46,241.35546523257506,4.022591087209585,14.481327913954505,46.0
NSR:Quay:11724,NSR:Quay:11796,RUT:Line:51,51,bus,Ruter,60.0,70,46,299.9147509429284,4.99857918238214,17.994885056575704,46.0
NSR:Quay:11796,NSR:Quay:11161,RUT:Line:51,51,bus,Ruter,60.0,70,46,198.56644481601182,3.3094407469335305,11.91398668896071,46.0
NSR:Quay:11161,NSR:Quay:11164,RUT:Line:51,51,bus,Ruter,60.0,70,46,279.2060704349347,4.653434507248912,16.752364226096084,46.0
NSR:Quay:10822,NSR:Quay:12295,RUT:Line:3004,4B,bus,Ruter,180.0,191,0,1016.6223133474807,5.6479017408193375,20.332446266949617,0.0
NSR:Quay:12295,NSR:Quay:10627,RUT:Line:3004,4B,bus,Ruter,120.0,191,0,809.3355713237398,6.744463094364499,24.280067139712198,0.0
NSR:Quay:10627,NSR:Quay:10641,RUT:Line:3004,4B,bus,Ruter,180.0,191,0,790.9760232347624,4.394311240193124,15.819520464695247,0.0
NSR:Quay:10641,NSR:Quay:10690,RUT:Line:3004,4B,bus,Ruter,120.0,191,0,537.9546752526848,4.4829556271057065,16.138640257580544,0.0
NSR:Quay:10690,NSR:Quay:10685,RUT:Line:3004,4B,bus,Ruter,60.0,191,0,454.7594980626147,7.579324967710245,27.28556988375688,0.0
NSR:Quay:12462,NSR:Quay:12459,RUT:Line:79,79,bus,Ruter,60.0,292,200,221.91779222048777,3.698629870341463,13.315067533229266,200.0
NSR:Quay:12459,NSR:Quay:12456,RUT:Line:79,79,bus,Ruter,60.0,292,200,199.27377419400347,3.3212295699000576,11.956426451640208,200.0
NSR:Quay:12456,NSR:Quay:12454,RUT:Line:79,79,bus,Ruter,60.0,292,200,407.2464309462719,6.787440515771198,24.434785856776315,200.0
NSR:Quay:12454,NSR:Quay:12452,RUT:Line:79,79,bus,Ruter,60.0,292,200,311.11923460578436,5.185320576763073,18.667154076347064,200.0
NSR:Quay:12452,NSR:Quay:12432,RUT:Line:79,79,bus,Ruter,240.0,292,200,588.6552679817291,2.4527302832572047,8.829829019725937,200.0
NSR:Quay:12432,NSR:Quay:12444,RUT:Line:79,79,bus,Ruter,180.0,292,200,710.1132498563286,3.9450736103129365,14.202264997126571,200.0
NSR:Quay:12443,NSR:Quay:12403,RUT:Line:79,79,bus,Ruter,240.0,292,200,827.1553108605605,3.446480461919002,12.407329662908408,200.0
NSR:Quay:12403,NSR:Quay:12420,RUT:Line:79,79,bus,Ruter,60.0,292,200,302.9075745293131,5.048459575488551,18.174454471758786,200.0
NSR:Quay:12420,NSR:Quay:12374,RUT:Line:79,79,bus,Ruter,60.0,292,200,366.5664123182095,6.109440205303491,21.993984739092568,200.0
NSR:Quay:12374,NSR:Quay:12370,RUT:Line:79,79,bus,Ruter,120.0,292,200,386.1711130899676,3.2180926090830635,11.58513339269903,200.0
NSR:Quay:12370,NSR:Quay:12376,RUT:Line:79,79,bus,Ruter,60.0,292,200,408.4035789866575,6.806726316444292,24.504214739199455,200.0
NSR:Quay:12376,NSR:Quay:12350,RUT:Line:79,79,bus,Ruter,60.0,292,200,299.8501625281818,4.9975027088030295,17.991009751690907,200.0
NSR:Quay:12350,NSR:Quay:12355,RUT:Line:79,79,bus,Ruter,60.0,292,200,520.2168369381701,8.670280615636168,31.213010216290204,200.0
NSR:Quay:12355,NSR:Quay:12356,RUT:Line:79,79,bus,Ruter,60.0,292,200,245.64261558368494,4.094043593061416,14.738556935021098,200.0
NSR:Quay:12356,NSR:Quay:10678,RUT:Line:79,79,bus,Ruter,60.0,292,200,516.4988577703402,8.608314296172336,30.989931466220412,200.0
NSR:Quay:10678,NSR:Quay:10671,RUT:Line:79,79,bus,Ruter,60.0,292,200,256.8070378097638,4.280117296829397,15.40842226858583,200.0
NSR:Quay:10671,NSR:Quay:10642,RUT:Line:79,79,bus,Ruter,120.0,292,200,610.4048112507423,5.086706760422853,18.312144337522273,200.0
NSR:Quay:10642,NSR:Quay:10647,RUT:Line:79,79,bus,Ruter,60.0,292,200,284.5963404225208,4.743272340375347,17.075780425351248,200.0
NSR:Quay:10647,NSR:Quay:10919,RUT:Line:79,79,bus,Ruter,120.0,292,200,739.3213031737831,6.161010859781526,22.179639095213496,200.0
NSR:Quay:10919,NSR:Quay:10941,RUT:Line:79,79,bus,Ruter,60.0,292,200,421.6669497003744,7.02778249500624,25.300016982022463,200.0
NSR:Quay:10941,NSR:Quay:10945,RUT:Line:79,79,bus,Ruter,60.0,292,200,232.25423942101,3.8709039903501665,13.9352543652606,200.0
NSR:Quay:10945,NSR:Quay:10803,RUT:Line:79,79,bus,Ruter,60.0,292,200,571.4858262935226,9.524763771558709,34.289149577611354,200.0
NSR:Quay:10803,NSR:Quay:10795,RUT:Line:79,79,bus,Ruter,60.0,292,200,458.23811813009604,7.637301968834934,27.494287087805763,200.0
NSR:Quay:10795,NSR:Quay:10783,RUT:Line:79,79,bus,Ruter,120.0,280,200,317.6702191689865,2.6472518264082208,9.530106575069595,200.0
NSR:Quay:10783,NSR:Quay:10778,RUT:Line:79,79,bus,Ruter,60.0,280,200,390.53940658555393,6.508990109759233,23.432364395133238,200.0
NSR:Quay:10778,NSR:Quay:10773,RUT:Line:79,79,bus,Ruter,60.0,280,200,607.6191493145458,10.126985821909097,36.45714895887275,200.0
NSR:Quay:10773,NSR:Quay:10765,RUT:Line:79,79,bus,Ruter,60.0,280,200,573.0086503086657,9.550144171811095,34.38051901851994,200.0
NSR:Quay:10765,NSR:Quay:10755,RUT:Line:79,79,bus,Ruter,60.0,280,200,452.12505620524405,7.5354176034207345,27.127503372314646,200.0
NSR:Quay:10755,NSR:Quay:10745,RUT:Line:79,79,bus,Ruter,60.0,280,200,744.1042925349501,12.401738208915836,44.64625755209701,200.0
NSR:Quay:10745,NSR:Quay:10742,RUT:Line:79,79,bus,Ruter,60.0,280,200,317.82337819333736,5.2970563032222895,19.069402691600242,200.0
NSR:Quay:10742,NSR:Quay:11022,RUT:Line:79,79,bus,Ruter,60.0,280,200,519.2723306409148,8.654538844015246,31.156339838454887,200.0
NSR:Quay:11022,NSR:Quay:11017,RUT:Line:79,79,bus,Ruter,60.0,280,200,201.4930664571737,3.3582177742862287,12.089583987430423,200.0
NSR:Quay:11017,NSR:Quay:11013,RUT:Line:79,79,bus,Ruter,60.0,280,200,223.93155220678614,3.732192536779769,13.435893132407168,200.0
NSR:Quay:11013,NSR:Quay:11406,RUT:Line:79,79,bus,Ruter,60.0,280,200,439.2732806703689,7.321221344506148,26.356396840222132,200.0
NSR:Quay:11406,NSR:Quay:11412,RUT:Line:79,79,bus,Ruter,60.0,280,200,197.28451078321908,3.288075179720318,11.837070646993144,200.0
NSR:Quay:11412,NSR:Quay:11415,RUT:Line:79,79,bus,Ruter,60.0,280,200,545.5684148558668,9.092806914264447,32.73410489135201,200.0
NSR:Quay:11415,NSR:Quay:11331,RUT:Line:79,79,bus,Ruter,60.0,280,200,200.87786313857316,3.3479643856428862,12.05267178831439,200.0
NSR:Quay:11331,NSR:Quay:11316,RUT:Line:79,79,bus,Ruter,60.0,280,200,313.15110790300105,5.219185131716684,18.789066474180064,200.0
NSR:Quay:11316,NSR:Quay:11326,RUT:Line:79,79,bus,Ruter,60.0,280,200,308.32725857415767,5.138787642902628,18.499635514449462,200.0
NSR:Quay:11326,NSR:Quay:11351,RUT:Line:79,79,bus,Ruter,60.0,280,200,265.10263240786367,4.418377206797728,15.90615794447182,200.0
NSR:Quay:11351,NSR:Quay:11347,RUT:Line:79,79,bus,Ruter,60.0,280,200,432.7478171554653,7.212463619257756,25.96486902932792,200.0
NSR:Quay:11347,NSR:Quay:11380,RUT:Line:79,79,bus,Ruter,60.0,280,200,509.55488014684965,8.492581335780828,30.573292808810983,200.0
NSR:Quay:11380,NSR:Quay:10375,RUT:Line:79,79,bus,Ruter,60.0,280,200,369.1278694486852,6.152131157478086,22.14767216692111,200.0
NSR:Quay:10375,NSR:Quay:10370,RUT:Line:79,79,bus,Ruter,60.0,280,200,332.4163133771924,5.5402718896198735,19.944978802631546,200.0
NSR:Quay:10370,NSR:Quay:10278,RUT:Line:79,79,bus,Ruter,60.0,280,200,339.4101312177293,5.6568355202954885,20.364607873063758,200.0
NSR:Quay:10278,NSR:Quay:10272,RUT:Line:79,79,bus,Ruter,60.0,280,200,360.5857056688708,6.009761761147846,21.635142340132248,200.0
NSR:Quay:10272,NSR:Quay:10282,RUT:Line:79,79,bus,Ruter,60.0,280,200,285.1643457283983,4.752739095473305,17.109860743703898,200.0
NSR:Quay:10282,NSR:Quay:10295,RUT:Line:79,79,bus,Ruter,60.0,280,200,496.26662500867974,8.271110416811329,29.775997500520784,200.0
NSR:Quay:10295,NSR:Quay:109484,RUT:Line:79,79,bus,Ruter,120.0,280,200,518.521633647987,4.321013613733225,15.55564900943961,200.0
NSR:Quay:109484,NSR:Quay:10312,RUT:Line:79,79,bus,Ruter,60.0,280,200,278.534264716984,4.642237745283067,16.71205588301904,200.0
NSR:Quay:10312,NSR:Quay:10316,RUT:Line:79,79,bus,Ruter,60.0,280,200,376.6929801949059,6.278216336581765,22.601578811694353,200.0
NSR:Quay:10316,NSR:Quay:10319,RUT:Line:79,79,bus,Ruter,60.0,280,200,505.4186354888509,8.423643924814181,30.325118129331052,200.0
NSR:Quay:10319,NSR:Quay:111000,RUT:Line:79,79,bus,Ruter,60.0,280,200,370.29097824813675,6.171516304135612,22.217458694888204,200.0
NSR:Quay:111000,NSR:Quay:10805,RUT:Line:79,79,bus,Ruter,120.0,280,200,446.916661491521,3.7243055124293414,13.40749984474563,200.0
NSR:Quay:10805,NSR:Quay:10683,RUT:Line:79,79,bus,Ruter,60.0,280,200,326.81290510608187,5.446881751768031,19.608774306364914,200.0
NSR:Quay:10683,NSR:Quay:10686,RUT:Line:79,79,bus,Ruter,120.0,280,200,472.1320777894136,3.9344339815784464,14.163962333682408,200.0
NSR:Quay:10686,NSR:Quay:10727,RUT:Line:79,79,bus,Ruter,60.0,280,200,271.3204234073265,4.522007056788775,16.27922540443959,200.0
NSR:Quay:11238,NSR:Quay:11283,RUT:Line:54,54,bus,Ruter,60.0,633,216,349.65344506252626,5.827557417708771,20.979206703751576,216.0
NSR:Quay:11283,NSR:Quay:11286,RUT:Line:54,54,bus,Ruter,120.0,633,216,320.82433056527145,2.673536088043929,9.624729916958145,216.0
NSR:Quay:11286,NSR:Quay:11431,RUT:Line:54,54,bus,Ruter,60.0,633,216,514.556366619671,8.575939443661184,30.873381997180264,216.0
NSR:Quay:11431,NSR:Quay:11425,RUT:Line:54,54,bus,Ruter,120.0,262,216,457.80227030094176,3.8150189191745145,13.734068109028252,216.0
NSR:Quay:11425,NSR:Quay:11413,RUT:Line:54,54,bus,Ruter,60.0,633,216,386.96833678460905,6.4494722797434845,23.218100207076546,216.0
NSR:Quay:11413,NSR:Quay:11356,RUT:Line:54,54,bus,Ruter,120.0,633,216,613.7968502336564,5.1149737519471365,18.41390550700969,216.0
NSR:Quay:11356,NSR:Quay:11363,RUT:Line:54,54,bus,Ruter,60.0,633,216,379.66622275460907,6.327770379243485,22.779973365276547,216.0
NSR:Quay:11363,NSR:Quay:11368,RUT:Line:54,54,bus,Ruter,60.0,633,216,384.65591750981906,6.410931958496985,23.079355050589147,216.0
NSR:Quay:11368,NSR:Quay:11718,RUT:Line:54,54,bus,Ruter,60.0,633,216,176.2870620108647,2.9381177001810785,10.577223720651883,216.0
NSR:Quay:11718,NSR:Quay:11703,RUT:Line:54,54,bus,Ruter,60.0,633,216,328.2763007477818,5.471271679129697,19.69657804486691,216.0
NSR:Quay:11703,NSR:Quay:11708,RUT:Line:54,54,bus,Ruter,60.0,633,216,374.5125552878762,6.241875921464603,22.47075331727257,216.0
NSR:Quay:11708,NSR:Quay:11713,RUT:Line:54,54,bus,Ruter,60.0,633,216,225.12831030679953,3.7521385051133254,13.507698618407971,216.0
NSR:Quay:11713,NSR:Quay:11689,RUT:Line:54,54,bus,Ruter,120.0,633,216,484.24914505360164,4.035409542113347,14.52747435160805,216.0
NSR:Quay:11689,NSR:Quay:11674,RUT:Line:54,54,bus,Ruter,120.0,633,216,433.0733972271277,3.608944976892731,12.992201916813832,216.0
NSR:Quay:11674,NSR:Quay:11565,RUT:Line:54,54,bus,Ruter,60.0,633,216,371.33311609311255,6.1888852682185425,22.279986965586755,216.0
NSR:Quay:11565,NSR:Quay:11549,RUT:Line:54,54,bus,Ruter,60.0,633,216,206.39786850559898,3.4399644750933165,12.38387211033594,216.0
NSR:Quay:11549,NSR:Quay:11554,RUT:Line:54,54,bus,Ruter,60.0,633,216,455.91131681039474,7.598521946839912,27.354679008623684,216.0
NSR:Quay:11554,NSR:Quay:11836,RUT:Line:54,54,bus,Ruter,120.0,633,216,448.49571149422604,3.737464262451884,13.454871344826783,216.0
NSR:Quay:11836,NSR:Quay:11828,RUT:Line:54,54,bus,Ruter,120.0,633,216,406.6831822354953,3.3890265186291275,12.20049546706486,216.0
