mode,experiment,graph,attack_type,run_id,removal_type,step,removed_nodes,node_removed,flow,flow_ratio
metro,exp1,oslo_only,random,19,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:11929']",,0,0.0
metro,exp1,oslo_only,random,19,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:11929', 'NSR:Quay:7184', 'NSR:Quay:7194']",,0,0.0
metro,exp1,oslo_only,random,19,cumulative,9,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:11929', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,targeted,0,single,1,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,targeted,0,single,2,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,targeted,0,single,3,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,targeted,0,single,4,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,targeted,0,single,5,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,targeted,0,single,6,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,targeted,0,single,7,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,targeted,0,single,8,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,targeted,0,cumulative,1,['NSR:Quay:7193'],,476000.0,0.10519383511087342
metro,exp1,extended,targeted,0,cumulative,2,"['NSR:Quay:7184', 'NSR:Quay:7193']",,128000.0,0.02828741784494075
metro,exp1,extended,targeted,0,cumulative,3,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7193']",,128000.0,0.02828741784494075
metro,exp1,extended,targeted,0,cumulative,4,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193']",,128000.0,0.02828741784494075
metro,exp1,extended,targeted,0,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,targeted,0,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:7258']",,128000.0,0.02828741784494075
metro,exp1,extended,targeted,0,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,targeted,0,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,0,single,1,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,0,single,2,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,0,single,3,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,0,single,4,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,0,single,5,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,0,single,6,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,0,single,7,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,0,single,8,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,0,cumulative,1,['NSR:Quay:7184'],,128000.0,0.02828741784494075
metro,exp1,extended,random,0,cumulative,2,"['NSR:Quay:7184', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,random,0,cumulative,3,"['NSR:Quay:7184', 'NSR:Quay:7183', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,random,0,cumulative,4,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,random,0,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,random,0,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:7258']",,128000.0,0.02828741784494075
metro,exp1,extended,random,0,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,0,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,1,single,1,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,1,single,2,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,1,single,3,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,1,single,4,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,1,single,5,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,1,single,6,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,1,single,7,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,1,single,8,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,1,cumulative,1,['NSR:Quay:7258'],,341600.0,0.07549204637368563
metro,exp1,extended,random,1,cumulative,2,"['NSR:Quay:7258', 'NSR:Quay:7183']",,341600.0,0.07549204637368563
metro,exp1,extended,random,1,cumulative,3,"['NSR:Quay:7258', 'NSR:Quay:7183', 'NSR:Quay:7193']",,341600.0,0.07549204637368563
metro,exp1,extended,random,1,cumulative,4,"['NSR:Quay:7258', 'NSR:Quay:11897', 'NSR:Quay:7183', 'NSR:Quay:7193']",,213600.0,0.04720462852874488
metro,exp1,extended,random,1,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,1,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,1,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,1,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,2,single,1,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,2,single,2,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,2,single,3,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,2,single,4,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,2,single,5,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,2,single,6,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,2,single,7,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,2,single,8,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,2,cumulative,1,['NSR:Quay:7193'],,476000.0,0.10519383511087342
metro,exp1,extended,random,2,cumulative,2,"['NSR:Quay:7184', 'NSR:Quay:7193']",,128000.0,0.02828741784494075
metro,exp1,extended,random,2,cumulative,3,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7193']",,128000.0,0.02828741784494075
metro,exp1,extended,random,2,cumulative,4,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193']",,128000.0,0.02828741784494075
metro,exp1,extended,random,2,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,2,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,2,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,2,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,3,single,1,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,3,single,2,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,3,single,3,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,3,single,4,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,3,single,5,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,3,single,6,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,3,single,7,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,3,single,8,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,3,cumulative,1,['NSR:Quay:11928'],,348000.0,0.07690641726593267
metro,exp1,extended,random,3,cumulative,2,"['NSR:Quay:7184', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,3,cumulative,3,"['NSR:Quay:7184', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,3,cumulative,4,"['NSR:Quay:7184', 'NSR:Quay:7183', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,3,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,3,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,3,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,3,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,4,single,1,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,4,single,2,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,4,single,3,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,4,single,4,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,4,single,5,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,4,single,6,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,4,single,7,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,4,single,8,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,4,cumulative,1,['NSR:Quay:7258'],,341600.0,0.07549204637368563
metro,exp1,extended,random,4,cumulative,2,"['NSR:Quay:7258', 'NSR:Quay:11897']",,213600.0,0.04720462852874488
metro,exp1,extended,random,4,cumulative,3,"['NSR:Quay:7258', 'NSR:Quay:11897', 'NSR:Quay:7255']",,0,0.0
metro,exp1,extended,random,4,cumulative,4,"['NSR:Quay:7258', 'NSR:Quay:11897', 'NSR:Quay:7193', 'NSR:Quay:7255']",,0,0.0
metro,exp1,extended,random,4,cumulative,5,"['NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,4,cumulative,6,"['NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,4,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,4,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,5,single,1,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,5,single,2,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,5,single,3,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,5,single,4,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,5,single,5,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,5,single,6,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,5,single,7,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,5,single,8,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,5,cumulative,1,['NSR:Quay:11928'],,348000.0,0.07690641726593267
metro,exp1,extended,random,5,cumulative,2,"['NSR:Quay:7255', 'NSR:Quay:11928']",,134400.0,0.02970178873718779
metro,exp1,extended,random,5,cumulative,3,"['NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,134400.0,0.02970178873718779
metro,exp1,extended,random,5,cumulative,4,"['NSR:Quay:7184', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,5,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,5,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,5,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,5,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,6,single,1,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,6,single,2,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,6,single,3,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,6,single,4,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,6,single,5,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,6,single,6,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,6,single,7,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,6,single,8,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,6,cumulative,1,['NSR:Quay:7183'],,476000.0,0.10519383511087342
metro,exp1,extended,random,6,cumulative,2,"['NSR:Quay:7183', 'NSR:Quay:7255']",,262400.0,0.05798920658212854
metro,exp1,extended,random,6,cumulative,3,"['NSR:Quay:7184', 'NSR:Quay:7183', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,random,6,cumulative,4,"['NSR:Quay:7184', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,random,6,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255']",,128000.0,0.02828741784494075
metro,exp1,extended,random,6,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255']",,0,0.0
metro,exp1,extended,random,6,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,6,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,7,single,1,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,7,single,2,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,7,single,3,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,7,single,4,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,7,single,5,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,7,single,6,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,7,single,7,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,7,single,8,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,7,cumulative,1,['NSR:Quay:11897'],,348000.0,0.07690641726593267
metro,exp1,extended,random,7,cumulative,2,"['NSR:Quay:11897', 'NSR:Quay:7183']",,348000.0,0.07690641726593267
metro,exp1,extended,random,7,cumulative,3,"['NSR:Quay:11897', 'NSR:Quay:7183', 'NSR:Quay:11928']",,348000.0,0.07690641726593267
metro,exp1,extended,random,7,cumulative,4,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7183', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,7,cumulative,5,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,7,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,7,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,7,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,8,single,1,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,8,single,2,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,8,single,3,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,8,single,4,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,8,single,5,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,8,single,6,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,8,single,7,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,8,single,8,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,8,cumulative,1,['NSR:Quay:7183'],,476000.0,0.10519383511087342
metro,exp1,extended,random,8,cumulative,2,"['NSR:Quay:7183', 'NSR:Quay:11928']",,348000.0,0.07690641726593267
metro,exp1,extended,random,8,cumulative,3,"['NSR:Quay:7183', 'NSR:Quay:7255', 'NSR:Quay:11928']",,134400.0,0.02970178873718779
metro,exp1,extended,random,8,cumulative,4,"['NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7255', 'NSR:Quay:11928']",,134400.0,0.02970178873718779
metro,exp1,extended,random,8,cumulative,5,"['NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7255', 'NSR:Quay:11928']",,134400.0,0.02970178873718779
metro,exp1,extended,random,8,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,8,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,0,0.0
metro,exp1,extended,random,8,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,9,single,1,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,9,single,2,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,9,single,3,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,9,single,4,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,9,single,5,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,9,single,6,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,9,single,7,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,9,single,8,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,9,cumulative,1,['NSR:Quay:7194'],,476000.0,0.10519383511087342
metro,exp1,extended,random,9,cumulative,2,"['NSR:Quay:7258', 'NSR:Quay:7194']",,341600.0,0.07549204637368563
metro,exp1,extended,random,9,cumulative,3,"['NSR:Quay:7258', 'NSR:Quay:7194', 'NSR:Quay:11928']",,213600.0,0.04720462852874488
metro,exp1,extended,random,9,cumulative,4,"['NSR:Quay:7258', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:11928']",,213600.0,0.04720462852874488
metro,exp1,extended,random,9,cumulative,5,"['NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:11928', 'NSR:Quay:7258']",,213600.0,0.04720462852874488
metro,exp1,extended,random,9,cumulative,6,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,9,cumulative,7,"['NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194', 'NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:11928', 'NSR:Quay:7258']",,0,0.0
metro,exp1,extended,random,9,cumulative,8,"['NSR:Quay:7183', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928', 'NSR:Quay:7258', 'NSR:Quay:7184', 'NSR:Quay:11897', 'NSR:Quay:7194']",,0,0.0
metro,exp1,extended,random,10,single,1,NSR:Quay:7255,NSR:Quay:7255,262400.0,0.05798920658212854
metro,exp1,extended,random,10,single,2,NSR:Quay:7193,NSR:Quay:7193,476000.0,0.10519383511087342
metro,exp1,extended,random,10,single,3,NSR:Quay:11928,NSR:Quay:11928,348000.0,0.07690641726593267
metro,exp1,extended,random,10,single,4,NSR:Quay:11897,NSR:Quay:11897,348000.0,0.07690641726593267
metro,exp1,extended,random,10,single,5,NSR:Quay:7194,NSR:Quay:7194,476000.0,0.10519383511087342
metro,exp1,extended,random,10,single,6,NSR:Quay:7258,NSR:Quay:7258,341600.0,0.07549204637368563
metro,exp1,extended,random,10,single,7,NSR:Quay:7183,NSR:Quay:7183,476000.0,0.10519383511087342
metro,exp1,extended,random,10,single,8,NSR:Quay:7184,NSR:Quay:7184,128000.0,0.02828741784494075
metro,exp1,extended,random,10,cumulative,1,['NSR:Quay:7255'],,262400.0,0.05798920658212854
metro,exp1,extended,random,10,cumulative,2,"['NSR:Quay:7193', 'NSR:Quay:7255']",,262400.0,0.05798920658212854
metro,exp1,extended,random,10,cumulative,3,"['NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,134400.0,0.02970178873718779
metro,exp1,extended,random,10,cumulative,4,"['NSR:Quay:11897', 'NSR:Quay:7193', 'NSR:Quay:7255', 'NSR:Quay:11928']",,134400.0,0.02970178873718779
