mode,experiment,graph,attack_type,run_id,removal_type,step,removed_nodes,node_removed,flow,flow_ratio
bus,exp1,oslo_only,random,14,single,7,NSR:Quay:11963,NSR:Quay:11963,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,14,single,8,NSR:Quay:11975,NSR:Quay:11975,132450.0,0.03482969083225737
bus,exp1,oslo_only,random,14,single,9,NSR:Quay:11827,NSR:Quay:11827,138050.0,0.036302293842152736
bus,exp1,oslo_only,random,14,single,10,NSR:Quay:104028,NSR:Quay:104028,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,14,cumulative,1,['NSR:Quay:12053'],,136250.0,0.03582895716040065
bus,exp1,oslo_only,random,14,cumulative,2,"['NSR:Quay:12053', 'NSR:Quay:105306']",,125400.0,0.03297578882872838
bus,exp1,oslo_only,random,14,cumulative,3,"['NSR:Quay:12053', 'NSR:Quay:105306', 'NSR:Quay:12149']",,115800.0,0.03045132652605061
bus,exp1,oslo_only,random,14,cumulative,4,"['NSR:Quay:12053', 'NSR:Quay:11979', 'NSR:Quay:105306', 'NSR:Quay:12149']",,107800.0,0.0283476079404858
bus,exp1,oslo_only,random,14,cumulative,5,"['NSR:Quay:105306', 'NSR:Quay:12053', 'NSR:Quay:11979', 'NSR:Quay:12149', 'NSR:Quay:11976']",,107800.0,0.0283476079404858
bus,exp1,oslo_only,random,14,cumulative,6,"['NSR:Quay:105306', 'NSR:Quay:12053', 'NSR:Quay:11979', 'NSR:Quay:12149', 'NSR:Quay:11980', 'NSR:Quay:11976']",,107800.0,0.0283476079404858
bus,exp1,oslo_only,random,14,cumulative,7,"['NSR:Quay:105306', 'NSR:Quay:12053', 'NSR:Quay:11979', 'NSR:Quay:12149', 'NSR:Quay:11980', 'NSR:Quay:11963', 'NSR:Quay:11976']",,107800.0,0.0283476079404858
bus,exp1,oslo_only,random,14,cumulative,8,"['NSR:Quay:12149', 'NSR:Quay:11980', 'NSR:Quay:11963', 'NSR:Quay:11976', 'NSR:Quay:12053', 'NSR:Quay:11979', 'NSR:Quay:105306', 'NSR:Quay:11975']",,99600.0,0.026191296390281872
bus,exp1,oslo_only,random,14,cumulative,9,"['NSR:Quay:12149', 'NSR:Quay:11827', 'NSR:Quay:11980', 'NSR:Quay:11963', 'NSR:Quay:11976', 'NSR:Quay:12053', 'NSR:Quay:11979', 'NSR:Quay:105306', 'NSR:Quay:11975']",,97000.0,0.02550758784997331
bus,exp1,oslo_only,random,14,cumulative,10,"['NSR:Quay:12149', 'NSR:Quay:11827', 'NSR:Quay:11980', 'NSR:Quay:11963', 'NSR:Quay:11976', 'NSR:Quay:104028', 'NSR:Quay:12053', 'NSR:Quay:11979', 'NSR:Quay:105306', 'NSR:Quay:11975']",,97000.0,0.02550758784997331
bus,exp1,oslo_only,random,15,single,1,NSR:Quay:102697,NSR:Quay:102697,133850.0,0.03519784158473121
bus,exp1,oslo_only,random,15,single,2,NSR:Quay:12036,NSR:Quay:12036,129900.0,0.03415913053310859
bus,exp1,oslo_only,random,15,single,3,NSR:Quay:11985,NSR:Quay:11985,138750.0,0.03648636921838966
bus,exp1,oslo_only,random,15,single,4,NSR:Quay:11143,NSR:Quay:11143,132400.0,0.034816542591097586
bus,exp1,oslo_only,random,15,single,5,NSR:Quay:11983,NSR:Quay:11983,139950.0,0.03680192700622438
bus,exp1,oslo_only,random,15,single,6,NSR:Quay:101465,NSR:Quay:101465,102250.0,0.026888153171750216
bus,exp1,oslo_only,random,15,single,7,NSR:Quay:7203,NSR:Quay:7203,132050.0,0.034724504902979125
bus,exp1,oslo_only,random,15,single,8,NSR:Quay:104022,NSR:Quay:104022,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,15,single,9,NSR:Quay:11830,NSR:Quay:11830,129950.0,0.034172278774268365
bus,exp1,oslo_only,random,15,single,10,NSR:Quay:7202,NSR:Quay:7202,138600.0,0.03644692449491031
bus,exp1,oslo_only,random,15,cumulative,1,['NSR:Quay:102697'],,133850.0,0.03519784158473121
bus,exp1,oslo_only,random,15,cumulative,2,"['NSR:Quay:102697', 'NSR:Quay:12036']",,123100.0,0.0323709697353785
bus,exp1,oslo_only,random,15,cumulative,3,"['NSR:Quay:102697', 'NSR:Quay:12036', 'NSR:Quay:11985']",,121200.0,0.031871336571306856
bus,exp1,oslo_only,random,15,cumulative,4,"['NSR:Quay:102697', 'NSR:Quay:12036', 'NSR:Quay:11143', 'NSR:Quay:11985']",,112950.0,0.029701876779943147
bus,exp1,oslo_only,random,15,cumulative,5,"['NSR:Quay:102697', 'NSR:Quay:11143', 'NSR:Quay:12036', 'NSR:Quay:11985', 'NSR:Quay:11983']",,112250.0,0.029517801403706228
bus,exp1,oslo_only,random,15,cumulative,6,"['NSR:Quay:102697', 'NSR:Quay:11143', 'NSR:Quay:12036', 'NSR:Quay:11985', 'NSR:Quay:11983', 'NSR:Quay:101465']",,75750.0,0.019919585357066786
bus,exp1,oslo_only,random,15,cumulative,7,"['NSR:Quay:102697', 'NSR:Quay:11143', 'NSR:Quay:7203', 'NSR:Quay:12036', 'NSR:Quay:11985', 'NSR:Quay:11983', 'NSR:Quay:101465']",,67150.0,0.017658087877584615
bus,exp1,oslo_only,random,15,cumulative,8,"['NSR:Quay:102697', 'NSR:Quay:11143', 'NSR:Quay:11985', 'NSR:Quay:11983', 'NSR:Quay:7203', 'NSR:Quay:12036', 'NSR:Quay:104022', 'NSR:Quay:101465']",,67150.0,0.017658087877584615
bus,exp1,oslo_only,random,15,cumulative,9,"['NSR:Quay:102697', 'NSR:Quay:11143', 'NSR:Quay:11985', 'NSR:Quay:11983', 'NSR:Quay:7203', 'NSR:Quay:12036', 'NSR:Quay:11830', 'NSR:Quay:104022', 'NSR:Quay:101465']",,56450.0,0.014844364269391683
bus,exp1,oslo_only,random,15,cumulative,10,"['NSR:Quay:102697', 'NSR:Quay:11143', 'NSR:Quay:11985', 'NSR:Quay:11983', 'NSR:Quay:7203', 'NSR:Quay:7202', 'NSR:Quay:12036', 'NSR:Quay:11830', 'NSR:Quay:104022', 'NSR:Quay:101465']",,56200.0,0.014778623063592783
bus,exp1,oslo_only,random,16,single,1,NSR:Quay:11970,NSR:Quay:11970,133800.0,0.03518469334357143
bus,exp1,oslo_only,random,16,single,2,NSR:Quay:10839,NSR:Quay:10839,139500.0,0.03668359283578636
bus,exp1,oslo_only,random,16,single,3,NSR:Quay:11971,NSR:Quay:11971,136150.0,0.03580266067808109
bus,exp1,oslo_only,random,16,single,4,NSR:Quay:104028,NSR:Quay:104028,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,16,single,5,NSR:Quay:11975,NSR:Quay:11975,132450.0,0.03482969083225737
bus,exp1,oslo_only,random,16,single,6,NSR:Quay:102541,NSR:Quay:102541,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,16,single,7,NSR:Quay:7699,NSR:Quay:7699,137100.0,0.036052477260116914
bus,exp1,oslo_only,random,16,single,8,NSR:Quay:7170,NSR:Quay:7170,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,16,single,9,NSR:Quay:11991,NSR:Quay:11991,139850.0,0.03677563052390482
bus,exp1,oslo_only,random,16,single,10,NSR:Quay:11037,NSR:Quay:11037,139950.0,0.03680192700622438
bus,exp1,oslo_only,random,16,cumulative,1,['NSR:Quay:11970'],,133800.0,0.03518469334357143
bus,exp1,oslo_only,random,16,cumulative,2,"['NSR:Quay:10839', 'NSR:Quay:11970']",,132650.0,0.034882283796896486
bus,exp1,oslo_only,random,16,cumulative,3,"['NSR:Quay:10839', 'NSR:Quay:11970', 'NSR:Quay:11971']",,128150.0,0.03369894209251628
bus,exp1,oslo_only,random,16,cumulative,4,"['NSR:Quay:10839', 'NSR:Quay:11970', 'NSR:Quay:11971', 'NSR:Quay:104028']",,128150.0,0.03369894209251628
bus,exp1,oslo_only,random,16,cumulative,5,"['NSR:Quay:10839', 'NSR:Quay:104028', 'NSR:Quay:11971', 'NSR:Quay:11970', 'NSR:Quay:11975']",,119950.0,0.03154263054231236
bus,exp1,oslo_only,random,16,cumulative,6,"['NSR:Quay:10839', 'NSR:Quay:104028', 'NSR:Quay:11971', 'NSR:Quay:11970', 'NSR:Quay:102541', 'NSR:Quay:11975']",,119950.0,0.03154263054231236
bus,exp1,oslo_only,random,16,cumulative,7,"['NSR:Quay:10839', 'NSR:Quay:104028', 'NSR:Quay:11971', 'NSR:Quay:11975', 'NSR:Quay:11970', 'NSR:Quay:102541', 'NSR:Quay:7699']",,116400.0,0.03060910541996797
bus,exp1,oslo_only,random,16,cumulative,8,"['NSR:Quay:10839', 'NSR:Quay:7170', 'NSR:Quay:11971', 'NSR:Quay:104028', 'NSR:Quay:11970', 'NSR:Quay:102541', 'NSR:Quay:7699', 'NSR:Quay:11975']",,116400.0,0.03060910541996797
bus,exp1,oslo_only,random,16,cumulative,9,"['NSR:Quay:10839', 'NSR:Quay:7170', 'NSR:Quay:11971', 'NSR:Quay:104028', 'NSR:Quay:11991', 'NSR:Quay:11970', 'NSR:Quay:102541', 'NSR:Quay:7699', 'NSR:Quay:11975']",,115600.0,0.03039873356141149
bus,exp1,oslo_only,random,16,cumulative,10,"['NSR:Quay:10839', 'NSR:Quay:7170', 'NSR:Quay:11971', 'NSR:Quay:104028', 'NSR:Quay:11991', 'NSR:Quay:11037', 'NSR:Quay:11970', 'NSR:Quay:102541', 'NSR:Quay:7699', 'NSR:Quay:11975']",,114900.0,0.03021465818517457
bus,exp1,oslo_only,random,17,single,1,NSR:Quay:7176,NSR:Quay:7176,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,17,single,2,NSR:Quay:7202,NSR:Quay:7202,138600.0,0.03644692449491031
bus,exp1,oslo_only,random,17,single,3,NSR:Quay:104023,NSR:Quay:104023,140050.0,0.036828223488543935
bus,exp1,oslo_only,random,17,single,4,NSR:Quay:11970,NSR:Quay:11970,133800.0,0.03518469334357143
bus,exp1,oslo_only,random,17,single,5,NSR:Quay:12053,NSR:Quay:12053,136250.0,0.03582895716040065
bus,exp1,oslo_only,random,17,single,6,NSR:Quay:7170,NSR:Quay:7170,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,17,single,7,NSR:Quay:101886,NSR:Quay:101886,139800.0,0.036762482282745035
bus,exp1,oslo_only,random,17,single,8,NSR:Quay:11980,NSR:Quay:11980,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,17,single,9,NSR:Quay:104028,NSR:Quay:104028,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,17,single,10,NSR:Quay:11967,NSR:Quay:11967,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,17,cumulative,1,['NSR:Quay:7176'],,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,17,cumulative,2,"['NSR:Quay:7176', 'NSR:Quay:7202']",,138600.0,0.03644692449491031
bus,exp1,oslo_only,random,17,cumulative,3,"['NSR:Quay:7176', 'NSR:Quay:7202', 'NSR:Quay:104023']",,138000.0,0.03628914560099296
bus,exp1,oslo_only,random,17,cumulative,4,"['NSR:Quay:11970', 'NSR:Quay:7176', 'NSR:Quay:7202', 'NSR:Quay:104023']",,131150.0,0.03448783656210309
bus,exp1,oslo_only,random,17,cumulative,5,"['NSR:Quay:12053', 'NSR:Quay:7176', 'NSR:Quay:104023', 'NSR:Quay:11970', 'NSR:Quay:7202']",,126750.0,0.033330791340042444
bus,exp1,oslo_only,random,17,cumulative,6,"['NSR:Quay:12053', 'NSR:Quay:7176', 'NSR:Quay:7170', 'NSR:Quay:104023', 'NSR:Quay:11970', 'NSR:Quay:7202']",,126750.0,0.033330791340042444
bus,exp1,oslo_only,random,17,cumulative,7,"['NSR:Quay:12053', 'NSR:Quay:7176', 'NSR:Quay:7170', 'NSR:Quay:104023', 'NSR:Quay:101886', 'NSR:Quay:11970', 'NSR:Quay:7202']",,126750.0,0.033330791340042444
bus,exp1,oslo_only,random,17,cumulative,8,"['NSR:Quay:7170', 'NSR:Quay:104023', 'NSR:Quay:101886', 'NSR:Quay:11980', 'NSR:Quay:7202', 'NSR:Quay:12053', 'NSR:Quay:7176', 'NSR:Quay:11970']",,126750.0,0.033330791340042444
bus,exp1,oslo_only,random,17,cumulative,9,"['NSR:Quay:7170', 'NSR:Quay:104023', 'NSR:Quay:101886', 'NSR:Quay:11980', 'NSR:Quay:7202', 'NSR:Quay:104028', 'NSR:Quay:12053', 'NSR:Quay:7176', 'NSR:Quay:11970']",,126750.0,0.033330791340042444
bus,exp1,oslo_only,random,17,cumulative,10,"['NSR:Quay:11967', 'NSR:Quay:7170', 'NSR:Quay:104023', 'NSR:Quay:101886', 'NSR:Quay:11980', 'NSR:Quay:7202', 'NSR:Quay:104028', 'NSR:Quay:12053', 'NSR:Quay:7176', 'NSR:Quay:11970']",,126750.0,0.033330791340042444
bus,exp1,oslo_only,random,18,single,1,NSR:Quay:11967,NSR:Quay:11967,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,18,single,2,NSR:Quay:104410,NSR:Quay:104410,140600.0,0.03697285414130152
bus,exp1,oslo_only,random,18,single,3,NSR:Quay:11962,NSR:Quay:11962,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,18,single,4,NSR:Quay:102673,NSR:Quay:102673,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,18,single,5,NSR:Quay:11979,NSR:Quay:11979,132650.0,0.034882283796896486
bus,exp1,oslo_only,random,18,single,6,NSR:Quay:7210,NSR:Quay:7210,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,18,single,7,NSR:Quay:7176,NSR:Quay:7176,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,18,single,8,NSR:Quay:7638,NSR:Quay:7638,133850.0,0.03519784158473121
bus,exp1,oslo_only,random,18,single,9,NSR:Quay:101886,NSR:Quay:101886,139800.0,0.036762482282745035
bus,exp1,oslo_only,random,18,single,10,NSR:Quay:7175,NSR:Quay:7175,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,18,cumulative,1,['NSR:Quay:11967'],,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,18,cumulative,2,"['NSR:Quay:104410', 'NSR:Quay:11967']",,140600.0,0.03697285414130152
bus,exp1,oslo_only,random,18,cumulative,3,"['NSR:Quay:104410', 'NSR:Quay:11967', 'NSR:Quay:11962']",,140600.0,0.03697285414130152
bus,exp1,oslo_only,random,18,cumulative,4,"['NSR:Quay:104410', 'NSR:Quay:11967', 'NSR:Quay:102673', 'NSR:Quay:11962']",,140600.0,0.03697285414130152
bus,exp1,oslo_only,random,18,cumulative,5,"['NSR:Quay:11967', 'NSR:Quay:11979', 'NSR:Quay:104410', 'NSR:Quay:11962', 'NSR:Quay:102673']",,132600.0,0.03486913555573671
bus,exp1,oslo_only,random,18,cumulative,6,"['NSR:Quay:11967', 'NSR:Quay:11979', 'NSR:Quay:7210', 'NSR:Quay:104410', 'NSR:Quay:11962', 'NSR:Quay:102673']",,132600.0,0.03486913555573671
bus,exp1,oslo_only,random,18,cumulative,7,"['NSR:Quay:11967', 'NSR:Quay:7176', 'NSR:Quay:11979', 'NSR:Quay:7210', 'NSR:Quay:104410', 'NSR:Quay:11962', 'NSR:Quay:102673']",,132600.0,0.03486913555573671
bus,exp1,oslo_only,random,18,cumulative,8,"['NSR:Quay:11967', 'NSR:Quay:104410', 'NSR:Quay:102673', 'NSR:Quay:11962', 'NSR:Quay:7176', 'NSR:Quay:11979', 'NSR:Quay:7210', 'NSR:Quay:7638']",,125800.0,0.03308097475800662
bus,exp1,oslo_only,random,18,cumulative,9,"['NSR:Quay:11967', 'NSR:Quay:104410', 'NSR:Quay:102673', 'NSR:Quay:101886', 'NSR:Quay:11962', 'NSR:Quay:7176', 'NSR:Quay:11979', 'NSR:Quay:7210', 'NSR:Quay:7638']",,124950.0,0.03285745465829036
bus,exp1,oslo_only,random,18,cumulative,10,"['NSR:Quay:11967', 'NSR:Quay:104410', 'NSR:Quay:102673', 'NSR:Quay:101886', 'NSR:Quay:11962', 'NSR:Quay:7176', 'NSR:Quay:11979', 'NSR:Quay:7175', 'NSR:Quay:7210', 'NSR:Quay:7638']",,124950.0,0.03285745465829036
bus,exp1,oslo_only,random,19,single,1,NSR:Quay:11939,NSR:Quay:11939,122500.0,0.03221319084146114
bus,exp1,oslo_only,random,19,single,2,NSR:Quay:104023,NSR:Quay:104023,140050.0,0.036828223488543935
bus,exp1,oslo_only,random,19,single,3,NSR:Quay:11977,NSR:Quay:11977,140050.0,0.036828223488543935
bus,exp1,oslo_only,random,19,single,4,NSR:Quay:7699,NSR:Quay:7699,137100.0,0.036052477260116914
bus,exp1,oslo_only,random,19,single,5,NSR:Quay:104029,NSR:Quay:104029,122200.0,0.032134301394502456
bus,exp1,oslo_only,random,19,single,6,NSR:Quay:104028,NSR:Quay:104028,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,19,single,7,NSR:Quay:7169,NSR:Quay:7169,115350.0,0.03033299235561259
bus,exp1,oslo_only,random,19,single,8,NSR:Quay:7202,NSR:Quay:7202,138600.0,0.03644692449491031
bus,exp1,oslo_only,random,19,single,9,NSR:Quay:11142,NSR:Quay:11142,129200.0,0.033975055156871665
bus,exp1,oslo_only,random,19,single,10,NSR:Quay:11980,NSR:Quay:11980,140650.0,0.036986002382461296
bus,exp1,oslo_only,random,19,cumulative,1,['NSR:Quay:11939'],,122500.0,0.03221319084146114
bus,exp1,oslo_only,random,19,cumulative,2,"['NSR:Quay:104023', 'NSR:Quay:11939']",,121900.0,0.03205541194754378
bus,exp1,oslo_only,random,19,cumulative,3,"['NSR:Quay:104023', 'NSR:Quay:11939', 'NSR:Quay:11977']",,121300.0,0.03189763305362642
bus,exp1,oslo_only,random,19,cumulative,4,"['NSR:Quay:104023', 'NSR:Quay:7699', 'NSR:Quay:11939', 'NSR:Quay:11977']",,117750.0,0.030964107931282032
bus,exp1,oslo_only,random,19,cumulative,5,"['NSR:Quay:104029', 'NSR:Quay:104023', 'NSR:Quay:7699', 'NSR:Quay:11939', 'NSR:Quay:11977']",,117450.0,0.03088521848432335
bus,exp1,oslo_only,random,19,cumulative,6,"['NSR:Quay:104028', 'NSR:Quay:104029', 'NSR:Quay:104023', 'NSR:Quay:7699', 'NSR:Quay:11939', 'NSR:Quay:11977']",,117450.0,0.03088521848432335
bus,exp1,oslo_only,random,19,cumulative,7,"['NSR:Quay:104028', 'NSR:Quay:104029', 'NSR:Quay:104023', 'NSR:Quay:7169', 'NSR:Quay:7699', 'NSR:Quay:11939', 'NSR:Quay:11977']",,92150.0,0.024232208457474643
bus,exp1,oslo_only,random,19,cumulative,8,"['NSR:Quay:104023', 'NSR:Quay:7202', 'NSR:Quay:11977', 'NSR:Quay:104028', 'NSR:Quay:104029', 'NSR:Quay:7169', 'NSR:Quay:11939', 'NSR:Quay:7699']",,90100.0,0.02369313056992366
bus,exp1,oslo_only,random,19,cumulative,9,"['NSR:Quay:104023', 'NSR:Quay:11142', 'NSR:Quay:7202', 'NSR:Quay:11977', 'NSR:Quay:104028', 'NSR:Quay:104029', 'NSR:Quay:7169', 'NSR:Quay:11939', 'NSR:Quay:7699']",,90100.0,0.02369313056992366
bus,exp1,oslo_only,random,19,cumulative,10,"['NSR:Quay:104023', 'NSR:Quay:11980', 'NSR:Quay:11142', 'NSR:Quay:7202', 'NSR:Quay:11977', 'NSR:Quay:104028', 'NSR:Quay:104029', 'NSR:Quay:7169', 'NSR:Quay:11939', 'NSR:Quay:7699']",,90100.0,0.02369313056992366
bus,exp1,extended,targeted,0,single,1,NSR:Quay:11991,NSR:Quay:11991,142000.0,0.03138135417173114
bus,exp1,extended,targeted,0,single,2,NSR:Quay:11987,NSR:Quay:11987,142800.0,0.031558150533262025
bus,exp1,extended,targeted,0,single,3,NSR:Quay:11971,NSR:Quay:11971,138300.0,0.03056367099965083
bus,exp1,extended,targeted,0,single,4,NSR:Quay:11970,NSR:Quay:11970,135950.0,0.03004433168765387
bus,exp1,extended,targeted,0,single,5,NSR:Quay:11962,NSR:Quay:11962,142800.0,0.031558150533262025
bus,exp1,extended,targeted,0,single,6,NSR:Quay:11963,NSR:Quay:11963,142800.0,0.031558150533262025
bus,exp1,extended,targeted,0,single,7,NSR:Quay:11992,NSR:Quay:11992,141400.0,0.031248756900582986
bus,exp1,extended,targeted,0,single,8,NSR:Quay:11983,NSR:Quay:11983,142100.0,0.031403453716922505
bus,exp1,extended,targeted,0,single,9,NSR:Quay:12002,NSR:Quay:12002,142100.0,0.031403453716922505
bus,exp1,extended,targeted,0,single,10,NSR:Quay:11973,NSR:Quay:11973,139950.0,0.030928313495308266
bus,exp1,extended,targeted,0,cumulative,1,['NSR:Quay:11991'],,142000.0,0.03138135417173114
bus,exp1,extended,targeted,0,cumulative,2,"['NSR:Quay:11991', 'NSR:Quay:11987']",,142000.0,0.03138135417173114
bus,exp1,extended,targeted,0,cumulative,3,"['NSR:Quay:11991', 'NSR:Quay:11987', 'NSR:Quay:11971']",,137500.0,0.030386874638119947
bus,exp1,extended,targeted,0,cumulative,4,"['NSR:Quay:11970', 'NSR:Quay:11991', 'NSR:Quay:11987', 'NSR:Quay:11971']",,130650.0,0.02887305579251179
bus,exp1,extended,targeted,0,cumulative,5,"['NSR:Quay:11991', 'NSR:Quay:11987', 'NSR:Quay:11971', 'NSR:Quay:11970', 'NSR:Quay:11962']",,130650.0,0.02887305579251179
bus,exp1,extended,targeted,0,cumulative,6,"['NSR:Quay:11991', 'NSR:Quay:11987', 'NSR:Quay:11971', 'NSR:Quay:11963', 'NSR:Quay:11970', 'NSR:Quay:11962']",,130650.0,0.02887305579251179
bus,exp1,extended,targeted,0,cumulative,7,"['NSR:Quay:11991', 'NSR:Quay:11987', 'NSR:Quay:11971', 'NSR:Quay:11963', 'NSR:Quay:11970', 'NSR:Quay:11992', 'NSR:Quay:11962']",,129250.0,0.02856366215983275
bus,exp1,extended,targeted,0,cumulative,8,"['NSR:Quay:11987', 'NSR:Quay:11971', 'NSR:Quay:11983', 'NSR:Quay:11963', 'NSR:Quay:11962', 'NSR:Quay:11991', 'NSR:Quay:11970', 'NSR:Quay:11992']",,128550.0,0.02840896534349323
bus,exp1,extended,targeted,0,cumulative,9,"['NSR:Quay:11987', 'NSR:Quay:11971', 'NSR:Quay:11983', 'NSR:Quay:11963', 'NSR:Quay:11962', 'NSR:Quay:11991', 'NSR:Quay:12002', 'NSR:Quay:11970', 'NSR:Quay:11992']",,127850.0,0.028254268527153712
bus,exp1,extended,targeted,0,cumulative,10,"['NSR:Quay:11987', 'NSR:Quay:11971', 'NSR:Quay:11983', 'NSR:Quay:11963', 'NSR:Quay:11973', 'NSR:Quay:11962', 'NSR:Quay:11991', 'NSR:Quay:12002', 'NSR:Quay:11970', 'NSR:Quay:11992']",,125000.0,0.027624431489199953
bus,exp1,extended,random,0,single,1,NSR:Quay:12036,NSR:Quay:12036,132050.0,0.02918244942519083
bus,exp1,extended,random,0,single,2,NSR:Quay:11939,NSR:Quay:11939,124650.0,0.027547083081030193
bus,exp1,extended,random,0,single,3,NSR:Quay:104022,NSR:Quay:104022,142800.0,0.031558150533262025
bus,exp1,extended,random,0,single,4,NSR:Quay:7210,NSR:Quay:7210,142800.0,0.031558150533262025
bus,exp1,extended,random,0,single,5,NSR:Quay:101465,NSR:Quay:101465,104400.0,0.0230719251797798
bus,exp1,extended,random,0,single,6,NSR:Quay:6203,NSR:Quay:6203,141850.0,0.03134820485394411
bus,exp1,extended,random,0,single,7,NSR:Quay:11980,NSR:Quay:11980,142800.0,0.031558150533262025
bus,exp1,extended,random,0,single,8,NSR:Quay:109952,NSR:Quay:109952,142800.0,0.031558150533262025
bus,exp1,extended,random,0,single,9,NSR:Quay:6038,NSR:Quay:6038,141850.0,0.03134820485394411
bus,exp1,extended,random,0,single,10,NSR:Quay:7638,NSR:Quay:7638,136000.0,0.03005538146024955
bus,exp1,extended,random,0,cumulative,1,['NSR:Quay:12036'],,132050.0,0.02918244942519083
bus,exp1,extended,random,0,cumulative,2,"['NSR:Quay:12036', 'NSR:Quay:11939']",,113900.0,0.025171381972958998
bus,exp1,extended,random,0,cumulative,3,"['NSR:Quay:12036', 'NSR:Quay:104022', 'NSR:Quay:11939']",,113900.0,0.025171381972958998
bus,exp1,extended,random,0,cumulative,4,"['NSR:Quay:12036', 'NSR:Quay:104022', 'NSR:Quay:11939', 'NSR:Quay:7210']",,113900.0,0.025171381972958998
bus,exp1,extended,random,0,cumulative,5,"['NSR:Quay:12036', 'NSR:Quay:7210', 'NSR:Quay:104022', 'NSR:Quay:101465', 'NSR:Quay:11939']",,75500.0,0.01668515661947677
bus,exp1,extended,random,0,cumulative,6,"['NSR:Quay:12036', 'NSR:Quay:7210', 'NSR:Quay:104022', 'NSR:Quay:101465', 'NSR:Quay:11939', 'NSR:Quay:6203']",,74550.0,0.01647521094015885
bus,exp1,extended,random,0,cumulative,7,"['NSR:Quay:12036', 'NSR:Quay:7210', 'NSR:Quay:11980', 'NSR:Quay:104022', 'NSR:Quay:101465', 'NSR:Quay:11939', 'NSR:Quay:6203']",,74550.0,0.01647521094015885
bus,exp1,extended,random,0,cumulative,8,"['NSR:Quay:11980', 'NSR:Quay:109952', 'NSR:Quay:6203', 'NSR:Quay:12036', 'NSR:Quay:7210', 'NSR:Quay:104022', 'NSR:Quay:101465', 'NSR:Quay:11939']",,74550.0,0.01647521094015885
bus,exp1,extended,random,0,cumulative,9,"['NSR:Quay:11980', 'NSR:Quay:109952', 'NSR:Quay:6038', 'NSR:Quay:6203', 'NSR:Quay:12036', 'NSR:Quay:7210', 'NSR:Quay:104022', 'NSR:Quay:101465', 'NSR:Quay:11939']",,74550.0,0.01647521094015885
bus,exp1,extended,random,0,cumulative,10,"['NSR:Quay:11980', 'NSR:Quay:109952', 'NSR:Quay:6038', 'NSR:Quay:6203', 'NSR:Quay:12036', 'NSR:Quay:7210', 'NSR:Quay:104022', 'NSR:Quay:7638', 'NSR:Quay:101465', 'NSR:Quay:11939']",,67750.0,0.014972441867146373
bus,exp1,extended,random,1,single,1,NSR:Quay:104028,NSR:Quay:104028,142800.0,0.031558150533262025
bus,exp1,extended,random,1,single,2,NSR:Quay:11990,NSR:Quay:11990,142800.0,0.031558150533262025
bus,exp1,extended,random,1,single,3,NSR:Quay:11967,NSR:Quay:11967,142800.0,0.031558150533262025
bus,exp1,extended,random,1,single,4,NSR:Quay:11991,NSR:Quay:11991,142000.0,0.03138135417173114
bus,exp1,extended,random,1,single,5,NSR:Quay:6285,NSR:Quay:6285,142800.0,0.031558150533262025
bus,exp1,extended,random,1,single,6,NSR:Quay:7167,NSR:Quay:7167,142800.0,0.031558150533262025
bus,exp1,extended,random,1,single,7,NSR:Quay:11973,NSR:Quay:11973,139950.0,0.030928313495308266
bus,exp1,extended,random,1,single,8,NSR:Quay:7170,NSR:Quay:7170,142800.0,0.031558150533262025
bus,exp1,extended,random,1,single,9,NSR:Quay:6055,NSR:Quay:6055,141850.0,0.03134820485394411
bus,exp1,extended,random,1,single,10,NSR:Quay:6198,NSR:Quay:6198,141850.0,0.03134820485394411
bus,exp1,extended,random,1,cumulative,1,['NSR:Quay:104028'],,142800.0,0.031558150533262025
bus,exp1,extended,random,1,cumulative,2,"['NSR:Quay:104028', 'NSR:Quay:11990']",,142800.0,0.031558150533262025
bus,exp1,extended,random,1,cumulative,3,"['NSR:Quay:104028', 'NSR:Quay:11967', 'NSR:Quay:11990']",,142800.0,0.031558150533262025
bus,exp1,extended,random,1,cumulative,4,"['NSR:Quay:104028', 'NSR:Quay:11967', 'NSR:Quay:11990', 'NSR:Quay:11991']",,142000.0,0.03138135417173114
