id,stopPlaceId,name,lat,lon,modes,stopType
NSR:Quay:30209,NSR:Quay:30209,Åslyveien,59.752553,10.155195,"bus,coach service",multimodal
NSR:Quay:30198,NSR:Quay:30198,Olaf Bergers vei,59.750791,10.164561,"bus,coach service",multimodal
NSR:Quay:30190,NSR:Quay:30190,Ørengata,59.749912,10.171851,"bus,coach service",multimodal
NSR:Quay:30184,NSR:Quay:30184,Hamborgstrøm,59.74878,10.18222,bus,bus
NSR:Quay:30181,NSR:Quay:30181,Fylkeshuset,59.74791,10.19034,"bus,coach service",multimodal
NSR:Quay:30176,NSR:Quay:30176,Dronninggata,59.746906,10.196521,"bus,coach service",multimodal
NSR:Quay:29315,NSR:Quay:29315,Bragernes torg,59.74303,10.20301,bus,bus
NSR:Quay:110753,NSR:Quay:110753,Bragernes strand,59.740416,10.216398,bus,bus
NSR:Quay:110562,NSR:Quay:110562,Drammen sykehus Brakerøya,59.743944,10.235935,bus,bus
NSR:Quay:30228,NSR:Quay:30228,Sørensvingen,59.7586,10.1197,bus,bus
NSR:Quay:30227,NSR:Quay:30227,Sørensvingen,59.7587,10.1192,bus,bus
NSR:Quay:30279,NSR:Quay:30279,Kastanjesletta,59.758525,10.162048,bus,bus
NSR:Quay:30278,NSR:Quay:30278,Kastanjeveien 23,59.75926,10.158802,bus,bus
NSR:Quay:30275,NSR:Quay:30275,Kastanjeveien 80,59.7601,10.151,bus,bus
NSR:Quay:30273,NSR:Quay:30273,Kastanjeveien nedre,59.75926,10.14802,bus,bus
NSR:Quay:30235,NSR:Quay:30235,Steinbakken,59.75797,10.14751,bus,bus
NSR:Quay:106146,NSR:Quay:106146,Gruba,59.757323,10.153959,bus,bus
NSR:Quay:30270,NSR:Quay:30270,Bråtan,59.756586,10.160613,bus,bus
NSR:Quay:30267,NSR:Quay:30267,Jonas Lies vei 54,59.755494,10.164722,bus,bus
NSR:Quay:30265,NSR:Quay:30265,Jonas Lies vei 4,59.754069,10.170829,bus,bus
NSR:Quay:30263,NSR:Quay:30263,Ørentajet,59.75331,10.17262,bus,bus
NSR:Quay:30261,NSR:Quay:30261,Sokkaveien,59.75268,10.176237,bus,bus
NSR:Quay:30258,NSR:Quay:30258,Granbakken,59.752235,10.178989,bus,bus
NSR:Quay:30256,NSR:Quay:30256,Rebbansbakken,59.750477,10.184773,bus,bus
NSR:Quay:30254,NSR:Quay:30254,Wildhagens vei,59.750414,10.189165,bus,bus
NSR:Quay:30252,NSR:Quay:30252,Konggata,59.749468,10.196085,bus,bus
NSR:Quay:29307,NSR:Quay:29307,Drammen busstasjon,59.74061,10.19991,bus,bus
NSR:Quay:29680,NSR:Quay:29680,Museumsparken,59.738779,10.195007,bus,bus
NSR:Quay:29685,NSR:Quay:29685,Konnerudgata 41,59.73819,10.19087,bus,bus
