from,to,lineId,lineCode,mode,authority,travelTimeSec,tripsInFeed,tripsOn2025_11_17
NSR:Quay:10375,NSR:Quay:10380,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:10380,NSR:Quay:10383,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:10383,NSR:Quay:10396,RUT:Line:25,25,bus,Ruter,120,363,210
NSR:Quay:10396,NSR:Quay:10771,RUT:Line:25,25,bus,Ruter,120,363,210
NSR:Quay:10771,NSR:Quay:10757,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:10757,NSR:Quay:10664,RUT:Line:25,25,bus,Ruter,120,363,210
NSR:Quay:10664,NSR:Quay:10648,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:10648,NSR:Quay:10942,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:10942,NSR:Quay:10956,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:10956,NSR:Quay:10969,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:10969,NSR:Quay:11023,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11023,NSR:Quay:11028,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11028,NSR:Quay:11035,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11035,NSR:Quay:11012,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11012,NSR:Quay:11055,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11055,NSR:Quay:11052,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11052,NSR:Quay:11206,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11206,NSR:Quay:109642,RUT:Line:25,25,bus,Ruter,60,286,210
NSR:Quay:109642,NSR:Quay:104006,RUT:Line:25,25,bus,Ruter,120,286,210
NSR:Quay:104006,NSR:Quay:104008,RUT:Line:25,25,bus,Ruter,60,286,210
NSR:Quay:104008,NSR:Quay:11252,RUT:Line:25,25,bus,Ruter,60,286,210
NSR:Quay:11252,NSR:Quay:11238,RUT:Line:25,25,bus,Ruter,60,363,210
NSR:Quay:11238,NSR:Quay:11283,RUT:Line:25,25,bus,Ruter,120,387,210
NSR:Quay:11283,NSR:Quay:11434,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11434,NSR:Quay:11418,RUT:Line:25,25,bus,Ruter,120,387,210
NSR:Quay:11418,NSR:Quay:11381,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11381,NSR:Quay:11384,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11384,NSR:Quay:11394,RUT:Line:25,25,bus,Ruter,120,387,210
NSR:Quay:11394,NSR:Quay:11398,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11398,NSR:Quay:11307,RUT:Line:25,25,bus,Ruter,120,387,210
NSR:Quay:11307,NSR:Quay:11300,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11300,NSR:Quay:11311,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11311,NSR:Quay:11671,RUT:Line:25,25,bus,Ruter,120,387,210
NSR:Quay:11671,NSR:Quay:11315,RUT:Line:25,25,bus,Ruter,120,387,210
NSR:Quay:11315,NSR:Quay:11667,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11667,NSR:Quay:11614,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11614,NSR:Quay:11630,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11630,NSR:Quay:11581,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11581,NSR:Quay:11595,RUT:Line:25,25,bus,Ruter,120,387,210
NSR:Quay:11595,NSR:Quay:11599,RUT:Line:25,25,bus,Ruter,60,387,210
NSR:Quay:11599,NSR:Quay:8078,RUT:Line:25,25,bus,Ruter,60,310,210
NSR:Quay:11431,NSR:Quay:11427,RUT:Line:54,54,bus,Ruter,60,371,216
NSR:Quay:11427,NSR:Quay:11425,RUT:Line:54,54,bus,Ruter,60,371,216
NSR:Quay:12266,NSR:Quay:12272,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:12272,NSR:Quay:12276,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:12276,NSR:Quay:12279,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:12279,NSR:Quay:10821,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:10821,NSR:Quay:10854,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:10854,NSR:Quay:10890,RUT:Line:23,23,bus,Ruter,120,395,198
NSR:Quay:10890,NSR:Quay:10886,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:10886,NSR:Quay:11185,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:11185,NSR:Quay:11191,RUT:Line:23,23,bus,Ruter,60,395,198
NSR:Quay:11191,NSR:Quay:11210,RUT:Line:23,23,bus,Ruter,120,395,198
NSR:Quay:11210,NSR:Quay:10855,RUT:Line:23,23,bus,Ruter,120,405,198
NSR:Quay:10855,NSR:Quay:10832,RUT:Line:23,23,bus,Ruter,120,405,198
NSR:Quay:10832,NSR:Quay:11072,RUT:Line:23,23,bus,Ruter,120,405,198
NSR:Quay:11072,NSR:Quay:11068,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11068,NSR:Quay:11100,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11100,NSR:Quay:11111,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11111,NSR:Quay:11130,RUT:Line:23,23,bus,Ruter,120,405,198
NSR:Quay:11130,NSR:Quay:11150,RUT:Line:23,23,bus,Ruter,120,405,198
NSR:Quay:11150,NSR:Quay:11138,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11138,NSR:Quay:11353,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11353,NSR:Quay:11343,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11343,NSR:Quay:11322,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11322,NSR:Quay:11311,RUT:Line:23,23,bus,Ruter,120,405,198
NSR:Quay:11311,NSR:Quay:11486,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11486,NSR:Quay:11457,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11457,NSR:Quay:11959,RUT:Line:23,23,bus,Ruter,180,405,198
NSR:Quay:11959,NSR:Quay:11993,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11993,NSR:Quay:12016,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:12016,NSR:Quay:12022,RUT:Line:23,23,bus,Ruter,120,405,198
NSR:Quay:12022,NSR:Quay:11914,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11914,NSR:Quay:11907,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:11907,NSR:Quay:11911,RUT:Line:23,23,bus,Ruter,60,405,198
NSR:Quay:10788,NSR:Quay:10421,RUT:Line:3,3,metro,Ruter,180,468,267
NSR:Quay:105467,NSR:Quay:12094,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:12094,NSR:Quay:104409,RUT:Line:54,54,bus,Ruter,180,623,216
NSR:Quay:104409,NSR:Quay:7170,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:7170,NSR:Quay:7202,RUT:Line:54,54,bus,Ruter,240,623,216
NSR:Quay:7202,NSR:Quay:105306,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:105306,NSR:Quay:11830,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:11830,NSR:Quay:11835,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11835,NSR:Quay:11555,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:11555,NSR:Quay:11550,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:11550,NSR:Quay:11563,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11563,NSR:Quay:11675,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11675,NSR:Quay:11688,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:11688,NSR:Quay:11712,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11712,NSR:Quay:11709,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11709,NSR:Quay:11704,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:11704,NSR:Quay:11717,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11717,NSR:Quay:11367,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11367,NSR:Quay:11362,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11362,NSR:Quay:11355,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11355,NSR:Quay:11414,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11414,NSR:Quay:11424,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11424,NSR:Quay:11432,RUT:Line:54,54,bus,Ruter,120,266,216
NSR:Quay:11432,NSR:Quay:11278,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11278,NSR:Quay:11284,RUT:Line:54,54,bus,Ruter,60,623,216
NSR:Quay:11284,NSR:Quay:11239,RUT:Line:54,54,bus,Ruter,120,623,216
NSR:Quay:11625,NSR:Quay:11586,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:11586,NSR:Quay:11507,RUT:Line:17,17,tram,Ruter,120,861,204
NSR:Quay:11507,NSR:Quay:11499,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:11499,NSR:Quay:11492,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:11492,NSR:Quay:11481,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:11481,NSR:Quay:101335,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:101335,NSR:Quay:7557,RUT:Line:17,17,tram,Ruter,120,861,204
NSR:Quay:7557,NSR:Quay:7540,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:7540,NSR:Quay:7529,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:7529,NSR:Quay:7497,RUT:Line:17,17,tram,Ruter,120,861,204
NSR:Quay:7497,NSR:Quay:7175,RUT:Line:17,17,tram,Ruter,120,861,204
NSR:Quay:7175,NSR:Quay:105273,RUT:Line:17,17,tram,Ruter,120,861,204
NSR:Quay:105273,NSR:Quay:104871,RUT:Line:17,17,tram,Ruter,120,861,204
NSR:Quay:104871,NSR:Quay:104055,RUT:Line:17,17,tram,Ruter,60,861,204
NSR:Quay:104055,NSR:Quay:104050,RUT:Line:17,17,tram,Ruter,120,864,204
NSR:Quay:104050,NSR:Quay:104049,RUT:Line:17,17,tram,Ruter,60,864,204
NSR:Quay:104049,NSR:Quay:11043,RUT:Line:17,17,tram,Ruter,120,864,204
NSR:Quay:11043,NSR:Quay:11053,RUT:Line:17,17,tram,Ruter,60,864,204
NSR:Quay:11053,NSR:Quay:11058,RUT:Line:17,17,tram,Ruter,120,864,204
NSR:Quay:11058,NSR:Quay:11094,RUT:Line:17,17,tram,Ruter,120,864,204
NSR:Quay:11094,NSR:Quay:11105,RUT:Line:17,17,tram,Ruter,120,778,204
NSR:Quay:12368,NSR:Quay:12349,RUT:Line:19,19,tram,Ruter,60,548,203
NSR:Quay:12349,NSR:Quay:12333,RUT:Line:19,19,tram,Ruter,60,548,203
NSR:Quay:12333,NSR:Quay:12323,RUT:Line:19,19,tram,Ruter,60,548,203
NSR:Quay:12323,NSR:Quay:12317,RUT:Line:19,19,tram,Ruter,60,548,203
NSR:Quay:12317,NSR:Quay:12220,RUT:Line:19,19,tram,Ruter,180,548,203
NSR:Quay:12220,NSR:Quay:12191,RUT:Line:19,19,tram,Ruter,60,551,203
NSR:Quay:12191,NSR:Quay:12152,RUT:Line:19,19,tram,Ruter,60,551,203
NSR:Quay:12152,NSR:Quay:12138,RUT:Line:19,19,tram,Ruter,120,551,203
NSR:Quay:12138,NSR:Quay:12066,RUT:Line:19,19,tram,Ruter,120,551,203
NSR:Quay:12066,NSR:Quay:104525,RUT:Line:19,19,tram,Ruter,120,551,203
NSR:Quay:104525,NSR:Quay:7168,RUT:Line:19,19,tram,Ruter,120,551,203
NSR:Quay:7168,NSR:Quay:7209,RUT:Line:19,19,tram,Ruter,180,551,203
NSR:Quay:7209,NSR:Quay:100634,RUT:Line:19,19,tram,Ruter,180,551,203
NSR:Quay:100634,NSR:Quay:7530,RUT:Line:19,19,tram,Ruter,60,1097,203
NSR:Quay:7530,NSR:Quay:7539,RUT:Line:19,19,tram,Ruter,60,1097,203
NSR:Quay:7539,NSR:Quay:7556,RUT:Line:19,19,tram,Ruter,120,1097,203
NSR:Quay:7556,NSR:Quay:11484,RUT:Line:19,19,tram,Ruter,60,1097,203
NSR:Quay:11484,NSR:Quay:101335,RUT:Line:19,19,tram,Ruter,60,1097,203
NSR:Quay:101335,NSR:Quay:8120,RUT:Line:19,19,tram,Ruter,120,1097,203
NSR:Quay:8120,NSR:Quay:8150,RUT:Line:19,19,tram,Ruter,120,1097,203
NSR:Quay:8150,NSR:Quay:104413,RUT:Line:19,19,tram,Ruter,120,1097,203
NSR:Quay:11932,NSR:Quay:11945,RUT:Line:3,3,metro,Ruter,120,429,267
NSR:Quay:11945,NSR:Quay:11964,RUT:Line:3,3,metro,Ruter,120,429,267
NSR:Quay:11964,NSR:Quay:12011,RUT:Line:3,3,metro,Ruter,120,458,267
NSR:Quay:12011,NSR:Quay:12025,RUT:Line:3,3,metro,Ruter,60,458,267
NSR:Quay:12025,NSR:Quay:12038,RUT:Line:3,3,metro,Ruter,120,458,267
NSR:Quay:11146,NSR:Quay:11205,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:11205,NSR:Quay:11234,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:11234,NSR:Quay:102011,RUT:Line:76,76,bus,Ruter,120,307,199
NSR:Quay:102011,NSR:Quay:102013,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:102013,NSR:Quay:11276,RUT:Line:76,76,bus,Ruter,120,307,199
NSR:Quay:11276,NSR:Quay:11281,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:11281,NSR:Quay:11323,RUT:Line:76,76,bus,Ruter,120,307,199
NSR:Quay:11323,NSR:Quay:11416,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:11416,NSR:Quay:11407,RUT:Line:76,76,bus,Ruter,120,307,199
NSR:Quay:11407,NSR:Quay:11014,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:11014,NSR:Quay:11016,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:11016,NSR:Quay:11021,RUT:Line:76,76,bus,Ruter,,307,199
NSR:Quay:11021,NSR:Quay:10741,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:10741,NSR:Quay:10744,RUT:Line:76,76,bus,Ruter,60,307,199
NSR:Quay:10744,NSR:Quay:10754,RUT:Line:76,76,bus,Ruter,60,152,199
NSR:Quay:10754,NSR:Quay:10766,RUT:Line:76,76,bus,Ruter,60,152,199
NSR:Quay:10766,NSR:Quay:10774,RUT:Line:76,76,bus,Ruter,60,152,199
NSR:Quay:10774,NSR:Quay:10777,RUT:Line:76,76,bus,Ruter,120,152,199
NSR:Quay:10777,NSR:Quay:10782,RUT:Line:76,76,bus,Ruter,60,152,199
NSR:Quay:10782,NSR:Quay:10797,RUT:Line:76,76,bus,Ruter,60,152,199
NSR:Quay:10797,NSR:Quay:10811,RUT:Line:76,76,bus,Ruter,120,152,199
NSR:Quay:10811,NSR:Quay:10813,RUT:Line:76,76,bus,Ruter,60,152,199
NSR:Quay:10813,NSR:Quay:10476,RUT:Line:76,76,bus,Ruter,180,152,199
NSR:Quay:10476,NSR:Quay:10432,RUT:Line:76,76,bus,Ruter,120,152,199
NSR:Quay:11932,NSR:Quay:11945,RUT:Line:2,2,metro,Ruter,120,434,270
NSR:Quay:11945,NSR:Quay:11643,RUT:Line:2,2,metro,Ruter,60,434,270
NSR:Quay:11643,NSR:Quay:11669,RUT:Line:2,2,metro,Ruter,120,462,270
NSR:Quay:11669,NSR:Quay:11686,RUT:Line:2,2,metro,Ruter,60,462,270
NSR:Quay:11686,NSR:Quay:11726,RUT:Line:2,2,metro,Ruter,60,462,270
NSR:Quay:11726,NSR:Quay:11750,RUT:Line:2,2,metro,Ruter,60,462,270
NSR:Quay:12037,NSR:Quay:12026,RUT:Line:3,3,metro,Ruter,60,456,267
NSR:Quay:12026,NSR:Quay:12012,RUT:Line:3,3,metro,Ruter,120,456,267
NSR:Quay:12012,NSR:Quay:11965,RUT:Line:3,3,metro,Ruter,60,456,267
NSR:Quay:11148,NSR:Quay:106971,RUT:Line:66,66,bus,Ruter,120,157,134
NSR:Quay:106971,NSR:Quay:11219,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:11219,NSR:Quay:11226,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:11226,NSR:Quay:11253,RUT:Line:66,66,bus,Ruter,,157,134
NSR:Quay:11253,NSR:Quay:11246,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:11246,NSR:Quay:11243,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:11243,NSR:Quay:11458,RUT:Line:66,66,bus,Ruter,120,157,134
NSR:Quay:11458,NSR:Quay:11446,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:11446,NSR:Quay:11442,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:11442,NSR:Quay:10387,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:10387,NSR:Quay:10351,RUT:Line:66,66,bus,Ruter,120,157,134
NSR:Quay:10351,NSR:Quay:10361,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:10361,NSR:Quay:10366,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:10366,NSR:Quay:111001,RUT:Line:66,66,bus,Ruter,120,157,134
NSR:Quay:111001,NSR:Quay:10805,RUT:Line:66,66,bus,Ruter,120,157,134
NSR:Quay:10805,NSR:Quay:10683,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:10683,NSR:Quay:10686,RUT:Line:66,66,bus,Ruter,120,157,134
NSR:Quay:10686,NSR:Quay:10728,RUT:Line:66,66,bus,Ruter,60,157,134
NSR:Quay:109117,NSR:Quay:7384,RUT:Line:150,150,bus,Ruter,120,276,168
NSR:Quay:7384,NSR:Quay:7699,RUT:Line:150,150,bus,Ruter,180,276,168
NSR:Quay:7699,NSR:Quay:11827,RUT:Line:150,150,bus,Ruter,240,276,168
NSR:Quay:11827,NSR:Quay:11888,RUT:Line:150,150,bus,Ruter,60,276,168
NSR:Quay:10301,NSR:Quay:10403,RUT:Line:400,400,bus,Ruter,60,172,165
NSR:Quay:10403,NSR:Quay:11231,RUT:Line:400,400,bus,Ruter,120,172,165
NSR:Quay:11231,NSR:Quay:11213,RUT:Line:400,400,bus,Ruter,60,172,165
NSR:Quay:11213,NSR:Quay:11131,RUT:Line:400,400,bus,Ruter,120,172,165
NSR:Quay:11131,NSR:Quay:7170,RUT:Line:400,400,bus,Ruter,360,172,165
NSR:Quay:7170,NSR:Quay:11969,RUT:Line:400,400,bus,Ruter,120,172,165
NSR:Quay:11411,NSR:Quay:11400,RUT:Line:5,5,metro,Ruter,60,406,168
NSR:Quay:11400,NSR:Quay:11389,RUT:Line:5,5,metro,Ruter,60,406,168
NSR:Quay:11389,NSR:Quay:11372,RUT:Line:5,5,metro,Ruter,60,406,168
NSR:Quay:11372,NSR:Quay:11339,RUT:Line:5,5,metro,Ruter,60,406,168
NSR:Quay:11339,NSR:Quay:11317,RUT:Line:5,5,metro,Ruter,60,406,168
NSR:Quay:11317,NSR:Quay:11287,RUT:Line:5,5,metro,Ruter,120,406,168
NSR:Quay:11897,NSR:Quay:11026,RUT:Line:5,5,metro,Ruter,120,923,168
NSR:Quay:11026,NSR:Quay:11077,RUT:Line:5,5,metro,Ruter,180,460,168
NSR:Quay:11077,NSR:Quay:11115,RUT:Line:5,5,metro,Ruter,60,461,168
NSR:Quay:11026,NSR:Quay:11066,RUT:Line:5,5,metro,Ruter,120,473,168
NSR:Quay:11066,NSR:Quay:10827,RUT:Line:5,5,metro,Ruter,120,473,168
NSR:Quay:10827,NSR:Quay:10863,RUT:Line:5,5,metro,Ruter,120,473,168
NSR:Quay:10863,NSR:Quay:10884,RUT:Line:5,5,metro,Ruter,60,473,168
NSR:Quay:10884,NSR:Quay:10906,RUT:Line:5,5,metro,Ruter,60,473,168
NSR:Quay:10906,NSR:Quay:10938,RUT:Line:5,5,metro,Ruter,60,473,168
NSR:Quay:10938,NSR:Quay:10639,RUT:Line:5,5,metro,Ruter,180,472,168
NSR:Quay:10639,NSR:Quay:10651,RUT:Line:5,5,metro,Ruter,60,472,168
NSR:Quay:10651,NSR:Quay:10693,RUT:Line:5,5,metro,Ruter,60,472,168
NSR:Quay:10693,NSR:Quay:10718,RUT:Line:5,5,metro,Ruter,60,472,168
NSR:Quay:10718,NSR:Quay:10603,RUT:Line:5,5,metro,Ruter,60,472,168
NSR:Quay:10603,NSR:Quay:10461,RUT:Line:5,5,metro,Ruter,120,472,168
NSR:Quay:10461,NSR:Quay:10489,RUT:Line:5,5,metro,Ruter,60,472,168
NSR:Quay:10489,NSR:Quay:10509,RUT:Line:5,5,metro,Ruter,240,446,168
NSR:Quay:10345,NSR:Quay:10408,RUT:Line:110,110,bus,Ruter,120,518,213
NSR:Quay:10408,NSR:Quay:10292,RUT:Line:110,110,bus,Ruter,180,518,213
NSR:Quay:10292,NSR:Quay:10403,RUT:Line:110,110,bus,Ruter,180,518,213
NSR:Quay:10403,NSR:Quay:11231,RUT:Line:110,110,bus,Ruter,180,518,213
NSR:Quay:11231,NSR:Quay:11213,RUT:Line:110,110,bus,Ruter,60,518,213
NSR:Quay:11213,NSR:Quay:11131,RUT:Line:110,110,bus,Ruter,60,518,213
NSR:Quay:11131,NSR:Quay:12084,RUT:Line:110,110,bus,Ruter,120,518,213
NSR:Quay:12084,NSR:Quay:12081,RUT:Line:110,110,bus,Ruter,60,518,213
NSR:Quay:12081,NSR:Quay:12076,RUT:Line:110,110,bus,Ruter,60,518,213
NSR:Quay:12076,NSR:Quay:12050,RUT:Line:110,110,bus,Ruter,60,518,213
NSR:Quay:12050,NSR:Quay:12035,RUT:Line:110,110,bus,Ruter,60,518,213
NSR:Quay:12035,NSR:Quay:11963,RUT:Line:110,110,bus,Ruter,180,518,213
NSR:Quay:10492,NSR:Quay:10499,RUT:Line:120,120,bus,Ruter,60,282,129
NSR:Quay:10499,NSR:Quay:10503,RUT:Line:120,120,bus,Ruter,60,282,129
NSR:Quay:10503,NSR:Quay:10506,RUT:Line:120,120,bus,Ruter,60,282,129
NSR:Quay:10506,NSR:Quay:10581,RUT:Line:120,120,bus,Ruter,60,282,129
NSR:Quay:10581,NSR:Quay:10589,RUT:Line:120,120,bus,Ruter,60,141,129
NSR:Quay:10589,NSR:Quay:10586,RUT:Line:120,120,bus,Ruter,60,141,129
NSR:Quay:12264,NSR:Quay:12281,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:12281,NSR:Quay:12164,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:12164,NSR:Quay:12173,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:12173,NSR:Quay:12177,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:12177,NSR:Quay:12187,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:12187,NSR:Quay:12105,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:12105,NSR:Quay:12109,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:12109,NSR:Quay:104025,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:104025,NSR:Quay:104026,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:104026,NSR:Quay:104028,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:104028,NSR:Quay:109952,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:109952,NSR:Quay:105306,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:105306,NSR:Quay:11830,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:11830,NSR:Quay:11835,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:11835,NSR:Quay:11555,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:11555,NSR:Quay:11550,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:11550,NSR:Quay:11563,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:11563,NSR:Quay:11675,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:11675,NSR:Quay:11692,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:11692,NSR:Quay:11698,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:11698,NSR:Quay:11335,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:11335,NSR:Quay:11330,RUT:Line:34,34,bus,Ruter,60,351,214
NSR:Quay:11330,NSR:Quay:11344,RUT:Line:34,34,bus,Ruter,120,351,214
NSR:Quay:11960,NSR:Quay:12036,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:12036,NSR:Quay:12049,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:12049,NSR:Quay:12075,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:12075,NSR:Quay:12079,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:12079,NSR:Quay:12083,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:12083,NSR:Quay:11142,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:11142,NSR:Quay:11205,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:11205,NSR:Quay:11234,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:11234,NSR:Quay:11240,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:11240,NSR:Quay:11243,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:11243,NSR:Quay:11458,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:11458,NSR:Quay:11446,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:11446,NSR:Quay:11442,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:11442,NSR:Quay:10387,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:10387,NSR:Quay:10351,RUT:Line:100,100,bus,Ruter,60,552,214
NSR:Quay:10351,NSR:Quay:10355,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:10355,NSR:Quay:10295,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:10295,NSR:Quay:109484,RUT:Line:100,100,bus,Ruter,120,552,214
NSR:Quay:109484,NSR:Quay:10409,RUT:Line:100,100,bus,Ruter,120,554,214
NSR:Quay:10409,NSR:Quay:10346,RUT:Line:100,100,bus,Ruter,60,554,214
NSR:Quay:12312,NSR:Quay:12306,RUT:Line:83,83,bus,Ruter,60,135,117
NSR:Quay:12306,NSR:Quay:12305,RUT:Line:83,83,bus,Ruter,60,135,117
NSR:Quay:12305,NSR:Quay:12302,RUT:Line:83,83,bus,Ruter,60,135,117
