id,stopPlaceId,name,lat,lon,modes,stopType
NSR:Quay:7350,NSR:Quay:7350,Nationaltheatret,59.914791,10.732886,bus,bus
NSR:Quay:104413,NSR:Quay:104413,Majorstuen,59.928682,10.71605,tram,tram
NSR:Quay:8201,NSR:Quay:8201,Frogner stadion,59.927059,10.712354,tram,tram
NSR:Quay:8189,NSR:Quay:8189,Vigelandsparken,59.924676,10.708274,tram,tram
NSR:Quay:8170,NSR:Quay:8170,Frogner plass,59.922475,10.704841,tram,tram
NSR:Quay:7805,NSR:Quay:7805,Elisenberg,59.919336,10.708864,tram,tram
NSR:Quay:7827,NSR:Quay:7827,Lille Frogner allé,59.917843,10.712255,tram,tram
NSR:Quay:7753,NSR:Quay:7753,Niels Juels gate,59.916319,10.71505,tram,tram
NSR:Quay:7209,NSR:Quay:7209,Jernbanetorget,59.911733,10.750296,tram,tram
NSR:Quay:105273,NSR:Quay:105273,Storgata,59.914054,10.751941,tram,tram
NSR:Quay:104871,NSR:Quay:104871,Nybrua,59.917312,10.758705,tram,tram
NSR:Quay:11821,NSR:Quay:11821,Schous plass,59.920944,10.75937,tram,tram
NSR:Quay:11825,NSR:Quay:11825,Olaf Ryes plass,59.923033,10.759282,tram,tram
NSR:Quay:11842,NSR:Quay:11842,Birkelunden,59.927079,10.760301,tram,tram
NSR:Quay:11867,NSR:Quay:11867,Biermanns gate,59.930272,10.761143,tram,tram
NSR:Quay:11728,NSR:Quay:11728,Torshov,59.934809,10.764802,tram,tram
NSR:Quay:11752,NSR:Quay:11752,Sandaker senter,59.938829,10.768672,tram,tram
NSR:Quay:11770,NSR:Quay:11770,Grefsenveien,59.942852,10.773656,tram,tram
NSR:Quay:11124,NSR:Quay:11124,Storo,59.945258,10.778806,tram,tram
NSR:Quay:11170,NSR:Quay:11170,Disen,59.946295,10.787853,tram,tram
NSR:Quay:11192,NSR:Quay:11192,Doktor Smiths vei,59.950189,10.790106,tram,tram
NSR:Quay:11195,NSR:Quay:11195,Glads vei,59.952383,10.785407,tram,tram
NSR:Quay:11200,NSR:Quay:11200,Grefsenplatået,59.956052,10.785814,tram,tram
NSR:Quay:11262,NSR:Quay:11262,Grefsen stadion,59.959934,10.784902,tram,tram
NSR:Quay:11247,NSR:Quay:11247,Kjelsåsalléen,59.963205,10.784285,tram,tram
NSR:Quay:11242,NSR:Quay:11242,Kjelsås,59.964317,10.785251,tram,tram
NSR:Quay:12430,NSR:Quay:12430,Holmlia stasjon,59.834891,10.797031,bus,bus
NSR:Quay:12428,NSR:Quay:12428,Lerdalstoppen,59.83688,10.801567,bus,bus
NSR:Quay:12425,NSR:Quay:12425,Asperudtoppen,59.83874,10.800325,bus,bus
NSR:Quay:12424,NSR:Quay:12424,Asperudåsen,59.83994,10.799233,bus,bus
NSR:Quay:12426,NSR:Quay:12426,Asperudtoppen,59.838653,10.800773,bus,bus
NSR:Quay:12427,NSR:Quay:12427,Lerdalstoppen,59.836709,10.800971,bus,bus
NSR:Quay:106932,NSR:Quay:106932,Holmlia stasjon,59.834438,10.797525,bus,bus
NSR:Quay:10417,NSR:Quay:10417,Liakollen,59.829376,10.799137,bus,bus
NSR:Quay:12447,NSR:Quay:12447,Krummedike,59.827769,10.799121,bus,bus
NSR:Quay:9836,NSR:Quay:9836,Nesåsen,59.911615,10.975868,bus,bus
NSR:Quay:9832,NSR:Quay:9832,Finstadlia,59.914719,10.966292,bus,bus
NSR:Quay:9820,NSR:Quay:9820,Finstadsletta,59.914768,10.960236,bus,bus
NSR:Quay:9815,NSR:Quay:9815,Bergerveien,59.917404,10.958337,bus,bus
NSR:Quay:10043,NSR:Quay:10043,Løkenåsfaret,59.918746,10.962175,bus,bus
NSR:Quay:9986,NSR:Quay:9986,Skåreråsen,59.921338,10.959203,bus,bus
NSR:Quay:9979,NSR:Quay:9979,Rolvsrud,59.92426,10.954254,bus,bus
NSR:Quay:9798,NSR:Quay:9798,Lørenskog sentrum,59.927656,10.953632,bus,bus
NSR:Quay:9788,NSR:Quay:9788,Haralds vei,59.930313,10.952825,bus,bus
NSR:Quay:9933,NSR:Quay:9933,Skogveien,59.934081,10.949799,bus,bus
NSR:Quay:9935,NSR:Quay:9935,Håkons vei,59.935951,10.949204,bus,bus
NSR:Quay:9940,NSR:Quay:9940,Lindeveien,59.939595,10.949201,bus,bus
NSR:Quay:9770,NSR:Quay:9770,Postterminalen øst,59.940979,10.947964,bus,bus
NSR:Quay:10054,NSR:Quay:10054,Lørenskog stasjon,59.944553,10.944918,bus,bus
NSR:Quay:10585,NSR:Quay:10585,Stovner bru,59.946792,10.93944,bus,bus
NSR:Quay:10590,NSR:Quay:10590,Fjellstuveien,59.949966,10.938402,bus,bus
NSR:Quay:10593,NSR:Quay:10593,Tjonerudveien,59.952307,10.938338,bus,bus
NSR:Quay:10596,NSR:Quay:10596,Stovnerbakken,59.954685,10.935763,bus,bus
NSR:Quay:10507,NSR:Quay:10507,Johnny Svorkmos vei,59.957551,10.934095,bus,bus
NSR:Quay:10504,NSR:Quay:10504,Olaus Fjørtofts vei,59.959286,10.931085,bus,bus
NSR:Quay:10500,NSR:Quay:10500,Øvre Fossum,59.958969,10.926485,bus,bus
NSR:Quay:10494,NSR:Quay:10494,Stovner T,59.961552,10.922803,bus,bus
NSR:Quay:10343,NSR:Quay:10343,Ekelund,59.832442,10.681806,bus,bus
NSR:Quay:10341,NSR:Quay:10341,Berger,59.834084,10.686355,bus,bus
NSR:Quay:10333,NSR:Quay:10333,Solåsen,59.83927,10.688809,bus,bus
NSR:Quay:10328,NSR:Quay:10328,Hellvik,59.842379,10.686661,bus,bus
NSR:Quay:10294,NSR:Quay:10294,Hellvikskog,59.841522,10.678038,bus,bus
NSR:Quay:10287,NSR:Quay:10287,Skoklefall gård,59.841648,10.673912,bus,bus
NSR:Quay:10296,NSR:Quay:10296,Skoklefall kirke,59.846692,10.67005,bus,bus
NSR:Quay:10302,NSR:Quay:10302,Skoklekroken,59.848633,10.662771,bus,bus
NSR:Quay:109699,NSR:Quay:109699,Flaskebekkrysset,59.850251,10.656719,bus,bus
NSR:Quay:10248,NSR:Quay:10248,Tangenåsen,59.856418,10.662862,bus,bus
NSR:Quay:5648,NSR:Quay:5648,Granholt,59.861012,10.66548,bus,bus
NSR:Quay:10245,NSR:Quay:10245,Nedre Movei,59.866548,10.662116,bus,bus
NSR:Quay:10226,NSR:Quay:10226,Nesoddtangen,59.870475,10.656773,bus,bus
NSR:Quay:10727,NSR:Quay:10727,Grorud T,59.960799,10.88288,bus,bus
NSR:Quay:10687,NSR:Quay:10687,Grorud skole,59.958175,10.882739,bus,bus
NSR:Quay:10684,NSR:Quay:10684,Sagstuveien,59.954031,10.880534,bus,bus
NSR:Quay:110987,NSR:Quay:110987,Bekkenstenveien,59.952335,10.886046,bus,bus
NSR:Quay:110999,NSR:Quay:110999,Grorud stasjon,59.949605,10.890613,bus,bus
NSR:Quay:10320,NSR:Quay:10320,Vestre Haugen,59.947829,10.896935,bus,bus
NSR:Quay:10317,NSR:Quay:10317,Gransletta,59.944702,10.899685,bus,bus
NSR:Quay:10313,NSR:Quay:10313,Nordre Gran,59.941813,10.902745,bus,bus
NSR:Quay:109485,NSR:Quay:109485,Furuset T,59.940459,10.898129,bus,bus
NSR:Quay:10292,NSR:Quay:10292,Furuset skole,59.937325,10.892614,bus,bus
NSR:Quay:10281,NSR:Quay:10281,Jeriko skole,59.935204,10.886668,bus,bus
NSR:Quay:10274,NSR:Quay:10274,Lindeberg T,59.932845,10.88081,bus,bus
NSR:Quay:10277,NSR:Quay:10277,Lindeberghjemmet,59.930737,10.875864,bus,bus
NSR:Quay:10372,NSR:Quay:10372,Skjønhaug,59.929743,10.8697,bus,bus
NSR:Quay:10376,NSR:Quay:10376,Trosterudkrysset,59.928076,10.865275,bus,bus
NSR:Quay:11378,NSR:Quay:11378,Doktor Dedichens vei,59.924466,10.858084,bus,bus
NSR:Quay:11348,NSR:Quay:11348,Haugerud T,59.921848,10.854728,bus,bus
NSR:Quay:11352,NSR:Quay:11352,Haugerudveien,59.918577,10.851333,bus,bus
NSR:Quay:11325,NSR:Quay:11325,Tveita bedriftsområde,59.915279,10.847352,bus,bus
NSR:Quay:11323,NSR:Quay:11323,Tveita,59.912924,10.844257,bus,bus
NSR:Quay:11416,NSR:Quay:11416,Trasoppveien,59.910587,10.847768,bus,bus
NSR:Quay:11407,NSR:Quay:11407,Trasop skole,59.904525,10.851054,bus,bus
NSR:Quay:11014,NSR:Quay:11014,Solbergliveien,59.901034,10.851196,bus,bus
NSR:Quay:11016,NSR:Quay:11016,Kampheimveien,59.897772,10.852368,bus,bus
NSR:Quay:11021,NSR:Quay:11021,Eftasåsen,59.896177,10.854071,bus,bus
NSR:Quay:10741,NSR:Quay:10741,Østmarkveien,59.8919,10.854991,bus,bus
NSR:Quay:10744,NSR:Quay:10744,Olav Nygards veg,59.8883,10.85181,bus,bus
NSR:Quay:10754,NSR:Quay:10754,Bøler T,59.883397,10.843058,bus,bus
NSR:Quay:10766,NSR:Quay:10766,Martin Linges vei,59.880401,10.839759,bus,bus
